Po number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Project Code,Tax Amount (SC),,
40610621,28 Nov 18,Whirlpool of India Limited,Based On Sales Orders 10610568.,7 Dec 18,29297,12500,100% Advance,Indian Rupee,1,Open,No,29297 - Request for PANTRY REFRIGERATOR has been approved.-,1906.78,,
40610622,28 Nov 18,Mech Tech Industries,Based On Sales Orders 10610570.,3 Dec 18,28852,8260,100% Against PI at the time of delivery,Indian Rupee,1,Closed,Yes,28852 - Filter press cloth,1260,,
40610623,28 Nov 18,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610565.,27 Dec 18,29275,17325,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29275 - 9004 V - 4101571658,825,,
40610624,28 Nov 18,Dhiren Traders,Based On Sales Orders 10610569.,30 Nov 18,29279,1416,15 days credit,Indian Rupee,1,Closed,No,29279 - Drilling Material,216,,
40610625,28 Nov 18,Lakhani Electronics,Based On Sales Orders 10610568.,7 Dec 18,29297,6250,100% Advance,Indian Rupee,1,Closed,No,29297 - Request for PANTRY REFRIGERATOR has been approved.-,953.39,,
40610626,28 Nov 18,National Interior Decorator and Furniture,Based On Sales Orders 10610568.,7 Dec 18,29297,34072.5,50% Advance 50 % Before Delivery,Indian Rupee,1,Closed,No,29297 - Request for PANTRY REFRIGERATOR has been approved.-,5197.5,,
40610627,28 Nov 18,Comtech Engineers and Consultant Pvt. Ltd.,Based On Sales Orders 10610571.,6 Dec 18,29154,37524,100% advance against proforma invoice,Indian Rupee,1,Open,No,29154 - Enquiry from Nivea India - Bellows,5724,,
40610628,28 Nov 18,S. A. Electronics,Based On Sales Orders 10610564.,11 Jan 19,28126,48380,100% advance against proforma invoice,Indian Rupee,1,Open,No,28126-Silicon Oil filled pressure gauge with inductive alarm sensor,7380,,
40610629,29 Nov 18,Hydro Pneumatic Equipment,Based On Sales Orders 10610576.,28 Dec 18,29092,27081,100% advance against proforma invoice,Indian Rupee,1,Open,No,29092 - Fwd: Inquiry for the Rotex make actuator and coil,4131,,
40610630,29 Nov 18,Vardhman Distributors,Based On Sales Orders 10610572.,4 Dec 18,29340,14160,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29340 - PP Rope,2160,,
40610631,29 Nov 18,Highvolt Power & Control Systems Pvt. Ltd.,Based On Sales Orders 10610566.,5 Nov 18,28774,13983,100% Against PI at the time of delivery,Indian Rupee,1,Open,No,28774 - MRO Item & service,2133,,
40610632,29 Nov 18,Global Marketing,Based On Sales Orders 10610577.,1 Dec 18,29389,5610.2,15 days credit,Indian Rupee,1,Closed,No,29389 - 5348- 4100174544 - Stanley,855.8,,
40610633,30 Nov 18,Bombay Fire Safety,Based On Sales Orders 10610578.,4 Dec 18,29076,31080,7 days after delivery,Indian Rupee,1,Closed,No,29076 - 4502369441-bulk mro,3330,,
40610634,30 Nov 18,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610581.,6 Dec 18,29407,12484,30 Days Credit,Indian Rupee,1,Open,No,29407 - safety items,1684,,
40610635,30 Nov 18,Perfect Tradelink Pvt. Ltd.,Based On Sales Orders 10610582.,10 Jan 18,29292,36117.62,100% advance against proforma invoice,Indian Rupee,1,Open,No,29292 - Fwd: SB# 837144 URGENT!!,5509.46,,
40610636,30 Nov 18,The Marsden Bakubhai and Sons Pvt. Ltd.,,30 Nov 18,28817,3332.32,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,28817 - offer for the minilec make phase failure relay,508.32,,
40610637,30 Nov 18,Leak Proof Engineering India Pvt. Ltd.,Based On Sales Orders 10610579.,29 Dec 18,29217,10051.24,100% advance against proforma invoice,Indian Rupee,1,Open,No,29217 - OFFER OF MECHANICAL SEAL : RFQ 2279 FOR THE ITEM Co,1533.24,,
40610638,30 Nov 18,Mech Tech Industries,Based On Sales Orders 10610583.,3 Dec 18,28852,7840,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28852 - Filter press cloth,840,,
40610639,30 Nov 18,Primax Engineers Pvt. Ltd.,Based On Sales Orders 10610574.,1 Dec 18,29162,3221.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29162 - O-RING,491.4,,
40610640,30 Nov 18,Valisons and Co.,Based On Sales Orders 10610580.,20 Dec 18,29204,5743.06,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29204 - Taparia Allen Key required,876.06,,
40610641,30 Nov 18,S. S. Engineers,Based On Sales Orders 10610584.,21 Dec 18,28469,29932.48,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28469 - MRO items,4565.98,,
40610642,30 Nov 18,M/S. Sahil International,,30 Nov 18,27379,5074,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27379-4850001936 - CSK SCREW M12 x 50,774,,
40610643,30 Nov 18,Bombay Fire Safety,Based On Sales Orders 10610585.,5 Jun 18,29434,20060,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29434 - PO_4101571658_PPEs for Plant_BulkMRO,3060,,
40610644,1 Dec 18,R. K. Interior,Based On Sales Orders 10610586.,7 Dec 18,29295,1445.5,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29295 - Taparia Kit,220.5,,
40610645,1 Dec 18,Baroda Machine Tools,Based On Sales Orders 10610586.,7 Dec 18,29295,13169.69,100% Against Delivery,Indian Rupee,1,Closed,No,29295 - Taparia Kit,2008.94,,
40610646,1 Dec 18,Dhiren Traders,Based On Sales Orders 10610586.,7 Dec 18,29295,7847,15 days after delivery,Indian Rupee,1,Closed,No,29295 - Taparia Kit,1197,,
40610647,1 Dec 18,Geeta Enterprises,Based On Sales Orders 10610586.,7 Dec 18,29295,9145,100% Against Delivery,Indian Rupee,1,Closed,No,29295 - Taparia Kit,1395,,
40610648,1 Dec 18,MI Tools India,Based On Sales Orders 10610586.,7 Dec 18,29295,29639.56,100% Against Delivery,Indian Rupee,1,Closed,No,29295 - Taparia Kit,4515.3,,
40610649,1 Dec 18,Dhiren Traders,Based On Sales Orders 10610588.,3 Dec 18,29467,2360,15 days credit,Indian Rupee,1,Closed,No,29467 - Nitrile Gloves,360,,
40610650,3 Dec 18,Sgm Lab Solutions Pvt. Ltd.,Based On Sales Orders 10610587.,20 Dec 18,29109,8071.2,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29109 - Phoenix Smart Digital LCD Breath Alcohol Tester Ana,1231.2,,
40610651,3 Dec 18,Alpines Technoquip Pvt. Ltd.,Based On Sales Orders 10610589.,11 Dec 18,27131,2497.82,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27131-PO_4101571658_PPEs for Plant_BulkMRO - White glass,381.02,,
40610652,3 Dec 18,Variety Plywood,Based On Sales Orders 10610590.,6 Dec 18,27244,956935.16,100% advance against proforma invoice,Indian Rupee,1,Open,No,27244-FQ for Chemicals,145973.16,,
40610653,3 Dec 18,Singhal Chemical Corporation,Based On Sales Orders 10610590.,6 Dec 18,27244,470584,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,27244-FQ for Chemicals,71784,,
40610654,3 Dec 18,Shreenathji Welding And Safety Pvt. Ltd.,,10 Dec 18,29407,10384,30 days after delivery,Indian Rupee,1,Closed,No,29407 - safety items,1584,,
40610655,4 Dec 18,Hilti India Pvt. Ltd.,Based On Sales Orders 10610598.,7 Dec 18,28863,7390.7,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28863 - Hilti make Anchor Fasteners,1127.4,,
40610656,4 Dec 18,Vivek Trading Co.,Based On Sales Orders 10610595.,6 Dec 18,29525,14868,30 days after delivery,Indian Rupee,1,Closed,No,29525 - COSMOS AND GASKET SHELLAC REQUIREMENT,2268,,
40610657,4 Dec 18,Tirth Enterprise,Based On Sales Orders 10610595.,6 Dec 18,29525,3469.2,7 days after delivery,Indian Rupee,1,Closed,No,29525 - COSMOS AND GASKET SHELLAC REQUIREMENT,529.2,,
40610658,4 Dec 18,Kohinoor Paints Mart,Based On Sales Orders 10610595.,6 Dec 18,29525,4049.76,100% Advance,Indian Rupee,1,Closed,No,29525 - COSMOS AND GASKET SHELLAC REQUIREMENT,617.76,,
40610659,4 Dec 18,Victor Imports,Based On Sales Orders 10610594.,11 Dec 18,29349,7168,7 Days PDC,Indian Rupee,1,Closed,No,29349 - 4502377945-BULK MRO INDUSTRIAL SUPPLY PVT LTD,768,,
40610660,4 Dec 18,Essence Gallery,Based On Sales Orders 10610597.,10 Jan 19,29262,13588.88,100% advance against proforma invoice,Indian Rupee,1,Open,No,29262 - GODREJ SLIMLINE CUP BOARD,2072.88,,
40610661,4 Dec 18,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610593.,11 Dec 18,29504,5192,30 days after delivery,Indian Rupee,1,Closed,No,29504 - SAFETY ITEMS,792,,
40610662,4 Dec 18,Ravi Transmission Products,Based On Sales Orders 10610599.,18 Dec 18,28930,97873.92,50% advance and 50% after delivery,Indian Rupee,1,Closed,No,28930 - 4502364092-BULK MRO INDUSTRIAL SUPPLY PVT LTD,14929.92,,
40610663,5 Dec 18,Maruti Industrial Suppliers,,5 Dec 18,29295,3844.2,100% against delivery,Indian Rupee,1,Open,No,29295 - Taparia Kit,586.4,,
40610664,5 Dec 18,Associated Electricals,Based On Sales Orders 10610600.,8 Dec 17,29305,4130,100% advance against proforma invoice,Indian Rupee,1,Open,No,29305 - DIGITAL MVAR METER,630,,
40610665,6 Dec 18,Revathi Electronics and Controls,Based On Sales Orders 10610602.,17 Jan 19,29555,103376.26,30 days after delivery,Indian Rupee,1,Open,No,29555 - Level Gauge required,15769.26,,
40610666,6 Dec 18,Yash Filters,Based On Sales Orders 10610603.,10 Dec 18,29565,9398,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29565 - Fwd: Quotation Against Your Requirement Of Filter M,1398,,
40610667,6 Dec 18,Sneha Industries,Based On Sales Orders 10610601.,10 Dec 18,29390,21240,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29390 - Hightem. hose,3240,,
40610668,6 Dec 18,Revathi Electronics and Controls,Based On Sales Orders 10610606.,31 Jan 19,29306,51789.02,100% advance against proforma invoice,Indian Rupee,1,Open,No,29306 - MAG LEVEL SWITCH,7900.02,,
40610669,6 Dec 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610605.,10 Dec 18,29490,9108.42,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29490 - V-Belts,1389.42,,
40610670,7 Dec 18,Tirth Enterprise,Based On Sales Orders 10610607.,10 Dec 18,29627,5664,7 days after delivery,Indian Rupee,1,Closed,No,29627 - Scotch Pad quote required,864,,
40610671,7 Dec 18,Urja Products Pvt. Ltd.,,13 Dec 18,,476425,100% advance against proforma invoice,Indian Rupee,1,Open,No,Stock Purchase,72675,,
40610672,7 Dec 18,Shreenathji Welding And Safety Pvt. Ltd.,,10 Dec 18,,4480,15 days after delivery,Indian Rupee,1,Open,No,Stock Purchase,480,,
40610673,10 Dec 18,Anand Enterprise,Based On Sales Orders 10610608.,12 Dec 18,29344,16240,100% Advance,Indian Rupee,1,Closed,Yes,29344 - PP Rope,1740,,
40610674,10 Dec 18,Tanya Internationals,Based On Sales Orders 10610609.,24 Dec 18,29619,165672,100% advance against proforma invoice,Indian Rupee,1,Open,No,29619 - FW: Re: Terminal Connection (Terminal lead) machini,25272,,
40610675,10 Dec 18,Bombay Fire Safety,Based On Sales Orders 10610610.,12 Dec 18,29664,7350,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29664 - 4101742794-Supply of Cotton gloves,350,,
40610676,10 Dec 18,Ophtho Equip Incorporation,,7 Jan 19,28665,185000.04,50% advance and 50% after delivery,Indian Rupee,1,Open,No,28665 - Fwd: quotation require as per PR no. 21018312 21018956,19821.44,,
40610677,10 Dec 18,Otica Meditronix Co.,Based On Sales Orders 10211469.,7 Jan 19,28665,17472,100% Advance,Indian Rupee,1,Open,No,28665 - Fwd: quotation require as per PR no. 21018312 21018956,1872,,
40610678,10 Dec 18,Dhiren Traders,Based On Sales Orders 10610613.,24 Dec 18,20849,1934,15 days after delivery,Indian Rupee,1,Closed,No,20849-need quotations for MEAURE TAPE 5 MTRS. & PERMANENT MARKER WHITE BOARD MARKER  cutter and b,234,,
40610679,10 Dec 18,Shree Samarth Enterprises [Karjat],Based On Sales Orders 10610615.,17 Dec 18,29077,106334,50% advance and 50% after delivery,Indian Rupee,1,Closed,Yes,29077 - 4502369444-BULK MRO INDUSTRIAL SUPPLY PVT LTD,12034,,
40610680,11 Dec 18,Victor Import,Based On Sales Orders 10610615.,18 Dec 18,29077,7102,7 Days PDC,Indian Rupee,1,Closed,No,29077 - 4502369444-BULK MRO INDUSTRIAL SUPPLY PVT LTD,1002,,
40610681,11 Dec 18,M. R. Organisation Ltd.,,24 Dec 18,,45669.54,100% Advance,Indian Rupee,1,Open,No,Stock Purchase,6966.54,,
40610682,11 Dec 18,Anmol Safety Products Pvt. Ltd.,Based On Sales Orders 10610616.,13 Dec 18,29700,4874.58,100% Advance,Indian Rupee,1,Closed,No,29700 - Safety Shoes Required,743.58,,
40610683,11 Dec 18,The Marsden Bakubhai and Sons Pvt. Ltd.,,13 Dec 18,28817,3332.32,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28817 - offer for the minilec make phase failure relay,508.32,,
40610684,11 Dec 18,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610433.,13 Dec 18,27853,22400,15 days after delivery,Indian Rupee,1,Open,No,27853-Supply of MRO Items,2400,,
40610685,11 Dec 18,S.H. Industrial Needs,Based On Sales Orders 10610618.,17 Dec 18,25429,14750,100% advance against proforma invoice,Indian Rupee,1,Closed,No,25429-Introduction meeting  : Generated from opportunity,2250,,
40610686,11 Dec 18,Vashi Electricals Pvt. Ltd.,Based On Sales Orders 10610611.,17 Dec 18,29477,9058.86,100% Advance,Indian Rupee,1,Open,No,29477 - offer for the cooper bussman fuse,1381.86,,
40610687,11 Dec 18,Exal Corporation,Based On Sales Orders 10610623.,25 Dec 18,29372,6608,100% advance against proforma invoice,Indian Rupee,1,Open,No,29372 - Temperature indicator with sensor,1008,,
40610688,12 Dec 18,Excellence resins,,14 Dec 18,27244,470584,100% advance against proforma invoice,Indian Rupee,1,Open,No,27244-FQ for Chemicals,71784,,
40610689,12 Dec 18,Aquatics,Based On Sales Orders 10610612.,26 Dec 18,29607,16996.72,100% advance against proforma invoice,Indian Rupee,1,Open,No,29607 - Supply of Split AC Spares,2592.72,,
40610690,12 Dec 18,Gujarat Switchgears Pvt. Ltd.,,25 Dec 18,29344,16240,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29344 - PP Rope,1740,,
40610691,12 Dec 18,Market pulse,Based On Sales Orders 10610624.,12 Feb 19,28303,69856,100% advance against proforma invoice,Indian Rupee,1,Open,No,Software for oscilloscope,10656,,
40610692,5 Jul 18,Compressor Point,,5 Jul 18,,3304,Net-30,Indian Rupee,1,Closed,No,20942-Emerson make compressor,504,,
40610693,13 Dec 18,P. K. Traders,,15 Dec 18,,2190.08,100% advance against proforma invoice,Indian Rupee,1,Open,No,29295 - Taparia Kit,334.08,,
40710001,4 Apr 18,Shree Krishna Switchgear,,4 Apr 18,,849.6,Net-30,Indian Rupee,1,Closed,No,19203-Cable tie,129.6,,
40710002,7 Apr 18,P. M. Bhimani Orgochem Pvt. Ltd.,,7 Apr 18,,3068,Net-30,Indian Rupee,1,Closed,No,19250-CAUSTIC SODA,468,,
40710003,9 Apr 18,Bombay Fire Safety,,9 Apr 18,,6667.5,Net-30,Indian Rupee,1,Closed,No,19260-safety items,317.5,,
40710004,9 Apr 18,Bhavani Enterprise,,9 Apr 18,,1770,Net-30,Indian Rupee,1,Closed,No,19260-safety items,270,,
40710005,11 Apr 18,Indian Engineering Works,,11 Apr 18,,80830,Net-30,Indian Rupee,1,Open,No,19321-Overspeed test & Balancing of adapter flange 4101591007,12330,,
40710006,11 Apr 18,Shree Laxmi Trading,,11 Apr 18,,2274,Net-30,Indian Rupee,1,Closed,No,18819-Helmet,474,,
40710007,11 Apr 18,Shreenathji Welding And Safety Pvt. Ltd.,,11 Apr 18,,9912,Net-30,Indian Rupee,1,Closed,Yes,18814 - Open PO,1512,,
40710008,12 Apr 18,Tritech,,12 Apr 18,,92394,Net-30,Indian Rupee,1,Closed,No,18882-2 pin mini mil connector quotation,14094,,
40710009,19 Apr 18,Tritech,,19 Apr 18,,92040,Net-30,Indian Rupee,1,Open,No,18821- MX6 iBRID charger,14040,,
40710010,23 Apr 18,Keval Inc.,,23 Apr 18,,694.4,Net-30,Indian Rupee,1,Closed,No,19578-PO_4101571658_PPEs for Plant_BulkMRO Surgical Gloves,74.4,,
40710011,24 Apr 18,Chanakya Bag Studio,,24 Apr 18,,4610.08,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,703.24,,
40710012,24 Apr 18,Chetan Enterprise,,24 Apr 18,,16520,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,2520,,
40710013,24 Apr 18,G.R Enterprise,,24 Apr 18,,1499.78,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,228.78,,
40710014,24 Apr 18,Green Electricals Pvt. Ltd.,,24 Apr 18,,15594.88,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,2378.88,,
40710015,24 Apr 18,Kaysons Techno Equipments Pvt. Ltd.,,24 Apr 18,,233241.76,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,35579.26,,
40710016,24 Apr 18,Nupros Inc .,,24 Apr 18,,2419141.6,Net-30,Indian Rupee,1,Closed,No,17352-Quotation for the spray paint- 2,369021.60,,
40710017,24 Apr 18,Parshwa Instruments,,24 Apr 18,,12838.4,Net-30,Indian Rupee,1,Closed,No,17352-Quotation for the spray paint- 2,1958.4,,
40710018,24 Apr 18,Spark Batteries,,24 Apr 18,,12083.2,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,2643.2,,
40710019,24 Apr 18,United Instrument Services,,24 Apr 18,,503742,Net-30,Indian Rupee,1,Closed,No,17352-Quotation for the spray paint- 2,76842,,
40710020,24 Apr 18,Tech Connect Retail Pvt Ltd.,,24 Apr 18,,144969.66,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,22114.02,,
40710021,24 Apr 18,Mahendra Electricals,,24 Apr 18,,4507.68,Net-30,Indian Rupee,1,Open,No,17352-Quotation for the spray paint- 2,687.62,,
40710022,24 Apr 18,Gauges Bourdon (I) Pvt. Ltd.,,24 Apr 18,,67726.1,Net-30,Indian Rupee,1,Closed,No,17352-Quotation for the spray paint- 2,10331.1,,
40710023,25 Apr 18,Shraddha Tooling Systems,,25 Apr 18,,544098,Net-30,Indian Rupee,1,Open,No,14815-STS Quotation No-0330 for Conical Cutter,82998,,
40710024,30 Apr 18,Vijay Sales Corporation,,30 Apr 18,,8684.8,Net-30,Indian Rupee,1,Closed,No,18826 - Open PO,1324.8,,
40710025,30 Apr 18,Kalindi Enterprise,,30 Apr 18,,428046.18,Net-30,Indian Rupee,1,Open,No,19537-calibration services,65295.18,,
40710026,30 Apr 18,Bombay Fire Safety,,2 May 18,,148162,30 Days Credit,Indian Rupee,1,Open,No,19717-PPE & 3M items,22062,,
40710027,5 Feb 18,Narmada Hydraulics,,5 Feb 18,,11062.5,Net-30,Indian Rupee,1,Closed,No,19473-Universal-Relay Type TR800Weboil cooler battery,1687.5,,
40710028,5 Mar 18,Kalindi Enterprise,,5 Mar 18,,1517.48,Net-30,Indian Rupee,1,Closed,No,19755- calibration services,231.48,,
40710030,5 Mar 18,Arizona Tools Company,,5 Mar 18,,113138.4,Net-30,Indian Rupee,1,Open,No,18363-Required Quotation Of Chain Tong(Indent-260),17258.4,,
40710031,5 Mar 18,Tritech,,5 Mar 18,,161070,Net-30,Indian Rupee,1,Closed,No,19484-Portable Gas Detector System,24570,,
40710032,5 Apr 18,Vardhman Distributors,,5 Apr 18,,8555,Net-30,Indian Rupee,1,Closed,No,19767-Taflon tape,1305,,
40710041,11 May 18,Saini Diesal Power Service Pvt. Ltd.,Based On Sales Orders 10610072.,1 Jun 18,19620,35872,100% advance against proforma invoice,Indian Rupee,1,Closed,No,19620-Purchase Inquiry For Filters,5472,,
40710042,11 May 18,Golden Dyechem,Based On Sales Orders 10610076.,23 May 18,19922,5791074.2,100% against delivery and acceptance,Indian Rupee,1,Closed,Yes,19922-Fwd: Sample - MEG / TEG.,883384.20,,
40710043,18 May 18,Griphold Engineering Pvt. Ltd.,,1 Jun 18,18544,34560.44,100% advance against proforma invoice,Indian Rupee,1,Closed,No,18544-RE: Offer of Repair kits for Griphold pneumatic wrench,5271.94,,
40710044,11 Aug 18,Vesi Enterprises,Based On Sales Orders 10610268.,8 Aug 18,25889,85208.18,100% advance against proforma invoice,Indian Rupee,1,Open,No,25889-Gas Detactor,12997.86,,
40710045,16 Aug 18,Extreme Adventure Sports,Based On Sales Orders 10610295.,31 Aug 18,20823,35099.92,100% advance against proforma invoice,Indian Rupee,1,Closed,No,20823-LED light and Abb drive (Sapan Sharma),5354.22,,
40710046,16 Aug 18,Shree Laxmi Trading,Based On Sales Orders 10610291.,30 Aug 18,25658,16478.7,100% Advance,Indian Rupee,1,Closed,Yes,25658-new inquiry from ABB,2513.7,,
40710047,16 Aug 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610285.,17 Aug 18,26224,1931.44,100% Advance,Indian Rupee,1,Closed,No,26224-Taparia Allenkey,294.64,,
40710048,17 Aug 18,Sukrut Udyog,Based On Sales Orders 10610293.,5 Sep 18,20920,19352,100% Advance,Indian Rupee,1,Closed,No,20920-Float Switch,2952,,
