Po number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Project Code,Tax Amount (SC),,
40200208,16 Mar 18,Unigenetics Instruments Pvt. Ltd.,,16 Mar 18,18590,304945,Net-30,Indian Rupee,1,Closed,No,18590-QUOTATION FOR STAINLESS STEEL SYRINGES AND O-RING,32672.64,,
40200226,19 Mar 18,Foreman Equipments,,19 Mar 18,,4484,Net-30,Indian Rupee,1,Closed,No,16541-Fwd: requirement of drum trolley,684,,
40200230,20 Mar 18,Lift Arts,,20 Mar 18,,8637.44,Net-30,Indian Rupee,1,Closed,No,14204-Fwd: Quote needed container 8,925.44,,
40200231,20 Mar 18,Lift Arts,,20 Mar 18,,21714.56,Net-30,Indian Rupee,1,Closed,No,17057-QUOTE NEEDED,2326.56,,
40200233,20 Mar 18,Beeta Tech India,,20 Mar 18,,12600.04,Net-30,Indian Rupee,1,Open,No,18565-Slotted specimen stub,1922.04,,
40200234,20 Mar 18,Anudeep Engineering,,20 Mar 18,,22656,Net-30,Indian Rupee,1,Closed,No,18606-Qouatation for SS CHUCK,3456,,
40200235,20 Mar 18,Sanderi Electric,,21 Mar 18,,850.02,100% Against Delivery,Indian Rupee,1,Open,No,18020-Fwd: FW: helmet LED lamps,91.07,,
40200237,21 Mar 18,Flowers Love And Cakes,,21 Mar 18,,9750,100% Against Delivery,Indian Rupee,1,Open,No,18482-Women's day bouquet-2,0,,
40200245,1 Jun 18,Dhiren Traders,,1 Jun 18,,2822.56,15 days after delivery,Indian Rupee,1,Closed,No,8681-Fwd: FW: Scan of Dwg,430.56,,
40200246,1 Jun 18,SHREENATH TOOLS CENTRE,,1 Jun 18,,2532.02,100% advance against proforma invoice,Indian Rupee,1,Open,No,8681-Fwd: FW: Scan of Dwg,386.24,,
40200247,21 Mar 18,Navkar Enterprise,,21 Mar 18,,29980.26,Net-30,Indian Rupee,1,Closed,No,18260-Fwd: Required quotation for Impact wrench,4573.26,,
40200250,21 Mar 18,Schunk Intec India Pvt. Ltd.,,21 Mar 18,,18568.01,Net-30,Indian Rupee,1,Open,No,18510-Fwd: Please arrange quotation for the Below Critical and Very Urgent,2832.41,,
40200251,21 Mar 18,Swaraj Furniture And Dhole Interiors,,21 Mar 18,,7599.2,100% advance against proforma invoice,Indian Rupee,1,Closed,No,18637-Requirement: Nilkamal Products_Kurkumbh,1159.2,,
40200256,22 Mar 18,TARGET HYDRAUTECH PVT. LTD,,22 Mar 18,,14653.24,Net-30,Indian Rupee,1,Open,No,18088-Fwd: Required quotation for following Hydraulic spares,2235.24,,
40200257,22 Mar 18,Bell Hydromatics,,22 Mar 18,,5310,Net-30,Indian Rupee,1,Closed,No,18088-Fwd: Required quotation for following Hydraulic spares,810,,
40200259,22 Mar 18,Dharmesh Hingorani,,22 Mar 18,,94400,Net-30,Indian Rupee,1,Open,No,18442-[EXT] Training,14400,,
40200261,22 Mar 18,Pergam-Suisse Ag,,22 Mar 18,,63571779.23,Net-30,Euro,78.2085,Open,No,15992-Procurement of Laser based Portable Gas Detection Instrument for GAIL Gas,0,,
40200262,21 Mar 18,Hill Equipment Inc.,,21 Mar 18,,82953.48,Net-30,US Dollar,66.67,Closed,No,18634-Require offer,0,,
40200265,23 Mar 18,Rajesh Trade Centre,,30 Apr 18,,146320,100% Advance,Indian Rupee,1,Closed,No,18027-Quotation of Load cell,22320,,
40200266,23 Mar 18,Ultra Motion,,23 Mar 18,,176000.09,Net-30,US Dollar,66.6667,Closed,No,18295-Fwd: Request For Quotation - Ultra Motion Make Bug Actuator,0,,
40200267,24 Mar 18,Kumar Industries,,24 Mar 18,,28025,Net-30,Indian Rupee,1,Open,No,18671-Fwd: RFQ : IC1000353 - Welding torch,4275,,
40200269,26 Mar 18,Stell Sign Projects India Pvt. Ltd.,,23 Apr 18,,187915,100% Against Delivery,Indian Rupee,1,Closed,No,18563-Fwd: Safety Signage_Kurkumbh,28665,,
40200272,23 Mar 18,Regel-Und Steuergerate Gmbh,,23 Mar 18,,37430.59,Net-30,Euro,78.2085,Closed,No,18246-RSG valve offer required for Dewas Plant,0,,
40200273,26 Mar 18,Suman Premchand Vishwakarma,,2 Apr 18,,56750,100% Against Delivery,Indian Rupee,1,Open,No,18498-Fwd: *URGENT* Quotation - Repairs and Maintenance_Kesar Solitaire_Corporate office.,0,,
40200274,26 Mar 18,Suman Premchand Vishwakarma,,26 Mar 18,,25250,100% Against Delivery,Indian Rupee,1,Open,No,18712-Fwd: *URGENT* Quotation - Repairs and Maintenance_Kesar Solitaire_Corporate office.,0,,
40200276,18 Apr 18,Stanley Black and Decker India Pvt. Ltd.,,18 Apr 18,,6164.07,45 days after delivery,Indian Rupee,1,Closed,No,17897-Fwd: FW: urgent requirement,940.28,,
40200276,26 Mar 18,Stanley Black and Decker India Pvt. Ltd.,,9 Apr 18,,6287.04,100% advance against proforma invoice,Indian Rupee,1,Open,No,17897-Fwd: FW: urgent requirement,959.04,,
40200277,26 Mar 18,Galaxy Tools and Hardwares,,26 Mar 18,,72300.96,100% advance against proforma invoice,Indian Rupee,1,Closed,No,17897-Fwd: FW: urgent requirement,11028.96,,
40200280,27 Mar 18,Dabs Automation,,27 Mar 18,,14420,Net-30,Indian Rupee,1,Open,No,18676-Fwd: Quotation Required - Xpro India Ltd.,0,,
40200281,27 Mar 18,Sintex Bapl Ltd.,,27 Mar 18,,64990,Net-30,Indian Rupee,1,Closed,No,18305-Fwd: RFQ_ Chemical Spillage pallets,9913.73,,
40200282,28 Mar 18,Bitsy Infotech Pvt. Ltd.,Based On Sales Orders 10200198.,28 Mar 18,,1850,Net-30,Indian Rupee,1,Open,No,18784-FW: 8 port and 12 port,282.2,,
40200283,27 Mar 18,RS Components and Controls India Ltd.,,27 Mar 18,,34692,Net-30,Indian Rupee,1,Closed,No,18620-Fwd: Request For Quotation - Crydom Solid State Relay,5292,,
40200284,27 Mar 18,Local,,27 Mar 18,,500,Net-30,Indian Rupee,1,Open,No,16033-Fwd: Quotation for Hardware and tools,0,,
40200290,27 Mar 18,Balia Security IT Solutions Pvt. Ltd.,,27 Mar 18,,18290,Net-30,Indian Rupee,1,Open,No,18734-Temperature breaker system,2790,,
40200291,27 Mar 18,Asmita Consultant,,10 Apr 18,,106200,40% advance 60% on delivery,Indian Rupee,1,Closed,No,18689-Quotation of DesignEngineering services for ETP-STP shed & surrounding area development,16200,,
40200292,27 Mar 18,J.J. Mehta And Sons,,27 Mar 18,,8200.01,Net-30,Indian Rupee,1,Closed,No,18547-Digital camera - Request for Quote,1793.76,,
40200301,28 Mar 18,W. W. Grainger Inc.,,28 Mar 18,,65833.96,Net-30,US Dollar,66.67,Closed,No,18711-Re: FW: RFQ & Delivery -Lead # 088/Mar/West,0,,
40200302,28 Mar 18,Divine Engineering,,27 Apr 18,,13062.6,Net-30,Indian Rupee,1,Closed,No,18446-Quotation required,1992.6,,
40200305,28 Mar 18,Precision Mass Products Private Limited,,3 Apr 18,,17900,Net-30,Indian Rupee,1,Closed,Yes,18794-Require Pressure Switch.,0,,
40200312,29 Mar 18,Parag Worldwide Pvt. Ltd.,,29 Mar 18,,3658,Net-30,Indian Rupee,1,Open,No,18861-Quotation,558,,
40200313,29 Mar 18,Jyoti Oil Corporation,,29 Mar 18,,4672.8,Net-30,Indian Rupee,1,Open,No,18861-Quotation,712.8,,
40200314,29 Mar 18,Umang Home Furnishing,,29 Mar 18,,9912,50% Against PI and 50% after 45 Days,Indian Rupee,1,Open,No,18683-Need quote for curtains,1512,,
40200315,29 May 18,PinkPepperCorn By Sonal Agrawal,,29 May 18,,10000,Net-30,Indian Rupee,1,Closed,Yes,18832-Fwd: Payment for Pink Pepper corn,0,,
40200316,29 Mar 18,SRS Innovative Solutions,,30 Mar 18,,108276.8,Net-30,Indian Rupee,1,Closed,No,18895-Fwd: Quotation required for tools & equipments.,16516.8,,
40200321,30 Mar 18,Kamal Steel,,30 Mar 18,,3400.32,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,364.32,,
40200324,30 Mar 18,Stanley Black and Decker India Pvt. Ltd.,,30 Mar 18,,23529.49,45 days after delivery,Indian Rupee,1,Open,No,18906-Fwd: Tool storage Drawer - enquiry..,3589.24,,
40200326,30 Mar 18,Kamal Steel,,30 Mar 18,,596.48,Net-30,Indian Rupee,1,Open,No,18747-Fwd: Quote for editing the lot supply Po,130.48,,
40200327,30 Mar 18,Aftab,,30 Mar 18,,2600,Net-30,Indian Rupee,1,Open,No,18747-Fwd: Quote for editing the lot supply Po,0,,
40200335,31 Mar 18,OPS Utility Services Pvt. Ltd.,,31 Mar 18,,97883.1,100% Against Delivery,Indian Rupee,1,Closed,No,19290-Fwd: FW: [EXT] Cab a rent for the month of March 2018,4661.1,,
40210001,10 Apr 18,Gears and Gear Drives India Pvt. Ltd.,,10 Apr 18,,40237.57,Net-30,Indian Rupee,1,Open,No,18528 - Open PO,8801.97,,
40210002,4 Apr 18,P.P. Asbestos,,4 Apr 18,,2124,Net-30,Indian Rupee,1,Closed,No,19198-Quotation,324,,
40210003,4 Apr 18,Prospect Trading Co.,,4 Apr 18,,1357,Net-30,Indian Rupee,1,Closed,No,19198-Quotation,207,,
40210004,4 Apr 18,Achieve Hydraulics and Pneumatics Pvt. Ltd.,,4 Apr 18,,18018.6,Net-30,Indian Rupee,1,Closed,No,17940-Fwd: Quotation required for Hydraulic cylinder.,2748.6,,
40210005,4 Apr 18,BSB Edge Pvt. Ltd.,,4 Apr 18,,9894.6,Net-30,Indian Rupee,1,Closed,No,18471-ISO/IEC 17025 : 2017,0,,
40210006,4 Apr 18,Powermaster Engineers Pvt. Ltd.,,4 Apr 18,,3056.2,Net-30,Indian Rupee,1,Closed,No,18918-Spring Balancer,466.2,,
40210007,4 Apr 18,Al Technologies,,4 Apr 18,,2080542.96,Net-30,Indian Rupee,1,Closed,No,19231-Fwd: new order,317370.96,,
40210008,4 Apr 18,Svas Engineering Industries,,4 Apr 18,,2242,Net-30,Indian Rupee,1,Open,No,19198-Quotation,342,,
40210009,4 Apr 18,Hartej Electronics,,4 Apr 18,,30000.64,Net-30,Indian Rupee,1,Closed,No,18365-Re: Requirement of Refrigerator for lab use,6562.64,,
40210010,4 Apr 18,Chemtek Scientific Co.,,4 Apr 18,,4932.4,Net-30,Indian Rupee,1,Closed,No,18802-Carboy requirement,752.4,,
40210011,4 May 18,Modern  Hydraulics,,4 May 18,,19352,Net-30,Indian Rupee,1,Closed,No,18287 - Open PO,2952,,
40210012,4 May 18,Auto CNC Machining Ltd.,,4 May 18,,18290,Net-30,Indian Rupee,1,Open,No,18659-Misc 234/AMAT/RA: Quotes for Parts RFQ 1130/P2/KGP & RFQ 1134/P2/KGP,2790,,
40210013,4 May 18,Jyoti Architectural Products Pvt. Ltd.,,4 May 18,,5347.76,Net-30,Indian Rupee,1,Closed,No,17034-RFQ: Wheels for gas welding trolley,815.76,,
40210015,4 May 18,AG Measurematics Pvt. Ltd.,,4 May 18,,3472386,Net-30,Indian Rupee,1,Closed,No,18635-Fwd: Requirement:Top Urgent-Vibration Machine_Hinjewadi,529686.00,,
40210017,4 May 18,Aftab,,4 May 18,,2280,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,0,,
40210018,4 May 18,Sanket,,4 May 18,,19050,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,0,,
40210019,4 May 18,Sanket,,4 May 18,,2800,Net-30,Indian Rupee,1,Open,No,18841 - Open PO,0,,
40210020,4 May 18,Roj Ali,,4 May 18,,6800,Net-30,Indian Rupee,1,Open,No,18841 - Open PO,0,,
40210021,4 May 18,Aaryan Instruments,,4 May 18,,14632,Net-30,Indian Rupee,1,Closed,No,18628-Fwd: Request For Quote (Orion - Make),2232,,
40210022,4 May 18,Esskay Compuservices Pvt. Ltd.,,4 May 18,,42480,Net-30,Indian Rupee,1,Open,No,18394-Fwd: Amendmnt of quotation_ Thermo fischer scientific_AMC of xrf meter to Esskay,6480,,
40210023,4 May 18,Suman Premchand Vishwakarma,,4 May 18,,10030,Net-30,Indian Rupee,1,Open,No,18759-Required Quotation for Fitting of Polycom in Karthik Cabin,1530,,
40210024,4 May 18,SSM Enterprises,,4 May 18,,7670,Net-30,Indian Rupee,1,Closed,No,18746-Offer Required for Lub oil Filtration,1170,,
40210025,6 Apr 18,Shree Krishna Signs,,6 Apr 18,,97350,Net-30,Indian Rupee,1,Closed,No,18914-Fwd: Requirement of Pallet Marking_Kurkumbh,14850,,
40210027,6 Apr 18,Armatech Associates,,6 Apr 18,,3752.4,Net-30,Indian Rupee,1,Open,No,18245-RFQ_Hardened & groundKnife Edge steel straight edge(300mm length),572.4,,
40210028,6 Apr 18,M. J. Traders (Dowell's),,6 Apr 18,,6749.6,Net-30,Indian Rupee,1,Open,No,18823-Replacement for inq 15529,1029.6,,
40210029,6 Apr 18,Vishal Woollens,,6 Apr 18,,38955,Net-30,Indian Rupee,1,Closed,No,18461-Fwd: RFQ for Towels,1855,,
40210030,6 Apr 18,Excellence Corporation,,6 Apr 18,,2301,Net-30,Indian Rupee,1,Closed,No,17899 - Open PO,351,,
40210031,6 Apr 18,Pooja Enterprises,,6 Apr 18,,147.5,Net-30,Indian Rupee,1,Closed,No,17899 - Open PO,22.5,,
40210032,7 Apr 18,Ajisons,,7 Apr 18,,7462.32,Net-30,Indian Rupee,1,Open,No,18720-Fwd: MEGGAR ( NPR - 13275),1138.32,,
40210033,7 Apr 18,Hardcastle Petrofer Pvt. Ltd.,,7 Apr 18,,41630.4,Net-30,Indian Rupee,1,Closed,No,19276-P9374871-1:DRUCK: NB 4591062901 => Bulk Mro Indust,6350.4,,
40210034,7 Apr 18,Unique Safety Services,,7 Apr 18,,17430,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,2430,,
40210035,7 Apr 18,SCope Industrial Products Private Ltd,,7 Apr 18,,26290.4,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,4010.4,,
40210036,7 Apr 18,Excellent Engineering Enterprises,,7 Apr 18,,30680,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,4680,,
40210038,7 Apr 18,Aim Safety,,7 Apr 18,,11800,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,1800,,
40210039,7 Apr 18,Ultramind Technologies India Pvt. Ltd.,,7 Apr 18,,8142,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,1242,,
40210040,7 Apr 18,Environment Engineering,,7 Apr 18,,7965,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,1215,,
40210041,4 Sep 18,Khas Enterprises,,4 Sep 18,,4819.5,Net-30,Indian Rupee,1,Closed,No,18400-Fwd: Order Management - New Purchase Order: 4591359451 received from Henkel Adhesives Technol,229.5,,
40210042,4 Sep 18,Khas Enterprises,,4 Sep 18,,5355,Net-30,Indian Rupee,1,Closed,No,18456-Fwd: Order Management - New Purchase Order: 4591360424 received from Henkel Adhesives Technol,255,,
40210043,9 Apr 18,Dynamic Engineering Co.,,9 Apr 18,,3245,Net-30,Indian Rupee,1,Open,No,18456-Fwd: Order Management - New Purchase Order: 4591360424 received from Henkel Adhesives Technol,495,,
40210044,9 Apr 18,Shriram Institute For Industrial Research,,9 Apr 18,,10620,Net-30,Indian Rupee,1,Open,No,16822 - Open PO,1620,,
40210045,9 Apr 18,J.J. Mehta And Sons,,9 Apr 18,,7600,Net-30,Indian Rupee,1,Closed,No,17507-Fwd: Quotation required,1662.5,,
40210046,9 Apr 18,Karcher Cleaning Systems Pvt. Ltd.,,9 Apr 18,,43392,Net-30,Indian Rupee,1,Closed,No,18154-Fwd: Re: Quotation for vacuum cleaner,9492,,
40210047,9 Apr 18,Tirlochan Pandey,,9 Apr 18,,50526.42,Net-30,Indian Rupee,1,Closed,No,18532-Fwd: request Quotation,7707.42,,
40210048,4 Sep 18,Victor Import,,4 Sep 18,,44800,Net-30,Indian Rupee,1,Closed,No,19314-New Po # 4591380595 for gloves,4800,,
40210049,9 Apr 18,Bombay Tools Supplying Agency,,9 Apr 18,,89208,Net-30,Indian Rupee,1,Closed,No,16855-Measuring devices enquiry,13008,,
40210050,9 Apr 18,Galaxy Tools and Hardwares,,9 Apr 18,,9263,Net-30,Indian Rupee,1,Closed,No,16855-Measuring devices enquiry,1413,,
40210052,10 Apr 18,Airtronic Gauges and Instruments Pvt. Ltd.,,10 Apr 18,,4436.8,Net-30,Indian Rupee,1,Closed,No,16855-Measuring devices enquiry,676.8,,
40210053,10 Apr 18,Sumaria Appliances Pvt. Ltd.,,10 Apr 18,,52500.01,Net-30,Indian Rupee,1,Closed,No,9189-Refrigerator Requirement for Project Ganesha_Pune,11484.38,,
40210054,10 Apr 18,Deluxe Electrical Corporation,,10 Apr 18,,11328,Net-30,Indian Rupee,1,Closed,No,17799-Quote required for safety items,1728,,
40210055,4 Oct 18,W. W. Grainger Inc.,,4 Oct 18,,9671.8,Net-30,US Dollar,67.24,Closed,No,18698-Fwd: Requirement of Vbelt,0,,
40210056,10 Apr 18,Energy Trade,,10 Apr 18,,11932,Net-30,Indian Rupee,1,Closed,No,18828-FLP electrical fitting,2032,,
40210057,4 Oct 18,NuWave Technologies Inc.,,4 Oct 18,,16251.91,Net-30,US Dollar,67.24,Closed,No,18290-Fwd: Request For Quotation - Firing Card Of SSR,0,,
40210058,11 Apr 18,Ruchit Enterprise,,11 Apr 18,,22608.8,Net-30,Indian Rupee,1,Open,No,18600-Fwd: Quotation required for CP 9285,3448.8,,
40210059,12 Apr 18,Divine Engineering,,12 Apr 18,,8673,Net-30,Indian Rupee,1,Closed,No,18896-RFQ. Kurkumbh PPE,1323,,
40210060,12 Apr 18,Lalita Furniture,,12 Apr 18,,26668,Net-30,Indian Rupee,1,Closed,No,18896-RFQ. Kurkumbh PPE,4068,,
40210061,12 Apr 18,Flameproof Instrumentation,,12 Apr 18,,5428,Net-30,Indian Rupee,1,Closed,No,18896-RFQ. Kurkumbh PPE,828,,
40210062,12 Apr 18,Birla Associates,,12 Apr 18,,23600,Net-30,Indian Rupee,1,Closed,No,19325-Fwd: RFQ : MPR/MAT/00047,3600,,
40210063,12 Apr 18,Kiran Diamond Tools,,12 Apr 18,,277064,30 days after delivery,Indian Rupee,1,Closed,No,18261-Torque Wrenches RFQ,42264,,
40210064,12 Apr 18,Valisons and Co.,,12 Apr 18,,4248,Net-30,Indian Rupee,1,Closed,No,19326-Fwd: RFQ - Drill Machine,648,,
40210065,12 Apr 18,Delta Flow,,26 Apr 18,,384220.15,Net-30,Indian Rupee,1,Closed,No,19191-RFQ: Supply of +GF+ make Pvdf fittings_Kurkumbh,58912.82,,
40210066,12 Apr 18,Jay Malhar Refrigeration,,12 Apr 18,,25606,Net-30,Indian Rupee,1,Closed,No,19241-Fwd: Need Quote AC piping work,3906,,
40210067,12 Apr 18,Galaxy Tools and Hardwares,,12 Apr 18,,62464.73,Net-30,Indian Rupee,1,Closed,No,19357-Fwd: Urgent! Insulated tools RFQ,9528.53,,
40210068,12 Apr 18,Aashapoora Traders,,12 Apr 18,,2596,Net-30,Indian Rupee,1,Closed,No,18751-Fwd: RE: Requirement of dustbin,396,,
40210069,12 Apr 18,Sanjay Hydraulik Pvt. Ltd.,,12 Apr 18,,8411.04,Net-30,Indian Rupee,1,Open,No,19343-CAP000061: RFQ,1283.04,,
40210070,12 Apr 18,Giri Steel Furniture,,12 Apr 18,,185835.84,Net-30,Indian Rupee,1,Open,No,17624-Quotation for Industrial Locker,28347.84,,
40210071,13 Apr 18,Honeywell Automation India Ltd,,13 Apr 18,,300900,30 Days PDC,Indian Rupee,1,Closed,No,10063-Quotation for Filter Element of Gortor Cocon 26,45900,,
40210072,13 Apr 18,Century Pharmaceuticals Ltd.,,13 Apr 18,,23836,Net-30,Indian Rupee,1,Closed,No,19323-Requirement for Clarithromycin,3636,,
40210073,13 Apr 18,SN Fluid Tech Systems,,13 Apr 18,,12095,Net-30,Indian Rupee,1,Open,No,17721 - Open PO,1845,,
40210074,13 Apr 18,Vitronics (India),,13 Apr 18,,2671126.48,Net-30,Indian Rupee,1,Closed,No,17546-Costing for the items in the enclosed Attachment,407459.98,,
40210075,13 Apr 18,Effectech Gases Pvt. Ltd.,,13 Apr 18,,14632,Net-30,Indian Rupee,1,Closed,No,99998 - Open PO,2232,,
40210076,13 Apr 18,Ameya Industrial Suppliers Pvt. Ltd.,,13 Apr 18,,6785,Net-30,Indian Rupee,1,Closed,No,19340-Inquiry of 3M Tapes,1035,,
40210077,13 Apr 18,Valisons and Co.,,13 Apr 18,,660.8,Net-30,Indian Rupee,1,Closed,No,18913-IDMC Kit,100.8,,
40210078,16 Apr 18,WorldPack Automation Systems Pvt. Ltd.,,16 Apr 18,,23512.68,Net-30,Indian Rupee,1,Closed,No,19221-Fwd: FW: [EXT] Spare Quotation - Henkel,3586.68,,
40210079,16 Apr 18,Zodiac Aerospace Services Middle East,,16 Apr 18,,179665.28,Net-30,US Dollar,67.24,Closed,No,18470-RFQ for Aviation Life Jacket,0,,
40210080,16 Apr 18,A-One Machineries,,16 Apr 18,,206500,Net-30,Indian Rupee,1,Closed,No,18750-Fwd: (SZ IN) 201868006252 Slider Belt Conveyor with Electricals and Controls,31500,,
40210081,16 Apr 18,I R Technology Service Pvt. Ltd.,,16 Apr 18,,29500,Net-30,Indian Rupee,1,Closed,No,19360-Fwd: Requirement - PRIORITY,4500,,
40210082,16 Apr 18,Vishal Chocolate,,16 Apr 18,,4130,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,630,,
40210083,16 Apr 18,M. M. Shah and Co.,,16 Apr 18,,1064,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,114,,
40210084,16 Apr 18,Top Time,,16 Apr 18,,7950.26,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,1212.76,,
40210085,16 Apr 18,Crockery Centre,,16 Apr 18,,3487.36,Net-30,Indian Rupee,1,Open,No,18515-Fwd: Requirements for Applied N/Office,495.36,,
40210086,16 Apr 18,Deluxe Electrical Corporation,,16 Apr 18,,13900.4,Net-30,Indian Rupee,1,Closed,No,18583-Request for quote,2120.4,,
40210088,17 Apr 18,Paras Enterprise,,17 Apr 18,,3563.6,Net-30,Indian Rupee,1,Closed,No,19401-RFQ : IC1000321,543.6,,
40210089,17 Apr 18,Advance Tech Services Pvt. Ltd.,,17 Apr 18,,21299,Net-30,Indian Rupee,1,Closed,No,18583-Request for quote,3249,,
40210090,17 Apr 18,Shree Krishna Signs,,17 Apr 18,,58565.76,Net-30,Indian Rupee,1,Closed,No,18856-Magnatic White Board & folder,8933.76,,
40210091,17 Apr 18,Wonder Ladders,,17 Apr 18,,19824,Net-30,Indian Rupee,1,Closed,No,19405-Fwd: RE: Requirement of Ladder,3024,,
40210093,17 Apr 18,Valisons and Co.,,17 Apr 18,,6909.08,Net-30,Indian Rupee,1,Closed,No,19198-Quotation,1053.92,,
40210094,17 Apr 18,Chandra Electricals,,17 Apr 18,,1606.27,Net-30,Indian Rupee,1,Closed,No,19253-RFQ for Grease Gun required at Taloja.,245.02,,
40210095,17 Apr 18,RS Components and Controls India Ltd.,,18 Apr 18,,7080,Cheque on delivery,Indian Rupee,1,Closed,No,19346-Fwd: Quotation required for LIMIT SWITCHMAKE - HONEYWELLMODAL - BZ2RDSA2,1080,,
40210096,17 Apr 18,Healthfirst MediCorp,,17 Apr 18,,8555,Net-30,Indian Rupee,1,Closed,No,19359-Fwd: RFQ for the Heart Start defibrillator MR#RV1/BO/1718/00473,1305,,
40210097,18 Apr 18,A2Z Filtration Specialities Pvt. Ltd.,,18 Apr 18,,22323,Net-30,Indian Rupee,1,Closed,No,18670-Dust procurement.,1063,,
40210099,18 Apr 18,Vijay Engineering and Machinery Co.,,18 Apr 18,,90720,25% Against P.O. & 75% Against Proforma Invoice Prior to Dispatch,Indian Rupee,1,Closed,No,18089-Fwd: FW: [EXT] Re: Catalog for SP pumps,9720,,
40210100,18 Apr 18,MEL Systems and Services Ltd.,,18 Apr 18,,66670,Net-30,Indian Rupee,1,Open,No,19345-Requirement for Accelerometer & Thermocouple,10170,,
40210101,18 Apr 18,Survival Systems Ltd. Canada,,18 Apr 18,,217061.96,Net-30,US Dollar,67.85,Open,No,19232-Fwd: Reminder 1: IMP & Urgent : Need additional spares for Fire pan,36483.93,,
40210102,19 Apr 18,Economy Engineering Corporation,,19 Apr 18,,8546,Net-30,Indian Rupee,1,Closed,No,19361-New Request 2660 submitted,1846,,
40210103,19 Apr 18,TIF Labs Pvt. Ltd.,,19 Apr 18,,450,Net-30,Indian Rupee,1,Closed,No,18848-Req. Regulator,68.64,,
40210104,19 Apr 18,Kailash Electricals,,19 Apr 18,,14900,Net-30,Indian Rupee,1,Closed,No,19374-quote for servicing of Pump,0,,
40210105,20 Apr 18,Quesst International,,20 Apr 18,,398056.48,Net-30,Indian Rupee,1,Closed,Yes,19490-New Request 2718 submitted / Third party buy,60720.48,,
40210106,20 Apr 18,Vilking Electrics & Electronics,,20 Apr 18,,7469.4,Net-30,Indian Rupee,1,Closed,No,19289-Fire hose reel with 6.5 mm nozzle,1139.4,,
40210107,20 Apr 18,Vishal Enterprises,,20 Apr 18,,2124,Net-30,Indian Rupee,1,Closed,No,19434-Fwd: Cable crossing guard.,324,,
40210108,20 Apr 18,Elite Electricals and Equipment,,20 Apr 18,,8319,Net-30,Indian Rupee,1,Closed,No,19524-Fwd: P.O for Temp Indicator,1269,,
40210109,20 Apr 18,Rajdeep Industrial Products Pvt. Ltd.,,20 Apr 18,,56286,Net-30,Indian Rupee,1,Closed,No,19193-Offer For Thermography & vibration Analysis,8586,,
40210110,20 Apr 18,Shakti Inc,,20 Apr 18,,15576,Net-30,Indian Rupee,1,Closed,No,18884 - Open PO,2376,,
40210112,20 Apr 18,Rotork Controls India Pvt. Ltd.,,20 Apr 18,,274560.42,Net-30,Indian Rupee,1,Closed,Yes,19247-Quotation required for Rotork RIRO cards,41882.1,,
40210113,20 Apr 18,Parashwanath Plastic,,20 Apr 18,,3852.09,Net-30,Indian Rupee,1,Closed,No,18589-Quote for below items for CTIPL Pithampur SEZ Plant PR 67092,587.61,,
40210114,21 Apr 18,Hilti India Pvt. Ltd.,,21 Apr 18,,43441.3,Net-30,Indian Rupee,1,Closed,No,19444-Quotation needed for Hilti foam,9502.78,,
40210115,21 Apr 18,Omnipotent Marketing Pvt. Ltd.,,21 Apr 18,,18266.4,Net-30,Indian Rupee,1,Open,No,19545-Dog repellent requirement,2786.4,,
40210116,23 Apr 18,Sumit Lab Solutions,,23 Apr 18,,49412.5,Net-30,Indian Rupee,1,Open,No,19347-Glassware order,7537.5,,
40210117,23 Apr 18,Shree Krishna Switchgear,,23 Apr 18,,106.2,Net-30,Indian Rupee,1,Closed,No,19510-Purchase Inquiry for MCB switch PVC cover and distribution box,16.2,,
40210118,23 Apr 18,Manibhadra Electricals Pvt. Ltd.,,23 Apr 18,,12208.28,Net-30,Indian Rupee,1,Closed,No,19510-Purchase Inquiry for MCB switch PVC cover and distribution box,1862.28,,
40210119,23 Apr 18,Al Technologies,,23 Apr 18,,1367517.34,Net-30,Indian Rupee,1,Closed,No,19595-Universal Cling Vesa-Wall Moun,208604.34,,
