inquiry_number,order_number,created_at,quote_type,After Change Status,Before Change Status,
29339,,28 Nov 18,ong,New Inquiry,Order Lost,FALSE
29241,,26 Nov 18,bmro,Quotation Sent,Regret,FALSE
29039,,19 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
29009,,16 Nov 18,bmro,Expected Order,Order Lost,FALSE
28997,,16 Nov 18,bmro,Expected Order,Regret,FALSE
28978,,16 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28937,,15 Nov 18,bmro,Quotation Sent,Regret,FALSE
28929,,15 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28886,,13 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28820,,12 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28760,,5 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28737,,3 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28715,10211484,2 Nov 18,bmro,Order Won,Regret,FALSE
28708,,2 Nov 18,bmro,Quotation Sent,Regret,FALSE
28700,,2 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28692,,1 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28685,,1 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28663,,1 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28662,,1 Nov 18,bmro,Quotation Sent,Order Lost,FALSE
28602,,30 Oct 18,bmro,Regret,Order Lost,FALSE
28566,,30 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28429,,24 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28417,,24 Oct 18,bmro,Expected Order,Order Lost,FALSE
28329,,22 Oct 18,bmro,Expected Order,Regret,FALSE
28326,,22 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28317,,22 Oct 18,bmro,Expected Order,Regret,FALSE
28271,,19 Oct 18,bmro,Expected Order,Regret,FALSE
28265,,19 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28205,,16 Oct 18,bmro,Order Lost,Regret,FALSE
28150,,15 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28156,,15 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28173,,15 Oct 18,bmro,Quotation Sent,Regret,FALSE
28130,,13 Oct 18,bmro,Quotation Sent,Regret,FALSE
28081,,12 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28100,,12 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28069,,11 Oct 18,bmro,Quotation Sent,Regret,FALSE
28038,,11 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28032,,11 Oct 18,bmro,Expected Order,Order Lost,FALSE
28065,,11 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27982,,10 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28010,,10 Oct 18,bmro,Quotation Sent,Regret,FALSE
27989,,10 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
28018,,10 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27950,,9 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27955,,9 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27970,,9 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27957,,9 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27905,,8 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27903,,8 Oct 18,bmro,Quotation Sent,Regret,FALSE
27916,,8 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27915,,8 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27939,,8 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27870,,6 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27871,,6 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27840,,5 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27839,,5 Oct 18,bmro,Expected Order,Order Lost,FALSE
27808,,4 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27809,,4 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27812,,4 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27811,,4 Oct 18,bmro,Quotation Sent,Regret,FALSE
27745,,3 Oct 18,bmro,Quotation Sent,Regret,FALSE
27748,,3 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27712,,1 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27719,,1 Oct 18,bmro,Quotation Sent,Order Lost,FALSE
27690,,29 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27695,,29 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27662,,28 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27650,,28 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27653,,28 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27674,,28 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27620,,27 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27641,,27 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27629,,27 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27583,,26 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27586,,26 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27578,,26 Sep 18,bmro,Quotation Sent,Regret,FALSE
27569,,26 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27574,,26 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27590,,26 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27554,,25 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27537,,25 Sep 18,bmro,Quotation Sent,Regret,FALSE
27532,,25 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27527,,24 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27523,,24 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27521,,24 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27490,,24 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27479,,22 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27458,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27447,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27471,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27463,,21 Sep 18,bmro,Quotation Sent,Regret,FALSE
27466,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27440,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27445,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27453,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27455,,21 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27410,,20 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27414,,20 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27421,,20 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27424,,20 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27366,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27361,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27365,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27390,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27384,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27378,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27391,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27386,,19 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27316,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27320,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27326,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27315,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27338,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27341,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27336,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27344,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27349,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27340,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27343,,18 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27267,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27270,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27291,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27263,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27282,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27285,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27280,,17 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27225,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27251,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27226,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27255,,14 Sep 18,bmro,Quotation Sent,Regret,FALSE
27222,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27247,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27231,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27219,,14 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27183,,12 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27191,,12 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27198,,12 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27209,,12 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27210,,12 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27186,,12 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27177,,11 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27147,,11 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27157,,11 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27154,,11 Sep 18,bmro,Quotation Sent,Regret,FALSE
27152,,11 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27143,,11 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27174,,11 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27137,,10 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27116,,10 Sep 18,bmro,Quotation Sent,Regret,FALSE
27124,,10 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27127,,10 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27104,,8 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27105,,8 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27108,,8 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27112,,8 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27094,,7 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27074,,7 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27088,,7 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27087,,7 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27023,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27043,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27015,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27025,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27014,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27027,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27018,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27036,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27037,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27040,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27051,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27056,,6 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26967,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26968,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27003,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26983,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26969,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26992,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27001,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26971,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26972,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26974,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26979,,5 Sep 18,bmro,Quotation Sent,Regret,FALSE
26990,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
27002,,5 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26937,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26943,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26948,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26916,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26934,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26935,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26942,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26946,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26950,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26932,,4 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26903,,3 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26886,,3 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26893,,3 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26911,,3 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26912,,3 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26872,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26863,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26877,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26867,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26865,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26866,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26869,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26874,,1 Sep 18,bmro,Quotation Sent,Order Lost,FALSE
26822,,31 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26836,,31 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26809,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26794,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26788,,30 Aug 18,bmro,Order Lost,Regret,FALSE
26781,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26767,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26765,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26768,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26798,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26769,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26762,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26784,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26786,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26787,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26790,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26801,,30 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26749,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26732,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26736,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26735,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26741,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26742,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26754,,29 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26703,,28 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26701,,28 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26704,,28 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26705,,28 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26719,,28 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26671,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26666,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26659,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26675,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26687,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26665,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26670,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26674,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26679,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26680,,27 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26656,,25 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26627,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26626,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26642,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26623,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26646,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26647,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26648,,24 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26597,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26609,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26584,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26592,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26595,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26596,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26607,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26616,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26580,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26588,,23 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26558,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26563,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26540,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26543,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26547,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26556,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26532,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26536,,22 Aug 18,bmro,Quotation Sent,Regret,FALSE
26550,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26553,,22 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26493,,21 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26497,,21 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26513,,21 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26517,,21 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26505,,21 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26454,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26459,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26458,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26452,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26441,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26466,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26468,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26462,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26456,,20 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26417,,18 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26421,,18 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26419,,18 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26426,,18 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26429,,18 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26379,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26408,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26397,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26406,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26410,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26383,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26393,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26414,,17 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26350,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26334,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26358,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26343,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26340,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26371,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26365,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26364,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26336,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26353,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26355,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26344,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26338,,16 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26304,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26313,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26300,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26303,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26307,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26312,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26317,,14 Aug 18,bmro,Quotation Sent,Regret,FALSE
26320,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26305,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26321,,14 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26279,,13 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26296,,13 Aug 18,bmro,Expected Order,Order Lost,FALSE
26275,,13 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26277,,13 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26286,,13 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26290,,13 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26295,,13 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26258,,11 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26259,,11 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26264,,11 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26230,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26222,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26225,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26233,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26235,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26236,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26240,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26241,,10 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26243,,10 Aug 18,bmro,Quotation Sent,Regret,FALSE
26210,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26191,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26184,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26186,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26182,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26203,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26216,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26195,,9 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26150,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26168,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26140,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26144,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26165,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26176,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26170,,8 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26100,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26098,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26118,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26101,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26102,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26114,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26124,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26116,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26097,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26127,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26133,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26096,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26130,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26136,,7 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26087,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26035,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26050,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26054,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26032,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26075,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26046,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26078,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26049,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26069,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26038,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26063,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26073,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26083,,6 Aug 18,bmro,Quotation Sent,Regret,FALSE
26061,,6 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25986,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26010,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26000,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26024,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26028,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26029,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25996,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
26001,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25992,,2 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25968,,1 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25963,,1 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25980,,1 Aug 18,bmro,Quotation Sent,Order Lost,FALSE
25964,,1 Aug 18,bmro,Quotation Sent,Regret,FALSE
25931,,31 Jul 18,bmro,Quotation Sent,Order Lost,FALSE
