inquiry_no,alias,order_number,report_total,mis_date
27780,Piramal,11410035,10165.8,30-Oct-2018
27781,Piramal,11410031,168669.6,16-Oct-2018
27783,GHCL,10610426,36025,4-Oct-2018
27790,Henkel,10211038,94500,4-Oct-2018
27792,AMAT,10211172,6559.14,25-Oct-2018
27794,Henkel,10211072,8500,8-Oct-2018
27799,ZF India,10211040,34200,4-Oct-2018
27800,Midland Credit,10910130,321300,13-Oct-2018
27802,Kirloskar,10211204,8697.48,31-Oct-2018
27806,GE Power Systems,10610431,39375,5-Oct-2018
27807,GE,10610435,56110.88,6-Oct-2018
27810,Piramal,11210082,18600,2-Nov-2018
27825,Max MRO,10211077,4580,9-Oct-2018
27826,Henkel,10211075,220660,6-Oct-2018
27832,Inarco,10610440,4608,8-Oct-2018
27834,Inarco,10610460,6891.96,15-Oct-2018
27835,Henkel,10211054,38512,5-Oct-2018
27836,Henkel,10211053,40652.17,5-Oct-2018
27837,GE Power Systems,10610429,19200,5-Oct-2018
27841,Huntsman,10211174,51280,23-Oct-2018
27853,GE Power Systems,10610433,45450,6-Oct-2018
27860,GE,10211117,111625,15-Oct-2018
27869,RIL,10211163,80446.02,24-Oct-2018
27872,Stanley Engineered,10211196,94975,30-Oct-2018
27874,Nivea India,10610434,24429.62,6-Oct-2018
27878,ABB India,10610437,214.88,8-Oct-2018
27881,Piramal,11210074,2581.05,16-Oct-2018
27884,Piramal,11210080,88415.77,30-Oct-2018
27896,GE Power Systems,10610438,22383,8-Oct-2018
27902,Henkel,10211216,79676.25,1-Nov-2018
27907,ARB Buildcon,10610458,1937000,13-Oct-2018
27910,Covestro,10910128,14150,9-Oct-2018
27912,Cummins,10211141,128492.58,20-Oct-2018
27917,Piramal,11410036,133924,30-Oct-2018
27917,Piramal,11410037,133924,30-Oct-2018
27919,ZF India,10211090,27970.16,10-Oct-2018
27922,ABB India,10610441,1270,8-Oct-2018
27923,Cummins - Recon India,10211150,69826.59,22-Oct-2018
27924,Graziano,10910127,56050,8-Oct-2018
27925,Hyosung,10211133,92400,17-Oct-2018
27929,Cummins,10211267,11460,13-Nov-2018
27932,Huntsman,10211187,7737,29-Oct-2018
27934,Delhivery,10910138,178000,23-Oct-2018
27938,GE,10610473,12000,22-Oct-2018
27946,GlaxoSmithKline,10910137,2736,23-Oct-2018
27946,GlaxoSmithKline,10910139,2736,23-Oct-2018
27949,Piramal,11410030,15300,9-Oct-2018
27959,AMAT,10211084,12489.45,9-Oct-2018
27960,Henkel,10211135,107698,17-Oct-2018
27962,Godrej,10211096,7070,11-Oct-2018
27965,Godrej,10211082,24825,9-Oct-2018
27967,GE,10211095,277335.36,11-Oct-2018
27969,Covestro,10910145,16421,25-Oct-2018
27979,GE,10211099,267234.24,11-Oct-2018
27986,IR,10610467,6612.5,17-Oct-2018
27990,ABB India,10610449,2030,10-Oct-2018
27991,SSI,10211136,5684.24,17-Oct-2018
27992,SSI,10211106,98952,13-Oct-2018
27994,SSI,10211121,5473.68,16-Oct-2018
27995,Piramal,11210071,5850,10-Oct-2018
27996,ABB India,10610445,2651,10-Oct-2018
27997,ABB India,10610446,2535,10-Oct-2018
27999,SSI,10211123,340430,16-Oct-2018
28003,Piramal,11210072,2600,10-Oct-2018
28005,Hyosung,10211094,3000,10-Oct-2018
28007,GE Power Systems,10610447,3600,10-Oct-2018
28008,ABB India,10610448,2825.55,10-Oct-2018
28009,AMAT,10211104,110620.96,12-Oct-2018
28011,Midland Credit,10910129,37686.7,11-Oct-2018
28012,Henkel,10211157,539886.6,24-Oct-2018
28017,GIA India Lab.,10211241,4435.98,3-Nov-2018
28026,ZF India,10211122,1577.8,16-Oct-2018
28027,Cargill,10211222,239838,1-Nov-2018
28039,Piramal,11210075,47150,16-Oct-2018
28041,ABB India,10610451,54500,11-Oct-2018
28043,Henkel,10211118,258532.8,16-Oct-2018
28044,Henkel,10211131,34889,17-Oct-2018
28047,Demosha Chemicals,10211126,9546,16-Oct-2018
28053,Henkel,10211148,215957.46,23-Oct-2018
28056,Henkel,10211227,18723.4,2-Nov-2018
28058,Henkel,10211098,244985,11-Oct-2018
28060,Henkel,10211100,184000,11-Oct-2018
28061,Henkel,10211161,5260,24-Oct-2018
28064,APM Terminals,10211176,13243,24-Oct-2018
28066,GE Power Systems,10610452,816148,12-Oct-2018
28070,Henkel,10211147,242553.2,23-Oct-2018
28079,ZF India,10211120,3320.62,16-Oct-2018
28083,AMAT,10211130,16631.58,17-Oct-2018
28085,Inarco,10610455,1329,12-Oct-2018
28096,Troikaa Pharma,10610454,3800,12-Oct-2018
28097,Godrej,10211110,98010,15-Oct-2018
28104,AMAT,10211138,11144.57,17-Oct-2018
28107,Henkel,10211146,15324.5,23-Oct-2018
28127,Henkel,10211107,167420,13-Oct-2018
28136,Piramal,11410033,101117.7,25-Oct-2018
28139,ABB India,10610461,4620,16-Oct-2018
28140,Cummins,10211127,374230.01,16-Oct-2018
28141,Cummins,10211116,46491.5,15-Oct-2018
28146,Henkel,10211132,33445,17-Oct-2018
28151,Henkel,10211213,288478.76,1-Nov-2018
28163,Cummins,10211185,121832.56,26-Oct-2018
28164,AMAT,10211169,5876.34,25-Oct-2018
28177,Husco,10211128,18053,16-Oct-2018
28178,Covestro,10910134,6000,16-Oct-2018
28181,Delhivery,10910133,516000,15-Oct-2018
28204,IR,10610462,24965,16-Oct-2018
28208,Inarco,10610468,8016.6,19-Oct-2018
28211,AMAT,10211137,364086.02,17-Oct-2018
28212,Piramal,11410034,85870.2,24-Oct-2018
28213,Graziano,10910141,389268,24-Oct-2018
28218,Piramal,11210073,1064.8,16-Oct-2018
28224,ABB India,10610464,109000,17-Oct-2018
28229,IR,10610466,31451.7,17-Oct-2018
28230,GE Power Systems,10610465,10242,17-Oct-2018
28232,Godrej,10211156,23300,24-Oct-2018
28235,AMAT,10211142,23496.8,19-Oct-2018
28239,KBS Creations,10211197,49793.85,30-Oct-2018
28242,Trident Computer,10211134,244215,17-Oct-2018
28246,Graziano,10910136,199750,23-Oct-2018
28250,IR,10610474,1274.64,19-Oct-2018
28253,Henkel,10211180,24985.08,26-Oct-2018
28277,Cargill,10211184,25000,29-Oct-2018
28281,Henkel,10211168,20000,25-Oct-2018
28288,Cummins,10211223,30340.91,1-Nov-2018
28291,AMAT,10211244,64517,5-Nov-2018
28296,Cummins,10211158,137668.62,24-Oct-2018
28297,GE Power Systems,10610469,2400,20-Oct-2018
28301,Godrej,10211151,7200,23-Oct-2018
28302,IR,10610485,9000,25-Oct-2018
28308,Graziano,10910142,2341440,25-Oct-2018
28309,IR,10610472,9919,22-Oct-2018
28312,Huntsman,10211175,165362.4,26-Oct-2018
28324,IR,10610471,4294,22-Oct-2018
28340,Henkel,10211195,326422.06,29-Oct-2018
28342,Sparsh Welfare Trust,10910143,129600,25-Oct-2018
28344,Covestro,10211208,6600,31-Oct-2018
28350,ABB India,10610483,8783.12,25-Oct-2018
28352,GE,10211155,7800,23-Oct-2018
28355,ARB Buildcon,10610497,894000,31-Oct-2018
28356,IR,10610493,19390,30-Oct-2018
28362,AMAT,10211194,7326.89,29-Oct-2018
28363,IR,10610475,19383.65,23-Oct-2018
28369,Cummins,10211183,3250,29-Oct-2018
28372,GE Power Systems,10610480,10070,25-Oct-2018
28377,GE Power Systems,10610476,20750,25-Oct-2018
28377,GE Power Systems,10610513,31540,3-Nov-2018
28381,Delhivery,10910140,178000,23-Oct-2018
28387,Piramal,10211164,21500,24-Oct-2018
28391,Henkel,10211167,20400,25-Oct-2018
28393,Vako Seals,10211214,36180,1-Nov-2018
28396,Henkel,10211268,99117.5,13-Nov-2018
28403,Inarco,10610481,12120.96,25-Oct-2018
28409,Piramal,11210077,1552.98,26-Oct-2018
28414,Piramal,11210076,8671.06,25-Oct-2018
28421,Henkel,10211251,19782.63,6-Nov-2018
28421,Henkel,10211253,19782.63,6-Nov-2018
28427,Piramal,10211166,4950,24-Oct-2018
28428,Piramal,10211192,1505,30-Oct-2018
28434,IR,10610479,3400,25-Oct-2018
28443,AMAT,10211162,1500,25-Oct-2018
28447,KazStroy,10211275,11370450,25-Oct-2018
28448,Inarco,10610482,10878,26-Oct-2018
28455,Henkel,10211198,466,30-Oct-2018
28458,Henkel,10910144,5263.16,25-Oct-2018
28459,Cargill,10211229,16814,2-Nov-2018
28464,GHCL,10610478,4215.4,25-Oct-2018
28468,IR,10610477,3400,25-Oct-2018
28477,IR,10610484,8484,26-Oct-2018
28479,Piramal,11210079,51888,30-Oct-2018
28496,Henkel,10211256,11755.32,12-Nov-2018
28506,JSE,10211190,950729.25,31-Aug-2018
28507,Piramal,10211186,27405,26-Oct-2018
28511,Covestro,10910151,6150,26-Oct-2018
28512,Covestro,10910148,10600,26-Oct-2018
28516,IR,10610486,17820,29-Oct-2018
28517,IR,10610487,24725,29-Oct-2018
28522,Inarco,10610488,1995,29-Oct-2018
28532,Flextronics,10211236,24800,5-Nov-2018
28534,Flextronics,10211219,677680,1-Nov-2018
28535,Taj Hotel,10910160,4040,14-Nov-2018
28540,GE Power Systems,10610490,21787.5,29-Oct-2018
28552,Piramal,10211193,5150,29-Oct-2018
28554,SSI,10910150,56867.52,29-Oct-2018
28559,Flextronics,10211220,413388,1-Nov-2018
28565,GlaxoSmithKline,10910152,27500,30-Oct-2018
28572,Piramal,11410038,6726,13-Nov-2018
28578,Piramal,11410039,56975,13-Nov-2018
28579,Flextronics,10211200,232200,30-Oct-2018
28588,GE,10610494,509337,30-Oct-2018
28591,Henkel,10211272,48800,14-Nov-2018
28594,GE Power Systems,10610492,211375,30-Oct-2018
28597,Henkel,10211211,8500,1-Nov-2018
28601,GE,10211248,211989.3,5-Nov-2018
28603,GE,10610495,266495,30-Oct-2018
28604,IR,10610500,39747.61,31-Oct-2018
28605,GE,10610496,583000,30-Oct-2018
28613,Piramal,11210081,10400.3,31-Oct-2018
28614,Inarco,10610511,5391.3,3-Nov-2018
28618,GE,10610510,20627.92,3-Nov-2018
28624,Cummins,10211203,17679.04,31-Oct-2018
28626,IR,10610504,22080,1-Nov-2018
28628,Henkel,10211264,117262.5,1-Nov-2018
28629,Henkel,10211224,40000,2-Nov-2018
28629,Henkel,10211261,40000,13-Nov-2018
28631,The Lalit,10211215,6941.3,1-Nov-2018
28635,VVF India,10211205,3408.89,31-Oct-2018
28636,AMAT,10211249,11000,5-Nov-2018
28641,Henkel,10211231,56491,2-Nov-2018
28642,GE Power Systems,10610499,9192,31-Oct-2018
28647,GE Power Systems,10610507,23272,1-Nov-2018
28661,Maschio,10211212,104820,1-Nov-2018
28668,Beckman Coulter,10211225,76693.5,2-Nov-2018
28671,AMAT,10211243,114579.79,5-Nov-2018
28672,GE Power Systems,10610506,6000,1-Nov-2018
28674,Hyosung,10211218,4800,1-Nov-2018
28677,Henkel,10211217,94440,1-Nov-2018
28679,Henkel,10211265,66842,1-Nov-2018
28690,Covestro,10910154,23100,2-Nov-2018
28694,Henkel,10211228,180921.05,2-Nov-2018
28698,GE Power Systems,10610505,26375,2-Nov-2018
28702,Godrej,10211233,70000,2-Nov-2018
28711,GE Power Systems,10610512,517978,3-Nov-2018
28713,IR,10610508,21496.15,2-Nov-2018
28716,JSE,10211258,1299973.57,12-Nov-2018
28717,Flextronics,10211237,24000,6-Nov-2018
28718,Reliance,10211263,17176.44,13-Nov-2018
28722,GIA India Lab.,10211242,2957.32,3-Nov-2018
28724,Bharti Airtel,10910159,2400,14-Nov-2018
28731,GE Power Systems,10610514,8000,5-Nov-2018
28742,Jai Bhavani,10211266,12000,12-Nov-2018
28746,Henkel,10211245,94500,5-Nov-2018
28747,Godrej,10211238,26000,5-Nov-2018
28749,GE,10610515,1305.6,12-Nov-2018
28765,Cummins,10211240,118600,5-Nov-2018
28787,GlaxoSmithKline,10910157,102600,12-Nov-2018
28788,Flextronics,10211250,86000,12-Nov-2018
28795,Flextronics,10211252,215000,12-Nov-2018
28799,GHCL,10610517,7830,13-Nov-2018
28800,AMAT,10211257,38700,12-Nov-2018
28801,Piramal,10211273,4341.45,14-Nov-2018
28803,Flextronics,10211247,8800,12-Nov-2018
28807,Graziano,10910158,419040,12-Nov-2018
28843,Henkel,10211270,18000,13-Nov-2018
28845,GE Power Systems,10610516,324000,13-Nov-2018
28871,ABB India,10610518,11200,13-Nov-2018
28876,Central Gas,10211269,11435.29,13-Nov-2018
28892,Piramal,11210083,45050,14-Nov-2018
28902,Flextronics,10211271,193500,14-Nov-2018
28919,BITUFLEX,10211274,1068779.4,15-Oct-2018
AMAZON_1,Amazon Online Sales,AMAZON_1,91481.85,31-May-2018
Bitu1,BITUFLEX,Bitu1,5000000,30-Sep-2018
CUMM1,Cummins,CUMM1,5800000,1-Oct-2018
GA1,Galiakotwala,GA1,20000000,31-Aug-2018
JSE1,JSE,JSE1,14049270.75,31-Aug-2018
JSE2,JSE,JSE2,5000000,30-Sep-2018
O-0003,FlipKart,Order3,3150.84,30-Apr-2018
O-0004,FlipKart,Order4,19670.53,30-Apr-2018
O-0005,FlipKart,Order5,1677.96,31-May-2018
O-0006,FlipKart,Order6,20705.79,31-May-2018
TATA1,Tata Project,TATA1,45000000,30-Sep-2018
WTE-1,IEC-TSL,WTE-1,23000000,1-Apr-2018
WTE-10,IEC-TSL,WTE-11,-5690476,30-Jul-2018
WTE-11,IEC-TSL,WTE-11,21904762,30-Jul-2018
WTE-12,IEC-TSL,WTE-12,21904762,30-Jul-2018
WTE-13,IEC-TSL,WTE-13,21904762,30-Jul-2018
WTE-14,IEC-TSL,WTE-14,43809524,31-Aug-2018
WTE-14,IEC-TSL,WTE-14,6190476,1-Oct-2018
WTE-15,IEC-TSL,WTE-15,8571429,1-Oct-2018
WTE-16,IEC-TSL,WTE-16,21904762,1-Oct-2018
WTE-17,IEC-TSL,WTE-17,21904762,1-Oct-2018
WTE-18,IEC-TSL,WTE-18,952381,1-Oct-2018
WTE-19,IEC-TSL,WTE-19,12380952,1-Nov-2018
WTE-2,IEC-TSL,WTE-2,4000000,1-Apr-2018
WTE-3,IEC-TSL,WTE-3,46000000,1-May-2018
WTE-4,IEC-TSL,WTE-4,6500000,1-May-2018
WTE-5,IEC-TSL,WTE-5,3500000,1-May-2018
WTE-6,IEC-TSL,WTE-6,3500000,1-Jun-2018
WTE-7,IEC-TSL,WTE-7,23000000,1-Jun-2018
WTE-8,IEC-TSL,WTE-8,6000000,1-Jun-2018
WTE-9,IEC-TSL,WTE-9,4000000,1-Jun-2018
