#,Date,Customer,Remarks,Due Date,Branch,Document Status,Document Total (FC),Document Total (SC),Document Status,Canceled,Total Discount,Total Discount (FC),Total Discount (SC),Ship To,Bill to,Applied WTax,Document Total,Tax Amount (SC),Project,Inside Sales Owner,
10210625,25 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1587.,20 Jul 18,Maharashtra,,0,"20,845.88",Closed,No,0,0,0,APuzhal AIIMS - Rishikesh  Bairrage Road Rishikesh 249202 Uttarakhand,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,20845.88,3179.88,21191,Puja Pawar,
10210624,25 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1347.,30 Jul 18,Maharashtra,,0,"1,73,894.74",Closed,No,0,0,0,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,0,173894.74,26526.32,25422,Rajani Kyatham,
10210623,25 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1583.,24 Jul 18,Maharashtra,,0,"1,43,665.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,143665.00,21915,25211,Dipali Ghanvat,
10210622,25 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1577.,26 Jul 18,Maharashtra,,0,"57,969.27",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,57969.27,8842.77,25767,Dipali Ghanvat,
10210621,25 Jul 18,ZF India Pvt. Ltd.,Based On Sales Quotations 1358.,24 Aug 18,Maharashtra,,0,"46,073.78",Closed,No,0,0,0,B-38 MIDC Chakan Industrial Area Phase II Vasuli Tal Khed Pune 410501 Maharashtra,B-38 MIDC Chakan Industrial Area Phase II Vasuli Tal Khed Pune 410501 Maharashtra,0,46073.78,7028.2,20683,Aditya Andankar,
10210620,25 Jul 18,BEL Optronic Devices Ltd.,Based On Sales Quotations 1391.,6 Aug 18,Maharashtra,,0,"34,595.48",Closed,No,0,0,0,El-30 'J' Block Bhosari Industrial Area Pune 411026 Maharashtra,El-30 'J' Block Bhosari Industrial Area Pune 411026 Maharashtra,0,34595.48,5277.28,25380,Sajida Sayyed,
10210619,24 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1495.,27 Aug 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"1,10,651.23",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,110651.23,16879,25642,Swati Bhosale,
10210618,25 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1571.,31 Jul 18,Maharashtra,,0,"9,346.83",Open,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,9346.83,1425.78,25704,Rajani Kyatham,
10210617,24 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1182.,22 Jul 18,Maharashtra,,0,"37,709.33",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,37709.33,5275.58,21215,Supriya Govalkar,
10210616,24 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1564.,27 Jul 18,Maharashtra,,0,"43,473.69",Closed,No,0,0,0,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,10th & 11th FloorKesar Solitaire Plot # 5Sector 19 Sanpada Navi Mumbai 400705 Maharashtra,0,43473.69,6631.58,25432,Rajani Kyatham,
10210615,24 Jul 18,Parveen Industries Pvt. Ltd.,Based On Sales Quotations 1320.,28 Jul 18,Maharashtra,,0,"1,16,360.00",Closed,No,0,0,0,R-55 T.T.C. MIDC Industries Area Rabale. Navi Mumbai 400701 Maharashtra,R-55 T.T.C. MIDC Industries Area Rabale. Navi Mumbai 400701 Maharashtra,0,116360.00,17610,25216,Rajani Kyatham,
10210614,24 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1349.,31 Jul 18,Maharashtra,,0,"2,09,673.54",Closed,No,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,209673.54,42603.36,25388,Rajani Kyatham,
10210613,24 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1455.,26 Jul 18,Maharashtra,,0,"94,171.87",Closed,No,0,0,0,Paramount Charity Trust Paramount Complex Gotri Road Race Course Baroda 390007 Gujarat,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,94171.87,14365.2,25529,Puja Pawar,
10210612,24 Jul 18,Stanley Engineered Fastening India Pvt. Ltd.,Based On Sales Quotations 714.,31 Jul 18,Maharashtra,,0,"1,12,135.40",Closed,No,0,0,0,No. 55 Thandalam Village Sriperumbudur Chennai 602105 Tamil Nadu,No. 55 Thandalam Village Sriperumbudur Chennai 602105 Tamil Nadu,0,112135.40,17105.4,20841,Sandeep Pal,
10210611,23 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1493.,23 Aug 18,Maharashtra,,0,"1,77,202.12",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,177202.12,24542.55,25643,Swati Bhosale,
10210610,23 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1538.,26 Jul 18,Maharashtra,,0,"3,823.20",Closed,No,0,0,0,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,K-1 Additional MIDC Mahad District Raigad Navi Mumbai 402302 Maharashtra,0,3823.2,583.2,25706,Puja Pawar,
10210609,23 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1488.,30 Aug 18,Maharashtra,,0,"3,12,922.66",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,312922.66,47733.96,25561,Swati Bhosale,
10210608,23 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1522.,27 Aug 18,Maharashtra,,0,"1,78,475.00",Closed,No,0,0,0,Trading Unit Plant C-75 MIDC Industrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,Trading Unit Plant C-75 MIDC Industrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,0,178475.00,27225,25654,Aditya Andankar,
10210607,23 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1527.,31 Jul 18,Maharashtra,,0,"5,698.50",Closed,No,0,0,0,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,0,5698.5,373.5,25185,Sandeep Pal,
10210606,24 Jul 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 1548.,24 Jul 18,Maharashtra,,0,"6,60,800.00",Closed,No,0,0,0,Sai Dhara Shed H Sai Dhara Complex Kukse Village Mumbai Nasik High Way Thane 421302 Maharashtra,Next to Shangrila Resort Boroli (Kukse) VilageTal Bhiwandi Gala No. H10 to H16C Building No. H Sai Dhara Mumbai Nasik Highway (NH-3) Opp R K Petrol Pump Thane 421302 Maharashtra,0,660800.00,100800.00,25697,Dipali Ghanvat,
10210605,23 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1483.,20 Aug 18,Maharashtra,,0,"13,77,127.44",Open,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,1377127.44,210070.29,25560,Swati Bhosale,
10210604,23 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1518.,3 Aug 18,Maharashtra,,0,"10,687.50",Closed,Yes,0,0,0,AM CAS THA PLANNING PLANT Covestro Kolshet Road Thane 400607 Maharashtra,AM CAS THA PLANNING PLANT Covestro Kolshet Road Thane 400607 Maharashtra,0,10687.5,1612.5,21473,Sandeep Pal,
10210603,23 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1289.,3 Aug 18,Maharashtra,,0,"27,474.35",Closed,No,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,27474.35,4191,25090,Husna Khan,
10210602,23 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1518.,3 Aug 18,Maharashtra,,0,"10,295.50",Closed,Yes,0,0,0,AM CAS THA PLANNING PLANT Covestro Kolshet Road Thane 400607 Maharashtra,Bayer House Central Avenue Hiranandani Estate Ghodbunder Road Thane 400607 Maharashtra,0,10295.5,1570.5,21473,Sandeep Pal,
10210601,23 Jul 18,J S Equipments,Based On Sales Quotations 1519.,19 Jul 18,Maharashtra,,0,"19,83,554.57",Closed,No,0,0,0,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,G-11 Matru Mandir Next To I.T. Office Entrance 278 Tardeo Road Grant Road West Mumbai 400007 Maharashtra,0,1983554.57,302576.10,25360,Rajani Ong,
10210600,23 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1523.,23 Jul 18,Maharashtra,,0,"10,030.00",Closed,No,0,0,0,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,0,10030,1530,21275,Sandeep Pal,
10210599,23 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1524.,23 Jul 18,Maharashtra,,0,"95,922.69",Closed,Yes,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,95922.69,14632.27,20612,Neha Mundhe,
10210598,21 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1509.,23 Jul 18,Maharashtra,,0,"35,334.86",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,35334.86,5390.06,25550,Dipali Ghanvat,
10210597,21 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1520.,23 Jul 18,Maharashtra,,0,"1,96,328.05",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,196328.05,29948.35,25542,Dipali Ghanvat,
10210596,21 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1005.,10 Aug 18,Maharashtra,,0,"3,47,158.34",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,347158.34,52956.36,21350,Swati Bhosale,
10210595,20 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1433.,25 Jul 18,Maharashtra,,0,"1,13,093.12",Closed,No,0,0,0,The Director - JIPMER Department of BIO CHEMISTRY Dhanvantri Nagar Gorimedu 605008 Pondicherry,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,113093.12,24739.12,25525,Puja Pawar,
10210594,20 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1426.,3 Aug 18,Maharashtra,,0,"11,423.40",Closed,No,0,0,0,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,11423.4,1742.56,25504,Swati Bhosale,
10210593,20 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1500.,30 Jul 18,Maharashtra,,0,"6,558.34",Closed,No,0,0,0,Survey No 234 235 And 245Phase-1 Hinjewadi Pune 411057 Maharashtra,Survey No 234 235 And 245Phase-1 Hinjewadi Pune 411057 Maharashtra,0,6558.34,1000.42,25283,Husna Khan,
10210592,20 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1489.,19 Jul 19,Maharashtra,,0,"21,759.20",Closed,No,0,0,0,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,21759.2,3319.2,21354,Rajani Kyatham,
10210591,20 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1484.,2 Aug 18,Maharashtra,,0,"11,453.08",Closed,No,0,0,0,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,11453.08,1747.08,25347,Husna Khan,
10210590,20 Jul 18,BEL Optronic Devices Ltd.,Based On Sales Quotations 1325.,10 Aug 18,Maharashtra,,0,"43,660.02",Closed,No,0,0,0,El-30 'J' Block Bhosari Industrial Area Pune 411026 Maharashtra,El-30 'J' Block Bhosari Industrial Area Pune 411026 Maharashtra,0,43660.02,6660,25139,Pravin Shinde,
10210589,20 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1485.,2 Aug 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"7,536.28",Closed,No,0,0,0,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,D3/D4 MIDC Industrial AreaTal Purandar  Jejuri Pune 412303 Maharashtra,0,7536.28,1149.6,25628,Husna Khan,
10210588,20 Jul 18,Survival Systems India,Based On Sales Quotations 1410.,25 Jul 18,Maharashtra,,0,"24,162.62",Closed,Yes,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,24162.62,3685.82,25475,Sarika Tanawade,
10210587,20 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1292.,26 Jul 18,Maharashtra,,0,"10,266.00",Closed,No,0,0,0,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,10266,1566,25146,Sheeba Shaikh,
10210586,20 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1317.,27 Jul 18,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"6,814.50",Open,No,0,0,0,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,Plot no: 3501 to 3515 6301 to 6313 & 16 Mtr Road/B2 GIDC Industrial Estate Ankleshwar 393002 Gujarat,0,6814.5,1039.5,25361,Sandeep Pal,
10210585,20 Jul 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 1479.,3 Aug 18,Maharashtra,,0,"7,382.20",Closed,No,0,0,0,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,7382.2,1126.1,25526,Sarika Tanawade,
10210584,20 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1481.,23 Jul 18,Maharashtra,,0,"28,009.48",Closed,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,28009.48,4272.64,25580,Rajani Kyatham,
10210583,20 Jul 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),Based On Sales Quotations 1477.,25 Jul 18,Maharashtra,,0,"39,433.16",Open,No,0,0,0,Baramamkhari Matam MandalPowai C/O IL&FS Site Mota Khadaba Tehsil - Lalpur Jamnagar 361170 Gujarat,73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura Post Bangalore 560066 Karnataka,0,39433.16,6931.16,19825,Neha Mundhe,
10210582,19 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1457.,31 Jul 18,Maharashtra,,0,"4,24,800.00",Closed,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,424800.00,64800,25480,Aditya Andankar,
10210581,19 Jul 18,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 1456.,26 Jul 18,Maharashtra,,0,"15,520.00",Closed,No,0,0,0,Exploration Centre Indian Institute of Technology Bombay Powai Mumbai 400076 Maharashtra,Unit 5 3rd Floor Explorer Building International Technology Park Whitefield Road Bangalore 560066 Karnataka,0,15520,3395,25387,Supriya Govalkar,
10210580,19 Jul 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 1461.,31 Jul 18,Maharashtra,,0,"1,33,856.97",Closed,Yes,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,133856.97,20418.86,20975,Pravin Shinde,
10210579,18 Jul 18,GE Power India Ltd.,Based On Sales Quotations 1445.,26 Sep 18,Maharashtra,,0,"17,35,325.56",Closed,No,0,0,0,IHDP Building Plot No.7 Sector 127 Noida 201301 Uttar Pradesh,IHDP Building Plot No.7 Sector 127 Noida 201301 Uttar Pradesh,0,1735325.56,264710.68,25564,Swati Bhosale,
10210578,18 Jul 18,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),Based On Sales Quotations 205.,25 Jul 18,Maharashtra,,0,"39,753.36",Closed,Yes,0,0,0,Baramamkhari Matam MandalPowai C/O IL&FS Site Mota Khadaba Tehsil - Lalpur Jamnagar 361170 Gujarat,Road Land Mark : Near D Mart City: MalakapurTaluka Karad 73/1 Brigade Metropolis 7th Floor Sumit Tower-B Whitelfield Road Mahadevpura Post Bangalore 560066 Karnataka,0,39753.36,7251.36,19825,Neha Mundhe,
10210577,18 Jul 18,Maharashtra Seamless Ltd.,Based On Sales Quotations 1454.,25 Jul 18,Maharashtra,,0,"3,486.90",Closed,Yes,0,0,0,Pipe Nagar Nh-17 Bkg Road Village Sukeli Dist Raigad Navi Mumbai 402126 Maharashtra,Pipe Nagar Nh-17 Bkg Road Village Sukeli Dist Raigad Navi Mumbai 402126 Maharashtra,0,3486.9,531.9,25301,Sandeep Pal,
10210576,18 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1450.,25 Jul 18,Maharashtra,,0,"12,600.00",Closed,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,12600,600,25025,Aditya Andankar,
10210575,18 Jul 18,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 1446.,20 Jul 18,Maharashtra,,0,"6,832.78",Closed,No,0,0,0,APuzhal 158 Base Hospital Bagdogra Darjeeling 734014 West Bengal,Madhavaram Redhillshighroad VedaperambakkamPuzhal Ground Floor and First Floor of Building II Hisaria Ward House Survey No 218 1A1 219 1A1 219 1A1A Chennai 600060 Tamil Nadu,0,6832.78,1461.78,25254,Puja Pawar,
10210574,18 Jul 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 1423.,20 Jul 18,Maharashtra,,0,"33,105.02",Closed,No,0,0,0,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,IndiaTechnical Centre Division: Dahanukar Colony Kothrud Pune 411038 Maharashtra,0,33105.02,5049.92,21347,Sajida Sayyed,
10210573,18 Jul 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 1432.,27 Jul 18,Maharashtra,,0,"25,016.00",Closed,No,0,0,0,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,0,25016,3816,25535,Kartik Pai,
10210572,18 Jul 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 1437.,27 Jul 18,Maharashtra,,0,"35,470.80",Closed,No,0,0,0,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,0,35470.8,5410.8,25538,Kartik Pai,
10210571,18 Jul 18,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 1048.,27 Jul 18,Maharashtra,,0,"2,04,789.00",Closed,No,0,0,0,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,MHE Plant 16 LBS Marg Pirojshanagar Vikhroli Mumbai 400079 Maharashtra,0,204789.00,31239,21376,Kartik Pai,
10210570,18 Jul 18,Cummins India Ltd.,Based On Sales Quotations 1435.,28 Jul 18,Maharashtra,,0,"62,330.76",Closed,No,0,0,0,Phaltan CIL_EBU_085   Kothrud Pune 411038 Maharashtra,CIL_EBU_085   Kothrud Pune 411038 Maharashtra,0,62330.76,9508.06,25530,Poonam Mohite,
10210569,18 Jul 18,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 594.,20 Aug 18,Maharashtra,,0,"68,809.59",Closed,No,0,0,0,Plot No. M-5 Phase IISpecial Economic Zone Pithampur 454775 Madhya Pradesh,Plot No. M-5 Phase IISpecial Economic Zone Pithampur 454775 Madhya Pradesh,0,68809.59,0,20672,Sarika Tanawade,
10210568,18 Jul 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 940.,31 Jul 18,Maharashtra,,0,"24,941.04",Closed,No,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,24941.04,3804.56,21091,Husna Khan,
10210567,17 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1186.,18 Jul 18,Maharashtra,,0,"4,956.00",Closed,No,0,0,0,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,Plot No.1/1 Part 2 TTC Industrial Area Thane Belapur Road Koparkhairne Navi Mumbai 400710 Maharashtra,0,4956,756,21022,Neha Mundhe,
10210566,17 Jul 18,Mahanagar Gas Ltd.,Based On Sales Quotations 458.,5 Oct 17,Maharashtra,SAP Rejected (must fill remarks columns in SAP),0,"6,89,740.68",Closed,No,0,0,0,Citigate station Opp Anik Bus Depot  Near Everard Nagar Sion (East) Mumbai 400022 Maharashtra,Citigate station Opp Anik Bus Depot Near Everard Nagar Sion (East) Mumbai 400022 Maharashtra,0,689740.68,105214.68,7407,Rajani Ong,
10210565,17 Jul 18,Piramal Enterprises Ltd.,Based On Sales Quotations 1367.,16 Jul 18,Maharashtra,,0,"11,851.92",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,11851.92,1807.92,25325,Dipali Ghanvat,
10210564,17 Jul 18,BDI India Pvt. Ltd.,Based On Sales Quotations 998.,30 Jul 18,Maharashtra,,0,"1,35,999.34",Open,No,0,0,0,Shreeshyla Doddakallasandra Kanakapura Road Bangalore 560062 Karnataka,Shreeshyla Doddakallasandra Kanakapura Road Bangalore 560062 Karnataka,0,135999.34,27208.24,21315,Supriya Govalkar,
10210563,17 Jul 18,Survival Systems India,Based On Sales Quotations 1355.,23 Jul 18,Maharashtra,,0,"1,104.66",Open,No,0,0,0,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,Goregaon Sports Club Near Toyota Showroom Link Road Malad (West) Mumbai 400064 Maharashtra,0,1104.66,168.5,25403,Sarika Tanawade,
10210562,17 Jul 18,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 828.,1 Aug 18,Maharashtra,,0,"28,320.00",Closed,No,0,0,0,C-33 Nagapur MIDC Ahmednagar 414111 Maharashtra,India Office Campus Tower A 6th Floor Survey No. 21 Balewadi Pune 411045 Maharashtra,0,28320,4320,20902,Husna Khan,
10210561,17 Jul 18,Cummins India Ltd.,Based On Sales Quotations 861.,6 Aug 18,Maharashtra,,0,"1,47,255.24",Closed,No,0,0,0,No. 21 Nr.Bharti VidyaPeeth Indirect_085:Im1-Loc-Ep1 Kothrud Pune 411038 Maharashtra,CIL_EBU_085   Kothrud Pune 411038 Maharashtra,0,147255.24,22462.66,21037,Husna Khan,
10210560,17 Jul 18,Covestro India Pvt. Ltd.,Based On Sales Quotations 1297.,25 Jul 18,Maharashtra,,0,"3,47,038.50",Closed,No,0,0,0,8th Floor Empire Towers Reliable Spaces campus Thane Belapur Road Airoli Navi Mumbai 400708 Maharashtra,Bayer House Central Avenue Hiranandani Estate Ghodbunder Road Thane 400607 Maharashtra,0,347038.50,62538.5,21099,Kartik Pai,
10210559,16 Jul 18,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 1383.,25 Jul 18,Maharashtra,,0,"3,45,415.50",Closed,Yes,0,0,0,Trading Unit Plant C-75 MIDCIndustrail Area  Taluka Purundhar Jejuri Pune 412303 Maharashtra,D3/D4 Midc Industrail Estatetal. Purundhar Jejuri Pune 412303 Maharashtra,0,345415.50,52690.5,25329,Nisha Patil,
