LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
,1007,,100000667,BM1A7F5,Twelve South,3,26-May-15,6%,"2,335.00",1595.33,,,,5.00%,350,7355.25
,1007,,100000667,BM1A7F0,Twelve South,36,26-May-15,6%,"1,635.00",1116.56,,,,5.00%,"2,943",61803.00
,1007,,100000667,BM1A7E6,Twelve South,24,26-May-15,6%,"1,635.00",1116.54,,,,5.00%,"1,962",41202.00
,1018,,100000433,BM1A6J5,W. W. Grainger Inc.,20,26-May-15,50%,850,264.55,,,,13.00%,"2,210",19210.00
,995,,100000435,BM1A7K2,W. W. Grainger Inc.,8,27-May-15,41%,213,91.63,,,,13.00%,261,1925.52
,1016,,100000434,BM1A7Q0,W. W. Grainger Inc.,1,27-May-15,26%,"1,661.00",767.00,,,,13.00%,216,1876.93
,255,,100000562,BM1A7T4,W. W. Grainger Inc.,1,28-May-15,1%,"1,195.00",552.00,,,,13.00%,155,1350.35
,255,,100000562,BM1A7T2,W. W. Grainger Inc.,1,28-May-15,6%,287,127.00,,,,13.00%,37,324.31
,255,,100000562,BM1A7T6,W. W. Grainger Inc.,1,28-May-15,7%,678,294.00,,,,13.00%,88,766.14
,255,,100000562,BM1A7T5,W. W. Grainger Inc.,1,28-May-15,15%,"1,475.00",588.00,,,,13.00%,192,1666.75
,255,,100000562,BM1A7T3,W. W. Grainger Inc.,1,28-May-15,25%,981,343.00,,,,13.00%,128,1108.53
,255,,100000562,BM1A7T7,W. W. Grainger Inc.,1,28-May-15,28%,892,299.00,,,,13.00%,116,1007.96
,419,,100000514,BM1A6F8,W. W. Grainger Inc.,2,28-May-15,21%,"14,369.00",8495.00,,,,13.00%,"3,736",32473.94
,532,,100000492,BM1A4P1,Meridian Inflatables Pvt. Ltd.,1,28-May-15,2%,"70,500.00",64000.00,,,,13.00%,"9,165",79665.00
,915,,100000441,BM1A6H6,W. W. Grainger Inc.,10,28-May-15,36%,"1,854.00",743.60,,,,13.00%,"2,410",20950.20
,1032,,100000430,BM1A6D3,W. W. Grainger Inc.,10,28-May-15,61%,396.2,96.90,,,,2.00%,79,4041.24
,901,,100000643,BM1A6I5,Aim Safety,46,01-Jun-15,-7%,750,750.00,,,,13.00%,"4,485",38985.00
,901,,100000643,BM1A6I6,Dynamic Engineering Co.,50,01-Jun-15,-7%,49,49.00,,,,13.00%,319,2768.50
,1071,,100000422,BM1A7G8,International Fishing Material Co.,150,01-Jun-15,-9%,188,191.25,,,,5.00%,"1,413",29610.00
,1021,,100000431,BM1A6H8,Prodigious Agencies,10,02-Jun-15,28%,550,380.00,,,,13.00%,741,6215.00
,1081,,100000420,BM1A7I8,W. W. Grainger Inc.,10,02-Jun-15,15%,"1,004.00",533.60,,,,13.00%,"1,305",11345.20
,481,,100000622,BM1A4Q6,W. W. Grainger Inc.,2,03-Jun-15,61%,"1,499.00",630.00,,,,13.00%,469,3387.74
,554,,100000487,BM1A6F1,Evenflo Auto Parts,1,03-Jun-15,5%,"1,750.00",1550.00,,,,13.00%,228,1977.50
,971,,100000665,BM1A6E5,Enrich Plastic Bazar,15,03-Jun-15,4%,808,720.00,,,,5.00%,606,12726.00
,975,,100000666,BM1A6G7,Dharwalla'S House Of Tools,2,03-Jun-15,6%,595,520.00,,,,13.00%,155,1344.70
,975,,100000666,BM1A6G8,No Supplier Details,3,03-Jun-15,6%,595,520.00,,,,13.00%,232,2017.05
,975,,100000666,BM1A6H0,No Supplier Details,5,03-Jun-15,6%,595,520.00,,,,13.00%,387,3361.75
,975,,100000666,BM1A6H1,No Supplier Details,10,03-Jun-15,6%,595,520.00,,,,13.00%,774,6723.50
,975,,100000666,BM1A6H2,No Supplier Details,10,03-Jun-15,6%,595,520.00,,,,13.00%,774,6723.50
,975,,100000666,BM1A6H4,No Supplier Details,10,03-Jun-15,6%,595,520.00,,,,13.00%,774,6723.50
,975,,100000666,BM1A6H5,No Supplier Details,10,03-Jun-15,6%,595,520.00,,,,13.00%,774,6723.50
,975,,100000666,BM1A6H7,No Supplier Details,5,03-Jun-15,6%,595,520.00,,,,13.00%,387,3361.75
,1033,,100000429,BM1A6D7,P.Chandra Trading Company Pvt Ltd,2,03-Jun-15,0%,40,37.00,,,,13.00%,10,90.40
,1033,,100000429,BM1A6D9,P.Chandra Trading Company Pvt Ltd,2,03-Jun-15,1%,100,92.00,,,,13.00%,26,226.00
,1033,,100000429,BM1A6E2,P.Chandra Trading Company Pvt Ltd,25,03-Jun-15,6%,24,21.00,,,,13.00%,78,678.00
,1033,,100000429,BM1A6D5,No Supplier Details,25,03-Jun-15,13%,8,6.48,,,,13.00%,26,226.00
,1033,,100000429,BM1A6E0,No Supplier Details,12,03-Jun-15,17%,848,652.00,,,,13.00%,"1,323",11498.88
,1033,,100000429,BM1A6D4,No Supplier Details,25,03-Jun-15,20%,8,6.00,,,,13.00%,26,226.00
,1033,,100000429,BM1A6D8,P.Chandra Trading Company Pvt Ltd,2,03-Jun-15,41%,70,38.00,,,,13.00%,18,158.20
,957,,100000651,BM0L8J4,No Supplier Details,100,04-Jun-15,99%,212,1.29,,,,13.00%,"2,756",23956.00
,957,,100000651,BM0L8K1,W. W. Grainger Inc.,10,04-Jun-15,65%,955,327.60,,,,13.00%,"1,242",10791.50
,1017,,100000754,BM99999,Mazko Enterprises,1,04-Jun-15,-46%,"4,947.00",6729.00,,,,0.00%,-,4947.00
,1017,,100000754,BM1A6G6,Fibre To Fashion,24,04-Jun-15,10%,245,205.00,,,,5.00%,294,6174.00
,1017,,100000754,BM1A6G4,Fibre To Fashion,145,04-Jun-15,10%,245,205.00,,,,5.00%,"1,776",37301.25
,1017,,100000754,BM1A6G3,Fibre To Fashion,147,04-Jun-15,10%,245,205.00,,,,5.00%,"1,801",37815.75
,1017,,100000754,BM1A6G5,Fibre To Fashion,147,04-Jun-15,10%,245,205.00,,,,5.00%,"1,801",37815.75
,1017,,100000754,BM1A6G2,Fibre To Fashion,152,04-Jun-15,10%,245,205.00,,,,5.00%,"1,862",39102.00
,1017,,100000754,BM1A6G1,Fibre To Fashion,26,04-Jun-15,10%,245,205.00,,,,5.00%,319,6688.50
,690,,100001175-1,BM0O4B2,"Storm Detection Systems LLC, USA",3,05-Jun-15,23%,"52,500.00",32160.00,,,,13.00%,"20,597",177975.00
,1011,,200229,BM1A6J9,ACME Safetywears Ltd,74,05-Jun-15,0%,28,26.00,,,,13.00%,269,2341.36
,1011,,200229,BM1A6J0,Dynamic Engineering Co.,20,05-Jun-15,19%,53,40.00,,,,13.00%,138,1197.80
,1011,,200229,BM1A6J0,Dynamic Engineering Co.,30,05-Jun-15,21%,53,40.00,,,,13.00%,207,1796.70
,1011,,200229,BM1A6I9,Dynamic Engineering Co.,2,05-Jun-15,19%,520,390.00,,,,5.00%,52,1092.00
,1011,,200229,BM1A6I8,Dynamic Engineering Co.,2,05-Jun-15,19%,160,120.00,,,,5.00%,16,336.00
,1011,,200229,BM1A6J1,Dynamic Engineering Co.,50,05-Jun-15,21%,19,14.00,,,,13.00%,124,1073.50
,1020,,100000432,BM1A6O7,De-Luxe Trading Company,3,05-Jun-15,33%,"1,650.00",1090.00,,,,2.00%,105,5049.00
,1020,,100000432,BM1A6O8,Sawalka Kel Pvt. Ltd.,2,05-Jun-15,51%,550,250.00,,,,2.00%,22,1122.00
,1066,,100000498,BM1A6J3,Keraj Pumps and Equipments,1,05-Jun-15,13%,"10,800.00",9334.00,,,,2.00%,231,11016.00
,1066,,100000498,BM1A6J2,P.Chandra Trading Company Pvt Ltd,200,05-Jun-15,15%,47,40.00,,,,2.00%,203,9588.00
,1273,,100000946,BM1A6J8,Reflectosafe,150,05-Jun-15,18%,72,55.00,,,,5.00%,540,11340.00
,1273,,100000946,BM1A6J6,Reflectosafe,150,05-Jun-15,18%,72,55.00,,,,5.00%,540,11340.00
,1273,,100000946,BM1A6J8,Reflectosafe,50,05-Jun-15,6%,72,55.00,,,,13.00%,468,4068.00
,1273,,100000946,BM1A6J6,Reflectosafe,50,05-Jun-15,6%,72,55.00,,,,13.00%,468,4068.00
,1273,,100000946,BM1A6J8,Reflectosafe,200,05-Jun-15,19%,72,55.00,,,,13.00%,"1,872",16272.00
,1273,,100000946,BM1A6J6,Reflectosafe,200,05-Jun-15,22%,72,55.00,,,,13.00%,"1,937",16272.00
,1116,,100000418,BM1A7P4,W. W. Grainger Inc.,12,06-Jun-15,8%,105,60.42,,,,13.00%,164,1423.80
,1116,,100000418,BM1A7Q1,W. W. Grainger Inc.,4,06-Jun-15,14%,47,25.25,,,,13.00%,24,212.44
,1117,,100000417,BM1A4R3,W. W. Grainger Inc.,2,06-Jun-15,-5%,"1,111.00",735.00,,,,13.00%,289,2510.86
,1117,,100000417,BM1A6B5,W. W. Grainger Inc.,1,06-Jun-15,-2%,"3,327.00",2140.00,,,,13.00%,433,3759.51
,1117,,100000417,BM1A7K9,W. W. Grainger Inc.,1,06-Jun-15,1%,"1,257.00",786.00,,,,13.00%,163,1420.41
,1117,,100000417,BM1A4R0,W. W. Grainger Inc.,1,06-Jun-15,3%,"7,739.00",4753.00,,,,13.00%,"1,006",8745.07
,1117,,100000417,BM1A6B0,W. W. Grainger Inc.,2,06-Jun-15,-23%,959,744.00,,,,13.00%,249,2167.34
,1117,,100000417,BM1A7P6,W. W. Grainger Inc.,1,06-Jun-15,3%,"16,312.00",9948.00,,,,13.00%,"2,121",18432.56
,1117,,100000417,BM1A4R1,W. W. Grainger Inc.,2,06-Jun-15,7%,"3,840.00",2264.50,,,,13.00%,998,8678.40
,1117,,100000417,BM1A7K8,W. W. Grainger Inc.,1,06-Jun-15,7%,"6,971.00",4095.00,,,,13.00%,906,7877.23
,1133,,200167,BM0L8R9,Reliable Tarpaulin Company,12,06-Jun-15,18%,"4,200.00",3500.00,,,,13.00%,"7,180",56952.00
,1133,,200167,BM0L8R9,Reliable Tarpaulin Company,3,06-Jun-15,-1%,"4,200.00",3500.00,,,,13.00%,"1,755",14238.00
,1133,,200167,BM0L8R8,Reliable Tarpaulin Company,6,06-Jun-15,48%,"1,000.00",680.00,,,,13.00%,"1,094",6780.00
,1133,,200167,BM0L8R8,Reliable Tarpaulin Company,5,06-Jun-15,43%,"1,000.00",680.00,,,,13.00%,845,5650.00
,1138,,100000491,BM0O3Z8,New India Tools Corporation,1,06-Jun-15,-115%,"3,500.00",7400.00,,,,13.00%,481,3955.00
,257,,100000565,BM1A8O1,Servitec Group,20,08-Jun-15,-8%,"18,975.00",20140.00,,,,0.00%,-,379500.00
,257,,100000565,BM1A8O2,Servitec Group,10,08-Jun-15,-1%,"36,450.50",36252.00,,,,0.00%,-,364505.00
,257,,100000565,BM1A8O3,Servitec Group,30,08-Jun-15,9%,"4,185.00",3726.00,,,,0.00%,-,125550.00
,257,,100000565,BM1A8N0,Servitec Group,12,08-Jun-15,22%,"8,462.50",6460.00,,,,0.00%,-,101550.00
,257,,100000565,BM1A8M9,Servitec Group,30,08-Jun-15,22%,621,475.00,,,,0.00%,-,18630.00
,257,,100000565,BM1A8N0,Servitec Group,12,08-Jun-15,22%,"8,463.00",6460.00,,,,0.00%,-,101556.00
,257,,100000565,BM1A8O0,Servitec Group,15,08-Jun-15,22%,666,508.00,,,,0.00%,-,9990.00
,257,,100000565,BM1A8N8,Servitec Group,36,08-Jun-15,22%,666,508.00,,,,0.00%,-,23976.00
,257,,100000565,BM1A8N6,Servitec Group,42,08-Jun-15,22%,666,508.00,,,,0.00%,-,27972.00
,257,,100000565,BM1A8N4,Servitec Group,12,08-Jun-15,22%,666,508.00,,,,0.00%,-,7992.00
,257,,100000565,BM1A8N3,Servitec Group,30,08-Jun-15,22%,417,318.00,,,,0.00%,-,12510.00
,257,,100000565,BM1A8N2,Servitec Group,72,08-Jun-15,22%,417,318.00,,,,0.00%,-,30024.00
,257,,100000565,BM1A8N1,Servitec Group,108,08-Jun-15,22%,417,318.00,,,,0.00%,-,45036.00
,858,,100001410,BM0Z1E8,G.T. Bhagat & Co,6,08-Jun-15,1%,"1,200.00",1100.00,,,,13.00%,936,8136.00
,1053,,200197,BM1A6E9,No Supplier Details,2,08-Jun-15,14%,"3,508.00",2800.00,,,,13.00%,912,7928.08
,568,,100000484,BM1A6C3,No Supplier Details,5,09-Jun-15,9%,278,234.80,,,,13.00%,181,1570.70
,568,,100000484,BM1A6C4,Bata Showroom,15,09-Jun-15,-35%,278,350.00,,,,13.00%,542,4712.10
,568,,100000484,BM1A6C5,Bata Showroom,15,09-Jun-15,-35%,278,350.00,,,,13.00%,542,4712.10
,568,,100000484,BM1A6C6,Bata Showroom,15,09-Jun-15,-35%,278,350.00,,,,13.00%,542,4712.10
,675,,100000471,BM1A7T1,W. W. Grainger Inc.,3,09-Jun-15,27%,"10,292.00",4660.00,,,,2.00%,618,31493.52
,1008,,100000668,BM1A6D2,Bulk MRO Service Team,6,09-Jun-15,100%,"45,675.00",0.00,,,,13.00%,"35,627",309676.50
,1044,,100000756,BM1A7G7,Bulk MRO Service Team,6,09-Jun-15,100%,"12,444.50",0.00,,,,13.00%,"9,707",84373.71
,1048,,100000424,BM1A6T2,W. W. Grainger Inc.,6,10-Jun-15,43%,"2,000.00",705.83,,,,13.00%,"1,560",13560.00
,1097,,100000493,BM1A6I7,Aci Engineers,2,10-Jun-15,30%,"2,896.00",2092.00,,,,13.00%,831,6544.96
,1173,,100000490,BM1A7N0,W. W. Grainger Inc.,18,11-Jun-15,24%,195,127.00,,,,13.00%,456,3966.30
,352,,100000593,BM1A4P0,W. W. Grainger Inc.,1,13-Jun-15,-126%,"1,406.00",1633.00,,,,13.00%,215,1588.78
,352,,100000593,BM1A6V6,W. W. Grainger Inc.,1,13-Jun-15,-15%,"21,675.00",10961.00,,,,13.00%,"2,850",24492.75
,660,,100000475,BM1A7R7,W. W. Grainger Inc.,1,13-Jun-15,-20%,"12,800.00",6687.00,,,,2.00%,256,13056.00
,729,,100000461,BM1A7J1,W. W. Grainger Inc.,133,13-Jun-15,-21%,570,294.50,,,,13.00%,"9,855",85665.30
,729,,100000461,BM1A7J1,W. W. Grainger Inc.,17,13-Jun-15,-497%,570,294.53,,,,13.00%,"1,260",10949.70
,831,,100000633,BM1A5Z5,W. W. Grainger Inc.,1,13-Jun-15,-10%,"3,510.00",1799.00,,,,13.00%,502,3966.30
,832,,100000449,BM1A7P7,W. W. Grainger Inc.,1,13-Jun-15,11%,610,314.00,,,,13.00%,79,689.30
,1039,,100000426,BM1A6E6,Shree Laxmi Gruhvastu Bhandar,5,16-Jun-15,-2%,475,450.00,,,,5.00%,119,2493.75
,1152,,100000486,BM1A4R2,W. W. Grainger Inc.,3,16-Jun-15,37%,"1,393.00",665.00,,,,13.00%,543,4722.27
,1152,,100000486,BM1A4R4,W. W. Grainger Inc.,3,16-Jun-15,51%,"1,178.00",435.00,,,,13.00%,459,3993.42
,1152,,100000486,BM1A6A6,W. W. Grainger Inc.,10,16-Jun-15,68%,705,173.00,,,,13.00%,917,7966.50
,1178,,100000413,BM1A9B5,Khemanand Enterprises,3,16-Jun-15,8%,680,580.00,,,,13.00%,265,2305.20
,1178,,100000413,BM1A9B6,No Supplier Details,1,16-Jun-15,8%,680,580.00,,,,13.00%,88,768.40
,1178,,100000413,BM1A9B7,No Supplier Details,2,16-Jun-15,8%,680,580.00,,,,13.00%,177,1536.80
,1178,,100000413,BM1A9B4,Khemanand Enterprises,1,16-Jun-15,10%,"1,200.00",1010.00,,,,13.00%,156,1356.00
,1178,,100000413,BM1A9B8,Khemanand Enterprises,1,16-Jun-15,14%,"1,250.00",1000.00,,,,13.00%,163,1412.50
,1178,,100000413,BM1A9B9,No Supplier Details,1,16-Jun-15,14%,"1,250.00",1000.00,,,,13.00%,163,1412.50
,1015,,200196,BM0O4A9,W. W. Grainger Inc.,1,17-Jun-15,59%,"18,742.00",7024.00,,,,13.00%,"2,488",21178.46
,1189,,100001411,BM1A6K7,Mehta Earthmovers,2,17-Jun-15,2%,"1,041.50",947.50,,,,13.00%,271,2353.79
,1189,,100001411,BM1A6K8,Mehta Earthmovers,4,17-Jun-15,-10%,674.25,690.00,,,,13.00%,351,3047.61
,1189,,100001411,BM1A6K3,Mehta Earthmovers,10,17-Jun-15,-10%,"1,198.00",1226.00,,,,13.00%,"1,557",13537.40
,1189,,100001411,BM1A6L0,Mehta Earthmovers,21,17-Jun-15,-10%,685,701.00,,,,13.00%,"1,870",16255.05
,1189,,100001411,BM1A6L2,Mehta Earthmovers,2,17-Jun-15,-10%,"1,042.50",1066.00,,,,13.00%,271,2356.05
,1189,,100001411,BM1A6L1,Mehta Earthmovers,7,17-Jun-15,-10%,578.14,591.00,,,,13.00%,526,4573.09
,1189,,100001411,BM1A6L1,Mehta Earthmovers,2,17-Jun-15,-29%,580,591.00,,,,13.00%,151,1310.80
,1057,,100000760,BM1A8B9,W. W. Grainger Inc.,1,18-Jun-15,57%,"2,000.00",738.00,,,,13.00%,260,2260.00
,1204,,100000412,BM1A6Y9,W. W. Grainger Inc.,2,18-Jun-15,12%,"2,765.00",1518.00,,,,13.00%,719,6248.90
,1204,,100000412,BM1A6Y8,W. W. Grainger Inc.,1,18-Jun-15,12%,"2,770.00",1517.00,,,,13.00%,360,3130.10
,1293,,100000407,BM1A7N0,W. W. Grainger Inc.,8,18-Jun-15,-3%,145,127.00,,,,13.00%,151,1310.80
,1189,,100001411,BM1A6K6,Mehta Earthmovers,11,22-Jun-15,22%,753,589.27,,,,13.00%,"1,158",9359.79
,1189,,100001411,BM1A6K4,Mehta Earthmovers,2,22-Jun-15,74%,"2,547.00",701.00,,,,13.00%,743,5756.22
,1189,,100001411,BM1A6K9,Mehta Earthmovers,24,22-Jun-15,19%,797,623.00,,,,13.00%,"2,568",21614.64
,1189,,100001411,BM1A6K5,Mehta Earthmovers,2,22-Jun-15,41%,898,663.00,,,,13.00%,315,2029.48
,1189,,100001411,BM1A6L4,Geekay Engineering Services,1,22-Jun-15,46%,"1,670.00",1144.00,,,,13.00%,298,1887.10
,1189,,100001411,BM1A6L5,Geekay Engineering Services,14,22-Jun-15,30%,"1,148.00",780.00,,,,13.00%,"2,171",18161.36
,1189,,100001411,BM1A6M7,Geekay Engineering Services,1,22-Jun-15,63%,680,452.00,,,,13.00%,170,768.40
,1189,,100001411,BM1A6M8,Geekay Engineering Services,1,22-Jun-15,86%,197,108.00,,,,13.00%,107,222.61
,1200,,100000943,BM1A7M9,W. W. Grainger Inc.,3,22-Jun-15,13%,"14,950.00",8526.00,,,,13.00%,"6,151",50680.50
,1201,,100000944,BM1A4Q0,W. W. Grainger Inc.,1,22-Jun-15,10%,493,276.00,,,,13.00%,64,557.09
,1201,,100000944,BM1A4Q1,W. W. Grainger Inc.,1,22-Jun-15,10%,929,519.00,,,,13.00%,121,1049.77
,1201,,100000944,BM1A4P6,W. W. Grainger Inc.,1,22-Jun-15,10%,695,388.00,,,,13.00%,90,785.35
,1201,,100000944,BM1A4Q2,W. W. Grainger Inc.,1,22-Jun-15,11%,484,269.00,,,,13.00%,63,546.92
,1201,,100000944,BM1A4Q4,W. W. Grainger Inc.,1,22-Jun-15,12%,950,522.00,,,,13.00%,124,1073.50
,1201,,100000944,BM1A4P8,W. W. Grainger Inc.,1,22-Jun-15,12%,984,540.00,,,,13.00%,128,1111.92
,1201,,100000944,BM1A4P8,W. W. Grainger Inc.,1,22-Jun-15,12%,984,540.00,,,,13.00%,128,1111.92
,1201,,100000944,BM1A4Q3,W. W. Grainger Inc.,1,22-Jun-15,13%,848,461.00,,,,13.00%,110,958.24
,1201,,100000944,BM1A4Q5,W. W. Grainger Inc.,1,22-Jun-15,15%,"1,386.00",733.00,,,,13.00%,180,1566.18
,1201,,100000944,BM1A4P9,W. W. Grainger Inc.,1,22-Jun-15,17%,"1,296.00",668.00,,,,13.00%,168,1464.48
,1201,,100000944,BM1A4P7,W. W. Grainger Inc.,1,22-Jun-15,31%,759,328.00,,,,13.00%,99,857.67
,648,,100000510,BM1A4P5,No Supplier Details,2,25-Jun-15,13%,"14,923.00",12274.00,,,,13.00%,"3,951",33725.98
,865,,100000513,BM1A6C2,Mahavir Thermoequip,2,25-Jun-15,14%,"1,576.00",1336.00,,,,13.00%,434,3561.76
,865,,100000513,BM1A6C0,ABP Manufacturing Co,5,25-Jun-15,16%,667,550.00,,,,13.00%,457,3768.55
,865,,100000513,BM1A6C1,Mahavir Thermoequip,2,25-Jun-15,20%,840,692.00,,,,13.00%,242,1898.40
,1260,,100000409,BM1A7T8,W. W. Grainger Inc.,5,25-Jun-15,13%,"1,487.00",840.00,,,,13.00%,"1,006",8401.55
,968,,100000442,BM1A6E3,Enrich Plastic Bazar,15,26-Jun-15,6%,205,180.00,,,,5.00%,154,3228.75
,1218,,100000489,BM1A6M1,I Marine,25,26-Jun-15,11%,964,800.00,,,,2.00%,482,24582.00
,1268,,100000790,BM1A6N5,Ambiance Marketing & Services,1,26-Jun-15,18%,"10,278.00",9250.00,,,,13.00%,"1,573",11614.14
,520,,100000623,BM1A3M6,Shree Lalita Safety and Rescue Products P Ltd,2,27-Jun-15,9%,"11,136.00",9500.00,,,,13.00%,"2,905",25167.36
,520,,100000623,BM1A8M3,Shree Lalita,1,27-Jun-15,5%,"11,450.00",10140.00,,,,13.00%,"1,498",12938.50
,520,,100000623,BM1A3M5,Shree Lalita,1,27-Jun-15,5%,"10,617.00",9400.00,,,,13.00%,"1,390",11997.21
,520,,100000623,BM1A3M4,Shree Lalita,2,27-Jun-15,5%,"11,451.00",10140.00,,,,13.00%,"2,987",25879.26
,652,,100000478,BM1A6N0,W. W. Grainger Inc.,20,27-Jun-15,4%,"9,000.00",7820.00,,,,0.00%,-,180000.00
,820,,100000451,BM1A6N7,Indoelite,2,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,646,5611.58
,820,,100000451,BM1A6N8,Indoelite,2,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,646,5611.58
,820,,100000451,BM1A6N9,Indoelite,6,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,"1,937",16834.74
,820,,100000451,BM1A6O0,Indoelite,6,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,"1,937",16834.74
,820,,100000451,BM1A6O1,Indoelite,6,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,"1,937",16834.74
,820,,100000451,BM1A6O2,Indoelite,14,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,"4,519",39281.06
,820,,100000451,BM1A6O3,Indoelite,6,27-Jun-15,3%,"2,483.00",2235.00,,,,13.00%,"1,937",16834.74
,918,,100000645,BM1A7N0,W. W. Grainger Inc.,115,27-Jun-15,-3%,145,127.00,,,,13.00%,"2,168",18842.75
,1122,,100001413,BM0Z1G6,Deluxe Electrical Corporation,1,29-Jun-15,32%,"13,450.00",8500.00,,,,13.00%,"1,749",15198.50
,1122,,100001413,BM0Z1G6,Deluxe Electrical Corporation,1,29-Jun-15,32%,"13,450.00",8500.00,,,,13.00%,"1,749",15198.50
,1122,,100001413,BM0O4A0,Deluxe Electrical Corporation,1,29-Jun-15,51%,"8,750.00",3950.00,,,,13.00%,"1,138",9887.50
,1323,,100000404,BM1A7N0,W. W. Grainger Inc.,40,30-Jun-15,3%,145,127.00,,,,13.00%,793,6554.00
,1342,,100000791,BM1A7N0,W. W. Grainger Inc.,9,30-Jun-15,17%,145,127.00,,,,13.00%,209,1474.65
,667,,100000474,BM1A4P2,WMI Konecranes India Limited,1,01-Jul-15,3%,"2,520,000.00",2285000.00,,,,13.00%,"327,600",2847600.00
,1358,,100000793,BM0L8J4,No Supplier Details,100,03-Jul-15,36%,212,126.00,,,,13.00%,"2,756",23956.00
,1350,,100000403,BM1A6Q0,W. W. Grainger Inc.,10,06-Jul-15,45%,609,335.40,,,,13.00%,813,6881.70
,1350,,100000403,BM1A6L3,W. W. Grainger Inc.,10,06-Jul-15,52%,"2,534.00",1203.10,,,,13.00%,"3,315",28634.20
,967,,100000428,BM1A6M6,Raj Traders,75,07-Jul-15,6%,296,260.00,,,,5.00%,"1,110",23310.00
,972,,100000439,BM1A6I2,Rochee Enterprises,25,07-Jul-15,18%,770,590.00,,,,5.00%,963,20212.50
,972,,100000439,BM1A6I3,Rochee Enterprises,10,07-Jul-15,18%,770,590.00,,,,5.00%,385,8085.00
,972,,100000439,BM1A6I4,Rochee Enterprises,5,07-Jul-15,18%,770,590.00,,,,5.00%,193,4042.50
,1083,,100000419,BM1A6H8,Rochee Enterprises,10,07-Jul-15,9%,613,520.00,,,,5.00%,307,6436.50
,1083,,100000419,BM1A6I0,Rochee Enterprises,20,07-Jul-15,9%,613,520.00,,,,5.00%,613,12873.00
,1083,,100000419,BM1A6I1,Rochee Enterprises,20,07-Jul-15,9%,613,520.00,,,,5.00%,613,12873.00
,1373,,100000480-1,BM0L8K2,Kirti Enterprises,15,08-Jul-15,97%,"4,277.00",180.00,,,,13.00%,"11,265",72495.15
,1431,,100000809,BM1A7N0,W. W. Grainger Inc.,13,08-Jul-15,17%,145,127.00,,,,13.00%,303,2130.05
,1443,,100000811,BM1A7N0,W. W. Grainger Inc.,86,09-Jul-15,-3%,145,127.00,,,,13.00%,"1,621",14091.10
,288,,100000501,BM1A7K3,W. W. Grainger Inc.,2,10-Jul-15,16%,"30,800.00",16165.00,,,,13.00%,"8,008",69608.00
,961,,100001415,BM1A6P6,Montana International,4,10-Jul-15,34%,885,610.00,,,,13.00%,519,4000.20
,961,,100001415,BM1A6P7,Montana International,4,10-Jul-15,35%,994,670.00,,,,13.00%,576,4492.88
,961,,100001415,BM1A6P8,Montana International,4,10-Jul-15,35%,"1,513.00",990.00,,,,13.00%,846,6838.76
,1175,,100000414,BM1A7O0,W. W. Grainger Inc.,3,11-Jul-15,77%,"77,000.00",6499.00,,,,13.00%,"30,030",261030.00
,1420,,100000804,BM1A7C4,Khemanand Enterprises,30,13-Jul-15,18%,85,65.00,,,,13.00%,332,2881.50
,1451,,100000812,BM1A7N0,W. W. Grainger Inc.,68,13-Jul-15,1%,145,127.00,,,,13.00%,"1,323",11141.80
,735,,100000628,BM1A7O2,CMN Distributors Pvt Ltd,1,15-Jul-15,12%,"39,428.00",32419.00,,,,13.00%,"5,126",44553.64
,1487,,100000814,BM1A7N0,W. W. Grainger Inc.,20,15-Jul-15,8%,145,127.00,,,,13.00%,419,3277.00
,1037,,100000427,BM1A7O8,W. W. Grainger Inc.,3,18-Jul-15,73%,"1,408.00",381.00,,,,13.00%,556,4773.12
,1037,,100000427,BM1A7O5,W. W. Grainger Inc.,3,18-Jul-15,52%,738,354.00,,,,13.00%,295,2501.82
,1037,,100000427,BM1A7O4,W. W. Grainger Inc.,5,18-Jul-15,52%,742,355.00,,,,13.00%,494,4192.30
,1037,,100000427,BM1A7O6,W. W. Grainger Inc.,3,18-Jul-15,52%,730,349.00,,,,13.00%,291,2474.70
,1037,,100000427,BM1A7O7,W. W. Grainger Inc.,3,18-Jul-15,53%,718,341.00,,,,13.00%,287,2434.02
,1037,,100000427,BM1A7O3,W. W. Grainger Inc.,3,18-Jul-15,62%,397,153.00,,,,13.00%,162,1345.83
,1037,,100000427,BM1A7O9,W. W. Grainger Inc.,3,18-Jul-15,66%,786,270.00,,,,13.00%,313,2664.54
,1078,,100000421,BM1A6G0,Oishi High Alloy Materials Co.Ltd (Japan),8,22-Jul-15,-4%,"98,880.00",100425.00,,,,0.00%,-,791040.00
,1228,,100000410,BM1A7G9,Avon Lifestyle Pvt. Ltd.,800,23-Jul-15,8%,229,195.00,,,,5.00%,"9,160",192360.00
