LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
,29423,,10211417,BM9E9O2,Al Technologies,335,31-Aug-18,20%,318.75,255.00,,,,18.00%,"19,221",126001.88
,29423,,10211417,BM9N5S1,Al Technologies,225,31-Aug-18,20%,318.75,255.00,,,,18.00%,"12,909",84628.13
,29423,,10211417,BM9D3M5,Al Technologies,300,31-Aug-18,20%,318.75,255.00,,,,18.00%,"17,213",112837.50
,29423,,10211417,BM9E7Z6,Al Technologies,360,31-Aug-18,20%,765,612.00,,,,18.00%,"49,572",324972.00
,29423,,10211417,BM9A5B6,Al Technologies,90,31-Aug-18,20%,"2,167.50",1734.00,,,,18.00%,"35,114",230188.50
,29454,,10211425,BM9G8K0,Al Technologies,4318,31-Aug-18,20%,765,612.00,,,,18.00%,"594,589",3897858.60
,29454,,10211425,BM9I6M6,Al Technologies,3750,31-Aug-18,20%,828.75,663.00,,,,18.00%,"559,406",3667218.75
,29454,,10211425,BM9Q5D0,Al Technologies,2817,31-Aug-18,20%,573.75,459.00,,,,18.00%,"290,926",1907179.43
,29454,,10211425,BM9Q9D5,Al Technologies,1137,31-Aug-18,20%,"1,412.66",1130.13,,,,18.00%,"289,115",1895309.42
,26285,,10210738,BM9P8G1,Vismay's Design,1,14-Aug-18,6%,"7,878.00",7405.00,,,,18.00%,"1,418",9296.04
,21247,,10910095,BM9P5J9,Naitik Cooling Solutions,1,01-Sep-18,14%,"43,111.00",37000.00,,,,18.00%,"7,760",50870.98
,25698,,10210765,BM9V5V1,Flexibles,4,01-Sep-18,12%,"-8,965.00",-7854.00,,,,18.00%,"-6,455",-42314.80
,25848,,10210639,BMA2E5N,Ruchit Enterprise,5,01-Sep-18,6%,"18,060.00",16924.80,,,,18.00%,"16,254",106554.00
,26034,,10910094,BM9R7X3,DNA Power Transmission,5,01-Sep-18,7%,349.46,325.00,,,,18.00%,315,2061.81
,26034,,10910094,BM9T1J6,DNA Power Transmission,5,01-Sep-18,7%,306.45,285.00,,,,18.00%,276,1808.06
,26034,,10910094,BM9T1Q4,Kiran Diamond Tools,10,01-Sep-18,7%,"2,100.00",1961.51,,,,18.00%,"3,780",24780.00
,26034,,10910094,BM9V2N6,Kiran Diamond Tools,10,01-Sep-18,7%,"1,261.00",1172.38,,,,18.00%,"2,270",14879.80
,26034,,10910094,BM9W8J9,Kiran Diamond Tools,10,01-Sep-18,6%,"1,400.00",1321.30,,,,18.00%,"2,520",16520.00
,26034,,10910094,BM9X4U7,DNA Power Transmission,5,01-Sep-18,7%,877.42,815.75,,,,18.00%,790,5176.78
,26034,,10910094,BM9Z8C9,Kiran Diamond Tools,10,01-Sep-18,7%,"1,760.00",1634.43,,,,18.00%,"3,168",20768.00
,26430,,10210766,BM9Y1Q7,Flexibles,2,01-Sep-18,13%,"-5,882.57",-5094.90,,,,18.00%,"-2,118",-13882.87
,26548,,10610345,BM9Q4S3,Shraddha Tooling Systems,1,01-Sep-18,5%,"6,237.00",5940.00,,,,12.00%,748,6985.44
,26548,,10610345,BM9Z7Z4,Shraddha Tooling Systems,1,01-Sep-18,5%,"6,237.00",5940.00,,,,18.00%,"1,123",7359.66
,26878,,10210849,BM9P4S7,Max Systems Pvt. Ltd.,2,01-Sep-18,38%,"2,000.00",1250.00,,,,18.00%,720,4720.00
,25858,,10210850,BM9P7J7,Amazon.in,2,03-Sep-18,24%,"3,649.00",2758.93,,,,18.00%,"1,314",8611.64
,26090,,10210851,BM9P4S7,Max Systems Pvt. Ltd.,1,03-Sep-18,38%,"2,000.00",1250.00,,,,0.00%,-,2000.00
,26134,,10210855,BM9P7V9,CanCo Fasteners,580,03-Sep-18,25%,24,18.00,,,,18.00%,"2,506",16425.60
,26496,,11410004,BM9L1X2,Bulk MRO Industrial Supply Pvt. Ltd.,60,03-Sep-18,8%,346.5,320.00,,,,18.00%,"3,742",24532.20
,26496,,11410004,BM9W3E2,Bulk MRO Industrial Supply Pvt. Ltd.,30,03-Sep-18,38%,51.3,32.00,,,,18.00%,277,1816.02
,26657,,10210853,BM9U5V2,Senate Office System,1,03-Sep-18,21%,"4,735.00",3727.20,,,,18.00%,852,5587.30
,26657,,10210853,BM9U6F4,Senate Office System,72,03-Sep-18,41%,13.5,8.00,,,,18.00%,175,1146.96
,26657,,10210853,BM9W1J6,Senate Office System,72,03-Sep-18,15%,135,114.40,,,,18.00%,"1,750",11469.60
,26657,,10210853,BM9Y3T2,Senate Office System,9,03-Sep-18,20%,980,788.80,,,,18.00%,"1,588",10407.60
,26717,,10910096,BM9F7U9,Kewalson,50,03-Sep-18,40%,14.2,8.50,,,,5.00%,36,745.50
,26717,,10910096,BM9G8G9,Kewalson,50,03-Sep-18,4%,14,13.50,,,,18.00%,126,826.00
,26876,,10210854,BM9P9P9,Qualitech Industrial Products,1,03-Sep-18,6%,"64,229.00",60375.00,,,,18.00%,"11,561",75790.22
,26880,,11210060,BM9P9L8,Green Office Automation India,5,03-Sep-18,12%,90,79.00,,,,0.00%,-,450.00
,26880,,11210060,BM9T8W1,Green Office Automation India,5,03-Sep-18,-40%,35,49.00,,,,0.00%,-,175.00
,26880,,11210060,BM9W3M7,Green Office Automation India,10,03-Sep-18,15%,27,23.00,,,,18.00%,49,318.60
,26883,,10210852,BM1G0R0,hardcastle Petrofer,420,03-Sep-18,35%,225,147.00,,,,18.00%,"17,010",111510.00
,19849,,10610351,BM4H8M3,No Supplier Details,10,04-Sep-18,9%,450,410.00,,,,18.00%,810,5310.00
,20836,,10210864,BM9P7U7,Nagori Engineers Pvt. Ltd.,4,04-Sep-18,15%,"90,055.25",76500.00,,,,18.00%,"64,840",425060.78
,20836,,10210864,BM9R9A1,Taj Enterprises,4,04-Sep-18,19%,"13,529.41",11000.00,,,,18.00%,"9,741",63858.82
,20836,,10210864,BM9V5V2,Nathani Steels,4,04-Sep-18,18%,"3,939.14",3231.60,,,,18.00%,"2,836",18592.74
,26318,,10610348,BM0C3R8,SHREENATH TOOLS CENTRE,4,04-Sep-18,8%,173.75,159.00,,,,18.00%,125,820.10
,26318,,10610348,BM0C6I8,SHREENATH TOOLS CENTRE,1,04-Sep-18,8%,"4,471.00",4092.00,,,,18.00%,805,5275.78
,26318,,10610348,BM0C6I8,SHREENATH TOOLS CENTRE,1,04-Sep-18,8%,"4,471.00",4092.00,,,,18.00%,805,5275.78
,26318,,10610348,BM0C7Q4,Bulk MRO Industrial Supply Pvt. Ltd.,6,04-Sep-18,0%,163.33,163.20,,,,18.00%,176,1156.38
,26318,,10610348,BM0C7Q9,Bulk MRO Industrial Supply Pvt. Ltd.,6,04-Sep-18,-18%,138.67,164.00,,,,18.00%,150,981.78
,26318,,10610348,BM0C8V8,Global Marketing,2,04-Sep-18,-3%,593,612.00,,,,18.00%,213,1399.48
,26318,,10610348,BM0C8V9,Avin Enterprise,2,04-Sep-18,-3%,"1,764.00",1823.40,,,,18.00%,635,4163.04
,26318,,10610348,BM0C9E7,Global Marketing,4,04-Sep-18,-3%,330.5,342.00,,,,18.00%,238,1559.96
,26318,,10610348,BM0W7N3,Swan Machine Tools Pvt. Ltd.,1,04-Sep-18,9%,"1,766.00",1600.00,,,,18.00%,318,2083.88
,26318,,10610348,BM0W7N3,Swan Machine Tools Pvt. Ltd.,1,04-Sep-18,9%,"1,766.00",1600.00,,,,18.00%,318,2083.88
,26318,,10610348,BM9A7D3,Bosch Ltd.,2,04-Sep-18,8%,"3,260.00",2984.00,,,,18.00%,"1,174",7693.60
,26318,,10610348,BM0C7F7,Bulk MRO Industrial Supply Pvt. Ltd.,4,04-Sep-18,11%,169,151.25,,,,18.00%,122,797.68
,26318,,10610348,BM9C2L8,SHREENATH TOOLS CENTRE,4,04-Sep-18,8%,173.75,159.00,,,,18.00%,125,820.10
,26318,,10610348,BM9D2G7,SHREENATH TOOLS CENTRE,4,04-Sep-18,9%,352.5,322.00,,,,18.00%,254,1663.80
,26318,,10610348,BM9E2F4,Bulk MRO Industrial Supply Pvt. Ltd.,3,04-Sep-18,9%,166.33,152.03,,,,18.00%,90,588.81
,26318,,10610348,BM9F1G4,Uni Sales India,5,04-Sep-18,17%,506,420.00,,,,18.00%,455,2985.40
,26318,,10610348,BM9F3M5,SHREENATH TOOLS CENTRE,4,04-Sep-18,9%,56,51.00,,,,18.00%,40,264.32
,26318,,10610348,BM9K1L6,Bulk MRO Industrial Supply Pvt. Ltd.,2,04-Sep-18,5%,467.5,443.30,,,,18.00%,168,1103.30
,26318,,10610348,BM9K1L6,Bulk MRO Industrial Supply Pvt. Ltd.,2,04-Sep-18,5%,467.5,443.30,,,,18.00%,168,1103.30
,26318,,10610348,BM9L2U9,Bulk MRO Industrial Supply Pvt. Ltd.,4,04-Sep-18,5%,990.75,938.85,,,,18.00%,713,4676.34
,26318,,10610348,BM9P9T3,Chetan Abrasives Pvt. Ltd.,2,04-Sep-18,9%,"5,629.00",5100.00,,,,18.00%,"2,026",13284.44
,26318,,10610348,BM9R6S4,SHREENATH TOOLS CENTRE,6,04-Sep-18,8%,"1,284.00",1175.00,,,,18.00%,"1,387",9090.72
,26318,,10610348,BM9R8C6,Bosch Ltd.,1,04-Sep-18,8%,"5,349.00",4896.00,,,,18.00%,963,6311.82
,26318,,10610348,BM9U1D9,Chetan Abrasives Pvt. Ltd.,4,04-Sep-18,46%,"1,311.00",704.00,,,,18.00%,944,6187.92
,26318,,10610348,BM9U8L1,SHREENATH TOOLS CENTRE,4,04-Sep-18,8%,138.75,127.00,,,,18.00%,100,654.90
,26318,,10610348,BM9V6P8,Baroda Machine Tools,4,04-Sep-18,43%,476,273.70,,,,18.00%,343,2246.72
,26318,,10610348,BM9V9T8,Bulk MRO Industrial Supply Pvt. Ltd.,4,04-Sep-18,7%,"19,759.00",18448.10,,,,18.00%,"14,226",93262.48
,26318,,10610348,BM9W5M3,SHREENATH TOOLS CENTRE,4,04-Sep-18,9%,173,158.00,,,,18.00%,125,816.56
,26318,,10610348,BM9W5T7,Swan Machine Tools Pvt. Ltd.,1,04-Sep-18,6%,"1,721.50",1615.00,,,,18.00%,310,2031.37
,26318,,10610348,BM9W5T7,Swan Machine Tools Pvt. Ltd.,1,04-Sep-18,6%,"1,722.00",1615.00,,,,18.00%,310,2031.96
,26318,,10610348,BM9W6J7,Swan Machine Tools Pvt. Ltd.,3,04-Sep-18,41%,287,170.00,,,,18.00%,155,1015.98
,26318,,10610348,BM9W6J7,Swan Machine Tools Pvt. Ltd.,1,04-Sep-18,41%,287,170.00,,,,18.00%,52,338.66
,26318,,10610348,BM9X6S5,SHREENATH TOOLS CENTRE,10,04-Sep-18,10%,37.1,33.48,,,,18.00%,67,437.78
,26318,,10610348,BM9X6V2,SHREENATH TOOLS CENTRE,6,04-Sep-18,8%,373.33,342.00,,,,18.00%,403,2643.18
,26318,,10610348,BM9Y6P6,Swan Machine Tools Pvt. Ltd.,2,04-Sep-18,6%,"1,739.50",1640.00,,,,18.00%,626,4105.22
,26318,,10610348,BM9Z3Q5,Bosch Ltd.,1,04-Sep-18,8%,"4,514.00",4132.00,,,,18.00%,813,5326.52
,26318,,10610348,BM9Z6T6,SHREENATH TOOLS CENTRE,4,04-Sep-18,9%,446.5,404.25,,,,18.00%,321,2107.48
,26318,,10610348,BM9Z8T2,SHREENATH TOOLS CENTRE,2,04-Sep-18,8%,220.5,202.00,,,,18.00%,79,520.38
,26403,,10210860,BM9P8W4,Fluidyne Instruments Pvt. Ltd.,2,04-Sep-18,18%,"7,166.00",5850.00,,,,18.00%,"2,580",16911.76
,26444,,10210858,BM9P8T7,Shriji Electronics,2,04-Sep-18,12%,"7,278.00",6375.00,,,,18.00%,"2,620",17176.08
,26510,,10210861,BM9P8V9,Fanstech Services,3,04-Sep-18,12%,"2,105.00",1850.00,,,,18.00%,"1,137",7451.70
,26689,,10210857,BM9T5G4,Saurashtra Mill Stores,10,04-Sep-18,34%,411.11,270.00,,,,12.00%,493,4604.43
,26689,,10210857,BM9Y3Z8,Saurashtra Mill Stores,2,04-Sep-18,13%,"3,694.00",3225.00,,,,18.00%,"1,330",8717.84
,26700,,10210856,BM9P9F2,Jay Pump Pvt. Ltd.,1,04-Sep-18,8%,"54,000.00",49850.00,,,,12.00%,"6,480",60480.00
,26725,,10210862,BM9Q1X9,Rife Technologies,1,04-Sep-18,18%,"20,063.00",16500.00,,,,18.00%,"3,611",23674.34
,26789,,10610349,BM9P9S6,Southern Cogen Systems Pvt. Ltd.,10,04-Sep-18,18%,"2,100.00",1732.00,,,,18.00%,"3,780",24780.00
,26891,,10210859,BM9F1F8,Bosch Ltd.,1,04-Sep-18,16%,"10,000.00",8416.00,,,,18.00%,"1,800",11800.00
,26894,,10910102,BM9K5N6,No Supplier Details,3,04-Sep-18,21%,725,575.00,,,,18.00%,392,2566.50
,26895,,10910097,BM9K5N6,No Supplier Details,3,04-Sep-18,21%,725,575.00,,,,18.00%,392,2566.50
,26896,,10910100,BM9K5N6,No Supplier Details,3,04-Sep-18,21%,725,575.00,,,,18.00%,392,2566.50
,26897,,10910101,BM9K5N6,No Supplier Details,3,04-Sep-18,21%,725,575.00,,,,18.00%,392,2566.50
,26899,,10910098,BM9K5N6,No Supplier Details,3,04-Sep-18,21%,725,575.00,,,,18.00%,392,2566.50
,26900,,10910099,BM9K5N6,No Supplier Details,3,04-Sep-18,21%,725,575.00,,,,18.00%,392,2566.50
,19849,,10610356,BM1A8F3,No Supplier Details,15,05-Sep-18,10%,"1,200.00",1080.00,,,,18.00%,"3,240",21240.00
,19849,,10610356,BM1A8F5,No Supplier Details,3,05-Sep-18,10%,"1,200.00",1080.00,,,,18.00%,648,4248.00
,25727,,10210863,BM9Q7E1,Shivam Traders,10,05-Sep-18,23%,212.94,165.00,,,,18.00%,383,2512.69
,25727,,10210863,BM9R4F7,Shivam Traders,10,05-Sep-18,19%,418.82,340.00,,,,18.00%,754,4942.08
,25727,,10210863,BM9W2B4,Shivam Traders,10,05-Sep-18,15%,94.12,80.00,,,,18.00%,169,1110.62
,25727,,10210863,BM9X2F3,Shivam Traders,10,05-Sep-18,20%,783.53,625.00,,,,18.00%,"1,410",9245.65
,26093,,10610353,BM9T6C9,High Tech Shoes (P) Ltd.,2,05-Sep-18,13%,"1,200.00",1050.00,,,,18.00%,432,2832.00
,26093,,10610355,BM9U4S9,High Tech Shoes (P) Ltd.,1,05-Sep-18,13%,"1,200.00",1050.00,,,,18.00%,216,1416.00
,26093,,10610355,BM9U4S9,High Tech Shoes (P) Ltd.,9,05-Sep-18,13%,"1,200.00",1050.00,,,,18.00%,"1,944",12744.00
,26093,,10610350,BM9W5B8,High Tech Shoes (P) Ltd.,2,05-Sep-18,13%,"1,200.00",1050.00,,,,18.00%,432,2832.00
,26335,,10610352,BM9S5M6,Arise World,20,05-Sep-18,17%,120,100.00,,,,18.00%,432,2832.00
,26335,,10610352,BM9T8U8,Arise World,15,05-Sep-18,17%,240,200.00,,,,18.00%,648,4248.00
,26335,,10610352,BM9T9Z3,Arise World,30,05-Sep-18,17%,120,100.00,,,,18.00%,648,4248.00
,26335,,10610352,BM9V1N1,Arise World,50,05-Sep-18,17%,120,100.00,,,,18.00%,"1,080",7080.00
,26335,,10610352,BM9V9A5,Arise World,6,05-Sep-18,17%,120,100.00,,,,18.00%,130,849.60
,26335,,10610352,BM9V9A5,Arise World,54,05-Sep-18,17%,120,100.00,,,,18.00%,"1,166",7646.40
,26335,,10610352,BM9Y9P2,Arise World,3,05-Sep-18,17%,120,100.00,,,,18.00%,65,424.80
,26335,,10610352,BM9Y9P2,Arise World,17,05-Sep-18,17%,120,100.00,,,,18.00%,367,2407.20
,26335,,10610352,BM9Y9R8,Arise World,15,05-Sep-18,17%,120,100.00,,,,18.00%,324,2124.00
,26335,,10610352,BM9Y9R8,Arise World,5,05-Sep-18,17%,120,100.00,,,,18.00%,108,708.00
,26356,,10210870,BM9P8S9,Holmarc Opto-Mechatronics Pvt. Ltd.,2,05-Sep-18,10%,"3,123.00",2800.00,,,,18.00%,"1,124",7370.28
,26436,,10610357,BM9P8P2,Control Tech Automation,4,05-Sep-18,13%,"29,000.00",25250.00,,,,18.00%,"20,880",136880.00
,26579,,10210865,BM9S2H6,Isha Enterprises,1,05-Sep-18,5%,"1,000.00",950.00,,,,18.00%,180,1180.00
,26579,,10210865,BM9T2E2,Isha Enterprises,1,05-Sep-18,5%,"4,105.00",3900.00,,,,18.00%,739,4843.90
,26579,,10210865,BM9V8R7,Isha Enterprises,2,05-Sep-18,5%,126.32,120.00,,,,18.00%,45,298.12
,26579,,10210865,BM9X9M1,Isha Enterprises,1,05-Sep-18,5%,"8,526.00",8100.00,,,,18.00%,"1,535",10060.68
,26579,,10210865,BM9Z1S5,Isha Enterprises,1,05-Sep-18,5%,473.68,450.00,,,,18.00%,85,558.94
,26579,,10210865,BM9Z9M7,Isha Enterprises,1,05-Sep-18,5%,368.42,350.00,,,,18.00%,66,434.74
,26586,,11410005,BM9K9E5,Bulk MRO Industrial Supply Pvt. Ltd.,160,05-Sep-18,4%,52.2,50.00,,,,18.00%,"1,503",9855.36
,26586,,11410005,BM9K9F1,Bulk MRO Industrial Supply Pvt. Ltd.,210,05-Sep-18,39%,90,55.00,,,,18.00%,"3,402",22302.00
,26586,,11410005,BM9K9F2,Bulk MRO Industrial Supply Pvt. Ltd.,164,05-Sep-18,13%,306,265.00,,,,18.00%,"9,033",59217.12
,26586,,11410005,BM9K9F5,Bulk MRO Industrial Supply Pvt. Ltd.,210,05-Sep-18,47%,208.8,110.00,,,,18.00%,"7,893",51740.64
,26586,,11410005,BM9L1W5,Bulk MRO Industrial Supply Pvt. Ltd.,105,05-Sep-18,12%,17.1,15.00,,,,18.00%,323,2118.69
,26586,,11410005,BM9L9H8,Bulk MRO Industrial Supply Pvt. Ltd.,1,05-Sep-18,9%,"7,223.00",6588.25,,,,18.00%,"1,300",8523.14
,26586,,11410005,BM9P5D9,Bulk MRO Industrial Supply Pvt. Ltd.,17,05-Sep-18,52%,625.5,300.00,,,,18.00%,"1,914",12547.53
,26636,,10610354,BM9P9B2,Transpower Switchgear Industries,3,05-Sep-18,15%,"4,400.00",3750.00,,,,18.00%,"2,376",15576.00
,26636,,10610354,BM9P9B7,Moon Light Electricals,1,05-Sep-18,10%,"9,778.00",8800.00,,,,18.00%,"1,760",11538.04
,26837,,10210867,BM9P9N4,Jai Gopal Steel,1200,05-Sep-18,10%,50,45.00,,,,18.00%,"10,800",70800.00
,26963,,10910106,BM9K5N6,No Supplier Details,5,05-Sep-18,21%,725,575.00,,,,18.00%,653,4277.50
,26981,,11210061,BM9T3E9,Jainam Steels,16,05-Sep-18,2%,19.43,19.00,,,,18.00%,56,366.84
,26981,,11210061,BM9Y9Q1,Jainam Steels,10,05-Sep-18,7%,61.05,56.77,,,,18.00%,110,720.39
,26988,,11410006,BM9Z2X8,Bulk MRO Industrial Supply Pvt. Ltd.,10,05-Sep-18,46%,428,230.00,,,,18.00%,770,5050.40
,26988,,11410006,BM9Z6T1,Bulk MRO Service Team,600,05-Sep-18,22%,46,36.00,,,,18.00%,"4,968",32568.00
,26998,,10210866,BM9P8H5,Bulk MRO Service Team,5,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"3,869",25364.10
,26998,,10210866,BM9Q2C6,Bulk MRO Service Team,1,05-Sep-18,40%,"39,406.00",23643.60,,,,18.00%,"7,093",46499.08
,26998,,10210866,BM9R2H4,Bulk MRO Service Team,4,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"3,095",20291.28
,26998,,10210866,BM9R4Y5,Bulk MRO Service Team,2,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"1,548",10145.64
,26998,,10210866,BM9R7E3,Bulk MRO Service Team,3,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"2,321",15218.46
,26998,,10210866,BM9R7U2,Bulk MRO Service Team,9,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"6,964",45655.38
,26998,,10210866,BM9U9B5,Bulk MRO Service Team,3,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"2,321",15218.46
,26998,,10210866,BM9V6H6,Bulk MRO Service Team,1,05-Sep-18,40%,"56,602.00",33961.20,,,,18.00%,"10,188",66790.36
,26998,,10210866,BM9W8U3,Bulk MRO Service Team,10,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"7,738",50728.20
,26998,,10210866,BM9Z6T2,Bulk MRO Service Team,4,05-Sep-18,40%,"4,299.00",2579.40,,,,18.00%,"3,095",20291.28
,20026,,10210869,BM9W6H3,Parth Enterprises,6,06-Sep-18,10%,"8,778.00",7864.00,,,,18.00%,"9,480",62148.24
,20840,,10210879,BM9Q9L9,ASI Datamyte India Pvt. Ltd.,5,06-Sep-18,11%,"28,500.00",25500.00,,,,0.00%,-,142500.00
,20840,,10210879,BM9S5X1,ASI Datamyte India Pvt. Ltd.,3,06-Sep-18,8%,"51,377.00",47481.00,,,,0.00%,-,154131.00
,20840,,10210879,BM9T5Z3,ASI Datamyte India Pvt. Ltd.,5,06-Sep-18,9%,"10,915.00",9902.50,,,,0.00%,-,54575.00
,25326,,10610361,BM9V5H9,S.S. Engineering Industries,1000,06-Sep-18,8%,10.9,10.00,,,,5.00%,545,11445.00
,25939,,10610360,BM9G9S4,Harish Duplicators,12,06-Sep-18,33%,371.43,250.00,,,,18.00%,802,5259.45
,26271,,10610359,BM9Y4Z9,Samruddhi Industries,2,06-Sep-18,11%,"13,483.00",12000.00,,,,18.00%,"4,854",31819.88
,26388,,10210877,BM9P8N1,Shree Samarth Enterprises [Karjat],150,06-Sep-18,29%,9.85,7.00,,,,18.00%,266,1743.45
,26531,,11410008,BM9G6R4,Bharat Trading Company,90,06-Sep-18,23%,405,310.00,,,,18.00%,"6,561",43011.00
,26531,,11410008,BM9M5F5,Bafna Industrial Stores,140,06-Sep-18,41%,65,38.25,,,,18.00%,"1,638",10738.00
,26531,,11410008,BM9Q1Z5,Bharat Trading Company,1000,06-Sep-18,5%,378,360.00,,,,18.00%,"68,040",446040.00
,26531,,11410008,BM9Q4N6,Exim Fasteners,2000,06-Sep-18,21%,33,26.00,,,,18.00%,"11,880",77880.00
,26531,,11410008,BM9Q7L5,Bulk MRO Industrial Supply Pvt. Ltd.,150,06-Sep-18,41%,765,450.00,,,,18.00%,"20,655",135405.00
,26531,,11410008,BM9R8N9,Bafna Industrial Stores,1100,06-Sep-18,0%,23,23.00,,,,18.00%,"4,554",29854.00
,26531,,11410008,BM9S2V7,Bharat Trading Company,500,06-Sep-18,21%,63,50.00,,,,18.00%,"5,670",37170.00
,26531,,11410008,BM9S4C8,Bharat Trading Company,50,06-Sep-18,27%,184.5,135.00,,,,18.00%,"1,661",10885.50
,26531,,11410008,BM9S8J7,Bharat Trading Company,500,06-Sep-18,18%,249,205.00,,,,18.00%,"22,410",146910.00
,26531,,11410008,BM9T9K9,Bulk MRO Industrial Supply Pvt. Ltd.,25,06-Sep-18,55%,41.4,18.75,,,,18.00%,186,1221.30
,26531,,11410008,BM9W4C5,Bharat Trading Company,500,06-Sep-18,3%,559,540.00,,,,18.00%,"50,310",329810.00
,26531,,11410008,BM9Y8J9,Bharat Trading Company,90,06-Sep-18,15%,106,90.00,,,,18.00%,"1,717",11257.20
,26624,,11410007,BM9L1X2,Bulk MRO Industrial Supply Pvt. Ltd.,60,06-Sep-18,8%,346.5,320.00,,,,18.00%,"3,742",24532.20
,26624,,11410007,BM9S7B8,Bulk MRO Industrial Supply Pvt. Ltd.,50,06-Sep-18,21%,15.5,12.25,,,,18.00%,140,914.50
,26624,,11410007,BM9S9W6,Bulk MRO Industrial Supply Pvt. Ltd.,50,06-Sep-18,-22%,16,19.55,,,,18.00%,144,944.00
,26624,,11410007,BM9W3E2,Bulk MRO Industrial Supply Pvt. Ltd.,60,06-Sep-18,38%,51.3,32.00,,,,18.00%,554,3632.04
,26624,,11410007,BM9X6W4,Bulk MRO Industrial Supply Pvt. Ltd.,30,06-Sep-18,7%,205,190.00,,,,18.00%,"1,107",7257.00
,26695,,10210874,BM9P3Z1,NIYO Engineers,1,06-Sep-18,7%,"13,853.83",12950.00,,,,18.00%,"2,494",16347.52
,26695,,10210874,BM9P9F9,NIYO Engineers,1,06-Sep-18,16%,"164,748.28",139000.00,,,,18.00%,"29,655",194402.97
,26710,,10210873,BM9P9G8,Emm Kay Lubricants,20,06-Sep-18,18%,231,190.00,,,,18.00%,832,5451.60
,26729,,11410009,BM9P9R7,Bharat Trading Company,210,06-Sep-18,49%,117,60.00,,,,12.00%,"2,948",27518.40
,26729,,11410009,BM9W4Y3,Bharat Trading Company,40,06-Sep-18,0%,27,27.00,,,,12.00%,130,1209.60
,26729,,11410009,BM9Z4K4,Bharat Trading Company,50,06-Sep-18,3%,79.2,77.00,,,,12.00%,475,4435.20
,26733,,10210876,BM9P9Y4,Geofluid Processors Pvt. Ltd.,1,06-Sep-18,8%,"29,348.00",27000.00,,,,12.00%,"3,522",32869.76
,26804,,10210871,BM9P9K8,Arihant Electronics,1,06-Sep-18,10%,"30,000.00",26907.00,,,,18.00%,"5,400",35400.00
,26850,,10210872,BM9W1L2,Laser lab India Pvt. Ltd.,1,06-Sep-18,6%,"85,262.00",80000.00,,,,18.00%,"15,347",100609.16
,26850,,10210872,BM9W3A7,Laser lab India Pvt. Ltd.,1,06-Sep-18,5%,"8,421.00",8000.00,,,,18.00%,"1,516",9936.78
,26850,,10210872,BM9W3M6,Laser lab India Pvt. Ltd.,1,06-Sep-18,5%,"7,368.00",7000.00,,,,18.00%,"1,326",8694.24
,26850,,10210872,BM9W5K2,Laser lab India Pvt. Ltd.,2,06-Sep-18,5%,"8,947.00",8500.00,,,,18.00%,"3,221",21114.92
,26850,,10210872,BM9W7V6,Laser lab India Pvt. Ltd.,1,06-Sep-18,5%,"2,105.26",2000.00,,,,18.00%,379,2484.21
,26850,,10210872,BM9Z4T8,Laser lab India Pvt. Ltd.,2,06-Sep-18,5%,"7,368.00",7000.00,,,,18.00%,"2,652",17388.48
,26855,,10610358,BM9P9U2,Laxmi Polymers,100,06-Sep-18,33%,75,50.00,,,,18.00%,"1,350",8850.00
,26949,,10210878,BM00008,Kshipraa Mechatronics,1,06-Sep-18,6%,"2,128.00",2000.00,,,,18.00%,383,2511.04
,26970,,11210062,BM9P9L8,Green Office Automation India,10,06-Sep-18,12%,90,79.00,,,,18.00%,162,1062.00
,26970,,11210062,BM9S5N1,Green Office Automation India,30,06-Sep-18,-5%,40,42.00,,,,18.00%,216,1416.00
,26970,,11210062,BM9U2N2,Green Office Automation India,5,06-Sep-18,13%,61,53.00,,,,18.00%,55,359.90
,26970,,11210062,BM9V4F6,Green Office Automation India,30,06-Sep-18,8%,61,56.00,,,,18.00%,329,2159.40
,26970,,11210062,BM9W3M7,Green Office Automation India,15,06-Sep-18,15%,27,23.00,,,,0.00%,-,405.00
,26970,,11210062,BM9W7W1,Green Office Automation India,10,06-Sep-18,0%,45,45.00,,,,12.00%,54,504.00
,26970,,11210062,BM9X7G5,Green Office Automation India,10,06-Sep-18,11%,235,210.00,,,,12.00%,282,2632.00
,26970,,11210062,BM9Z1S3,Green Office Automation India,25,06-Sep-18,12%,229,201.00,,,,12.00%,687,6412.00
,26970,,11210062,BM9Z3S2,Green Office Automation India,7,06-Sep-18,13%,62,54.00,,,,18.00%,78,512.12
,26989,,10210868,BM9P9V7,Isha Enterprises,1,06-Sep-18,5%,"46,773.00",44435.00,,,,18.00%,"8,419",55192.14
,26989,,10210868,BM9U2U9,Isha Enterprises,141,06-Sep-18,5%,566.74,538.40,,,,18.00%,"14,384",94294.20
