legacy_id,image_path
95978,https://bulkmro.com/media/catalog/product/b/m/bm0k8g5.jpg
95979,https://bulkmro.com/media/catalog/product/b/m/bm0k8i0.jpg
95980,https://bulkmro.com/media/catalog/product/b/m/bm0k9a7.jpg
95982,https://bulkmro.com/media/catalog/product/b/m/bm0k8h4.jpg
95983,https://bulkmro.com/media/catalog/product/b/m/bm0k8k2.jpg
95985,https://bulkmro.com/media/catalog/product/b/m/bm0k9k4.jpg
95992,https://bulkmro.com/media/catalog/product/b/m/bm0k9m2.jpg
95998,https://bulkmro.com/media/catalog/product/b/m/bm0k9h6.jpg
96008,https://bulkmro.com/media/catalog/product/b/m/bm0k9v3.jpg
96011,https://bulkmro.com/media/catalog/product/b/m/bm0k9z5.jpg
96013,https://bulkmro.com/media/catalog/product/b/m/bm0k8v3.jpg
96014,https://bulkmro.com/media/catalog/product/b/m/bm0k8x1.jpg
96018,https://bulkmro.com/media/catalog/product/b/m/bm0k9r1.jpg
96024,https://bulkmro.com/media/catalog/product/b/m/bm0k8g6.jpg
96026,https://bulkmro.com/media/catalog/product/b/m/bm0k8i5.jpg
96028,https://bulkmro.com/media/catalog/product/b/m/bm0k8n0.jpg
96029,https://bulkmro.com/media/catalog/product/b/m/bm0k8t8.jpg
96030,https://bulkmro.com/media/catalog/product/b/m/bm0k8w2.jpg
96033,https://bulkmro.com/media/catalog/product/b/m/bm0k8q7.jpg
96034,https://bulkmro.com/media/catalog/product/b/m/bm0k8t9.jpg
96035,https://bulkmro.com/media/catalog/product/b/m/bm0k8v9.jpg
96037,https://bulkmro.com/media/catalog/product/b/m/bm0k8x2.jpg
96042,https://bulkmro.com/media/catalog/product/b/m/bm0k9t1.jpg
96049,https://bulkmro.com/media/catalog/product/b/m/bm0k8h5.jpg
96058,https://bulkmro.com/media/catalog/product/b/m/bm0k8n9.jpg
96070,https://bulkmro.com/media/catalog/product/b/m/bm0k8l9.jpg
96071,https://bulkmro.com/media/catalog/product/b/m/bm0k8o7.jpg
96074,https://bulkmro.com/media/catalog/product/b/m/bm0k8t0.jpg
96075,https://bulkmro.com/media/catalog/product/b/m/bm0k8t5.jpg
96081,https://bulkmro.com/media/catalog/product/b/m/bm0k8m2.jpg
96082,https://bulkmro.com/media/catalog/product/b/m/bm0k8u2.jpg
96083,https://bulkmro.com/media/catalog/product/b/m/bm0k9y4.jpg
96084,https://bulkmro.com/media/catalog/product/b/m/bm0k9z6.jpg
96085,https://bulkmro.com/media/catalog/product/b/m/bm0l0a5.jpg
96086,https://bulkmro.com/media/catalog/product/b/m/bm0l0a9.jpg
96087,https://bulkmro.com/media/catalog/product/b/m/bm0l0b4.jpg
96090,https://bulkmro.com/media/catalog/product/b/m/bm0k8h2.jpg
96091,https://bulkmro.com/media/catalog/product/b/m/bm0k8k0.jpg
96092,https://bulkmro.com/media/catalog/product/b/m/bm0k8o5.jpg
96093,https://bulkmro.com/media/catalog/product/b/m/bm0k8o8.jpg
96094,https://bulkmro.com/media/catalog/product/b/m/bm0k8q2.jpg
96095,https://bulkmro.com/media/catalog/product/b/m/bm0k8r4.jpg
96096,https://bulkmro.com/media/catalog/product/b/m/bm0k8s3.jpg
96097,https://bulkmro.com/media/catalog/product/b/m/bm0k8u3.jpg
96098,https://bulkmro.com/media/catalog/product/b/m/bm0k8u8.jpg
96099,https://bulkmro.com/media/catalog/product/b/m/bm0k8w0.jpg
96100,https://bulkmro.com/media/catalog/product/b/m/bm0k9p4.jpg
96101,https://bulkmro.com/media/catalog/product/b/m/bm0k9e9.jpg
