LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage bc,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate bc,tax rate,tax amount,total
,16359,,2003072,BM9L9M2,Mahashakti Foundry and Engineering Works,100,09-Jan-2018,0.3,29.92,3278,2150,,,,0.18,18,59004,386804
,16404,,2003056,BM9L9M1,Sabar Softech Pvt. Ltd.,3,09-Jan-2018,0.03,2.91,34380,31833.3333333333,,,,0.18,18,18565.2,121705.2
,16593,,2003062,BM9J2S1,Gayatri Traders,1,09-Jan-2018,0.04,3.81,65435,60000,,,,0.18,18,11778.3,77213.3
,16690,,2003054,BM9M1X3,Bimpex Machines Pvt. Ltd.,1,09-Jan-2018,0.17,16.87,5346,4204,,,,0.18,18,962.28,6308.28
,16752,,2003061,BM9M2B7,Eureka Forbes Ltd.,2,09-Jan-2018,0.01,1.42,16900,15900,,,,0.28,28,9464,43264
,16796,,2003055,BM9A1K1,Dhiren Traders,5,09-Jan-2018,0.06,5.5,611.01,550,,,,0.18,18,549.909,3604.959
,16796,,2003055,BM9A1V7,Vivek Trading Co.,36,09-Jan-2018,0.09,8.56,230.02,200,,,,0.28,28,2318.6016,10599.3216
,16835,,2003052,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,09-Jan-2018,0.27,27.41,1346,977,,,,0.18,18,242.28,1588.28
,16836,,2003053,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,09-Jan-2018,0.08,7.51,513.56,475,,,,0.18,18,92.4408,606.0008
,16836,,2003053,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,09-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,16848,,2003057,BM0C7Q0,Stanley Black and Decker India Pvt. Ltd.,1,09-Jan-2018,0.29,29.04,2627,1864,,,,0.18,18,472.86,3099.86
,16869,,2003069,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,1,09-Jan-2018,0.53,52.61,943.22,447,,,,0.18,18,169.7796,1112.9996
,16869,,2003069,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,09-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17091,,2003166,BM9M4N6,Honeywell Automation India Ltd,1,09-Jan-2018,0.28,28.39,1251151,896000,,,,0,0,0,1251151
,17177,,2003222,BM9H6A7,Bulk MRO Service Team,4,09-Jan-2018,1,100,55122,0,,,,0,0,0,220488
,2003271,,2003271,BM9L6Q2,Krishan Brothers,4,09-Jan-2018,0.04,3.5,1826,1680,,,,0.18,18,1314.72,8618.72
,14372,,2003371,BM9L6G9,Sunshine Corporation,5,10-Jan-2018,0.36,35.71,93.33,60,,,,0.18,18,83.997,550.647
,14372,,2003371,BM9L6H1,Sunshine Corporation,2,10-Jan-2018,0.36,36.17,125.33,80,,,,0.18,18,45.1188,295.7788
,14372,,2003371,BM9L6H2,Bostan Engineering.,20,10-Jan-2018,0.2,19.52,29.82,24,,,,0.18,18,107.352,703.752
,14372,,2003371,BM9L6H3,Bostan Engineering.,12,10-Jan-2018,0.2,19.58,32.33,26,,,,0.18,18,69.8328,457.7928
,14372,,2003371,BM9L6H4,Bostan Engineering.,12,10-Jan-2018,0.19,19.43,44.68,36,,,,0.18,18,96.5088,632.6688
,14372,,2003371,BM9L6H5,Bostan Engineering.,12,10-Jan-2018,0.2,19.53,55.92,45,,,,0.18,18,120.7872,791.8272
,14372,,2003371,BM9L6H6,Bostan Engineering.,12,10-Jan-2018,0.2,19.53,65.86,53,,,,0.18,18,142.2576,932.5776
,14372,,2003371,BM9L6H7,Bostan Engineering.,12,10-Jan-2018,0.15,14.9,99.3,80,,,,0.18,18,214.488,1406.088
,14372,,2003371,BM9L6H8,Bostan Engineering.,12,10-Jan-2018,0.19,19.43,44.68,36,,,,0.18,18,96.5088,632.6688
,14372,,2003371,BM9L6H9,Bostan Engineering.,12,10-Jan-2018,0.2,19.53,65.86,53,,,,0.18,18,142.2576,932.5776
,14372,,2003371,BM9L6J1,Bostan Engineering.,12,10-Jan-2018,0.19,19.45,78.21,63,,,,0.18,18,168.9336,1107.4536
,14372,,2003371,BM9L6J2,Bostan Engineering.,12,10-Jan-2018,0.19,19.47,84.44,68,,,,0.18,18,182.3904,1195.6704
,14372,,2003371,BM9L6J3,Bostan Engineering.,10,10-Jan-2018,0.2,20.39,226.1,180,,,,0.18,18,406.98,2667.98
,14372,,2003371,BM9L6J6,Bostan Engineering.,100,10-Jan-2018,0.19,19.42,12.41,10,,,,0.18,18,223.38,1464.38
,14372,,2003371,BM9L6J7,Bostan Engineering.,100,10-Jan-2018,0.33,32.84,14.89,10,,,,0.18,18,268.02,1757.02
,14372,,2003371,BM9L6J8,Bostan Engineering.,25,10-Jan-2018,0.16,15.9,226.1,180,,,,0.18,18,1017.45,6669.95
,14372,,2003371,BM9L6J9,Bostan Engineering.,25,10-Jan-2018,0.16,15.9,288.93,230,,,,0.18,18,1300.185,8523.435
,14816,,2003085,BM9A8D3,Khas Enterprises,12,10-Jan-2018,0.04,4.32,850,775,,,,0.18,18,1836,12036
,14816,,2003085,BM9A8D3,Khas Enterprises,12,10-Jan-2018,0.04,4.32,850,775,,,,0.18,18,1836,12036
,14816,,2003085,BM9B7P5,No Supplier Details,100,10-Jan-2018,0.1,9.79,175,150,,,,0.05,5,875,18375
,14816,,2003085,BM9K9E1,Khas Enterprises,4,10-Jan-2018,0.04,4.32,850,775,,,,0.18,18,612,4012
,14816,,2003085,BM9K9E1,Khas Enterprises,4,10-Jan-2018,0.04,4.32,850,775,,,,0.18,18,612,4012
,14816,,99999063,BM9M3B3,Khas Enterprises,15,10-Jan-2018,0.18,18.36,175,135,,,,0.05,5,131.25,2756.25
,15991,,2003071,BM9L6D2,Rohnil Products,20,10-Jan-2018,0.55,55.19,1674,675,,,,0,0,0,33480
,15992,,10200124,BM9N3F6,Pergam-Suisse Ag,1,10-Jan-2018,0.41,41.33,1500000,880045.6,,,,0.18,18,270000,1770000
,16197,,2003088,BM9L9Y1,Samruddhi Industries,4,10-Jan-2018,0.16,15.51,562.5,450,,,,0.18,18,405,2655
,16197,,2003088,BM9L9Y2,Dhiren Traders,1,10-Jan-2018,0.2,20.33,145.6,109,,,,0.18,18,26.208,171.808
,16197,,2003088,BM9L9Y3,Dhiren Traders,1,10-Jan-2018,0.21,20.57,153.6,115,,,,0.18,18,27.648,181.248
,16197,,2003088,BM9L9Y4,No Supplier Details,1,10-Jan-2018,0.21,20.5,2927,2195,,,,0.18,18,526.86,3453.86
,16197,,2003088,BM9L9Y5,Valisons and Co.,6,10-Jan-2018,0.15,15.2,226.6,182,,,,0.18,18,244.728,1604.328
,16197,,2003088,BM9M1U3,Dhiren Traders,1,10-Jan-2018,0.08,7.59,4530,3982,,,,0.18,18,815.4,5345.4
,16560,,2003083,BM9K9E9,Unique Industrials,60,10-Jan-2018,0.15,15.1,627.3,504.4,,,,0.18,18,6774.84,44412.84
,16560,,2003083,BM9K9F1,Unique Industrials,25,10-Jan-2018,0.23,23.29,90,65,,,,0.18,18,405,2655
,16560,,2003083,BM9K9F2,Unique Industrials,25,10-Jan-2018,0.11,10.54,306,260,,,,0.18,18,1377,9027
,16560,,2003083,BM9K9F3,Unique Industrials,10,10-Jan-2018,0.48,48.15,3375,1750,,,,0.18,18,6075,39825
,16560,,2003083,BM9M2Y6,Unique Industrials,150,10-Jan-2018,0.07,6.6,41.62,37,,,,0.18,18,1123.74,7366.74
,16873,,2003070,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,10-Jan-2018,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,16873,,2003070,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,10-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,16890,,2003157,BM0K8H6,No Supplier Details,100,10-Jan-2018,0.24,24.06,123.1,90,,,,0.18,18,2215.8,14525.8
,16904,,2003084,BM9M3E2,Unique Industrials,164,10-Jan-2018,0.01,0.7,67.5,64,,,,0.18,18,1992.6,13062.6
,18126,,10200035,BM9B7P5,Reflectosafe,100,10-Jan-2018,0.1,9.79,175,150,,,,0.05,5,875,18375
,18126,,10200035,BM9M3B3,Reflectosafe,15,10-Jan-2018,0.1,9.79,175,150,,,,0.05,5,131.25,2756.25
,15744,,2003081,BM9L5R9,Jai Gopal Steel,1,11-Jan-2018,0.05,5,50000,47500,,,,0.18,18,9000,59000
,15744,,2003081,BM9L5S1,Jai Gopal Steel,1,11-Jan-2018,0.05,5,168421,160000,,,,0.18,18,30315.78,198736.78
,15900,,2003201,BM9L6M9,Process Automation and Controls,1,11-Jan-2018,0.17,16.86,18042,15000,,,,0.18,18,3247.56,21289.56
,15900,,2003201,BM9L6N1,Process Automation and Controls,1,11-Jan-2018,0.17,16.86,2947,2450,,,,0.18,18,530.46,3477.46
,15900,,2003201,BM9L6N2,Process Automation and Controls,1,11-Jan-2018,0.17,16.86,84.2,70,,,,0.18,18,15.156,99.356
,15911,,2003209,BM9L6C2,Lawn Care Equipments,1,11-Jan-2018,0.15,15.22,25410,20400,,,,0.12,12,3049.2,28459.2
,16069,,2003092,BM9M2R2,Precision Mass Products Private Limited,2,11-Jan-2018,0.09,8.58,19579,17900,,,,0.18,18,7048.44,46206.44
,16123,,2003120,BM9K9E9,Unique Industrials,180,11-Jan-2018,0.15,15.1,627.3,504.4,,,,0.18,18,20324.52,133238.52
,16123,,2003120,BM9K9F1,Unique Industrials,50,11-Jan-2018,0.23,23.29,90,65,,,,0.18,18,810,5310
,16123,,2003120,BM9K9F2,Unique Industrials,60,11-Jan-2018,0.11,10.54,306,260,,,,0.18,18,3304.8,21664.8
,16123,,2003120,BM9K9F3,Unique Industrials,10,11-Jan-2018,0.48,48.15,3375,1750,,,,0.18,18,6075,39825
,16123,,2003120,BM9M2Y6,Unique Industrials,200,11-Jan-2018,0.07,6.61,41.62,37,,,,0.18,18,1498.32,9822.32
,16123,,2003120,BM9M3G5,Unique Industrials,300,11-Jan-2018,0.21,21.3,49.86,37,,,,0.18,18,2692.44,17650.44
,16123,,2003120,BM9M3G6,Unique Industrials,3,11-Jan-2018,-0.02,-1.55,1762,1710,,,,0.18,18,951.48,6237.48
,16123,,2003120,BM9M3G7,Unique Industrials,2,11-Jan-2018,-0.03,-2.65,1039,1020,,,,0.18,18,374.04,2452.04
,16123,,2003120,BM9M3G8,Unique Industrials,3,11-Jan-2018,-0.1,-9.75,684,720,,,,0.18,18,369.36,2421.36
,16123,,2003120,BM9M3G9,Unique Industrials,20,11-Jan-2018,0.02,1.5,70.2,66,,,,0.18,18,252.72,1656.72
,16123,,2003120,BM9M3H1,Unique Industrials,30,11-Jan-2018,-0.1,-9.61,66.6,70,,,,0.18,18,359.64,2357.64
,16123,,2003120,BM9M3H2,Unique Industrials,6,11-Jan-2018,0.12,12.4,1877,1560,,,,0.18,18,2027.16,13289.16
,16123,,2003120,BM9M3U4,Unique Industrials,60,11-Jan-2018,0.11,10.54,306,260,,,,0.18,18,3304.8,21664.8
,16123,,2003120,BM9M3U5,Unique Industrials,60,11-Jan-2018,0.23,23.28,90,65,,,,0.18,18,972,6372
,16123,,2003120,BM9M3U6,Unique Industrials,10,11-Jan-2018,0.48,48.15,3375,1750,,,,0.18,18,6075,39825
,16123,,2003120,BM9M3U7,Unique Industrials,500,11-Jan-2018,0.07,6.61,41.62,37,,,,0.18,18,3745.8,24555.8
,16123,,2003120,BM9M3U8,Unique Industrials,120,11-Jan-2018,0.15,15.1,627.3,504.4,,,,0.18,18,13549.68,88825.68
,16755,,2003093,BM9M2P5,Dhiren Traders,4,11-Jan-2018,0.19,19.41,381.25,290,,,,0.18,18,274.5,1799.5
,16790,,2003077,BM9M2K9,D. Jag Steel,2500,11-Jan-2018,0.03,3.27,103,95,,,,0.18,18,46350,303850
,16822,,2003090,BM9M2P7,Shriram Institute For Industrial Research,1,11-Jan-2018,0.34,34.23,6842,4500,,,,0.18,18,1231.56,8073.56
,16822,,2003090,BM9M2P8,Shriram Institute For Industrial Research,1,11-Jan-2018,0.34,34.23,6842,4500,,,,0.18,18,1231.56,8073.56
,16870,,2003082,BM0W7N7,No Supplier Details,1,11-Jan-2018,0.1,9.83,1800,1572,,,,0.18,18,324,2124
,16885,,2003091,BM9M3A6,Shriram Institute For Industrial Research,1,11-Jan-2018,0.05,5.2,23312,22100,,,,0.18,18,4196.16,27508.16
,16915,,2003080,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.33,32.91,377.12,253,,,,0.18,18,67.8816,445.0016
,16937,,2003087,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.27,27.41,1346,977,,,,0.18,18,242.28,1588.28
,16961,,2003099,BM0C7H2,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.24,23.51,488.98,374,,,,0.18,18,88.0164,576.9964
,16961,,2003099,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,16962,,2003100,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,-0.03,-3.25,122.03,126,,,,0.18,18,21.9654,143.9954
,16962,,2003100,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17663,,2003429,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,17663,,2003429,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,17664,,2003430,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,17665,,2003431,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,17665,,2003431,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.1,10.34,42.38,38,,,,0.18,18,7.6284,50.0084
,17666,,2003432,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,11-Jan-2018,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,12367,,2003118,BM9C5F2,Accent Controls Pvt. Ltd.,1,12-Jan-2018,0.09,8.96,24474,21182,,,,0,0,0,24474
,14888,,2003217,BM9L1Z3,Avani Exim,2,12-Jan-2018,0.18,17.9,2126,1650,,,,0.18,18,765.36,5017.36
,16660,,2003105,BM9M1X9,LG Electronics India Pvt. Ltd.,4,12-Jan-2018,0.23,23.08,5800,4297,,,,0.28,28,6496,29696
,16691,,2003124,BM9D3R1,Aditi Associate,2,12-Jan-2018,0.16,15.85,2401,1912.5,,,,0.18,18,864.36,5666.36
,16758,,2003107,BM1A8I3,Indoelite,7,12-Jan-2018,-0.01,-0.78,9347,9000,,,,0.18,18,11777.22,77206.22
,16758,,2003107,BM1A8I5,Indoelite,1,12-Jan-2018,-0.01,-0.78,9347,9000,,,,0.18,18,1682.46,11029.46
,16758,,2003107,BM9E7Y5,Indoelite,4,12-Jan-2018,-0.01,-0.78,9347,9000,,,,0.18,18,6729.84,44117.84
,16758,,2003107,BM9E7Y6,Indoelite,6,12-Jan-2018,-0.01,-0.78,9347,9000,,,,0.18,18,10094.76,66176.76
,16764,,2003089,BM9M2L9,Omicron Marketing,35,12-Jan-2018,0.01,1.11,2500,2360,,,,0.12,12,10500,98000
,16766,,10200194,BM1A8N2,Servitec Group,300,12-Jan-2018,0.12,12.23,246.71,192.52,,,,0.12,12,8881.56,82894.56
,16766,,10200194,BM1A8N3,Servitec Group,400,12-Jan-2018,0.12,12.23,246.71,192.52,,,,0.12,12,11842.08,110526.08
,16766,,10200194,BM1A8N4,Servitec Group,300,12-Jan-2018,0.34,33.97,584.85,343.32,,,,0.12,12,21054.6,196509.6
,16766,,10200194,BM1A8N6,Servitec Group,300,12-Jan-2018,0.12,11.96,584.85,457.77,,,,0.12,12,21054.6,196509.6
,16766,,10200194,BM1A8N8,Servitec Group,300,12-Jan-2018,0.12,11.96,584.85,457.77,,,,0.12,12,21054.6,196509.6
,16766,,10200194,BM1A8O0,Servitec Group,350,12-Jan-2018,0.12,11.93,584.67,457.771428571429,,,,0.12,12,24556.14,229190.64
,16766,,10200194,BM1A8U9,Servitec Group,4,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,20966.88,195690.88
,16766,,10200194,BM1A8V0,Servitec Group,4,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,20966.88,195690.88
,16766,,10200194,BM9B9G7,Servitec Group,4,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,20966.88,195690.88
,16766,,10200194,BM9B9G8,Servitec Group,2,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,10483.44,97845.44
,16766,,10200194,BM9M2T2,Servitec Group,1,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,5241.72,48922.72
,16766,,10200194,BM9M2T3,Servitec Group,3,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,15725.16,146768.16
,16766,,10200194,BM9M2T4,Servitec Group,2,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,10483.44,97845.44
,16766,,10200194,BM9M2T5,Servitec Group,2,12-Jan-2018,0.13,12.55,43681,33962,,,,0.12,12,10483.44,97845.44
,16766,,10200194,BM9M2T6,Servitec Group,1,12-Jan-2018,0.12,12.43,51623,40192,,,,0.12,12,6194.76,57817.76
,16766,,10200194,BM9M2T7,Servitec Group,1,12-Jan-2018,0.36,36.43,1378,779,,,,0.12,12,165.36,1543.36
,16766,,10200194,BM9M2T8,Servitec Group,1,12-Jan-2018,0.33,32.74,1622,970,,,,0.12,12,194.64,1816.64
,16856,,2003162,BM9M2U7,Instruments International,1,12-Jan-2018,0.03,3.47,27000,24850,,,,0.18,18,4860,31860
,16963,,2003101,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,16963,,2003101,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,16964,,2003102,BM0C8G9,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.17,17.37,1652,1365,,,,0.18,18,297.36,1949.36
,16965,,2003103,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,16965,,2003103,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.1,10.34,42.38,38,,,,0.18,18,7.6284,50.0084
,16983,,2003110,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,16983,,2003110,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,16984,,2003111,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.27,27.41,1346,977,,,,0.18,18,242.28,1588.28
,17336,,2003359,BM9K5N6,Best It World India Pvt. Ltd.,3,12-Jan-2018,0.15,15.32,692,555,,,,0.18,18,373.68,2449.68
,17667,,2003433,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.14,13.77,550.84,475,,,,0.18,18,99.1512,649.9912
,17910,,2003572,BM0C9A0,Stanley Black and Decker India Pvt. Ltd.,1,12-Jan-2018,0.23,22.93,877.12,676,,,,0.18,18,157.8816,1035.0016
,16985,,2003112,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,0.14,13.77,550.85,475,,,,0.18,18,99.153,650.003
,16987,,2003113,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,0.14,13.77,550.85,475,,,,0.18,18,99.153,650.003
,17045,,2003137,BM0H7K2,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,0.29,28.79,12288,8750,,,,0.18,18,2211.84,14499.84
,17045,,2003137,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17054,,2003142,BM0C8Y9,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,-0.03,-3.25,122.03,126,,,,0.18,18,21.9654,143.9954
,17054,,2003142,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17911,,2003573,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,13-Jan-2018,0.14,13.77,550.85,475,,,,0.18,18,99.153,650.003
,16988,,2003114,BM0Q8Y3,Stanley Black and Decker India Pvt. Ltd.,1,14-Jan-2018,0.46,46.36,251.7,135,,,,0.18,18,45.306,297.006
,16989,,2003115,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,14-Jan-2018,0.14,13.77,550.85,475,,,,0.18,18,99.153,650.003
,16990,,2003116,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,14-Jan-2018,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,16991,,2003117,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,14-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,16991,,2003117,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,14-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,13562,,2002860,BM9L2N8,HM Digital India Pvt. Ltd.,40,15-Jan-2018,0.24,23.57,785,600,,,,0.18,18,5652,37052
,16455,,2003281,BM9M1X5,Starlite Engineer Co.,2,15-Jan-2018,0.22,21.64,9086,6711.5,,,,0,0,0,18172
,17019,,2003122,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,17020,,2003123,BM0C7V0,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,-0.09,-8.77,151.69,165,,,,0.18,18,27.3042,178.9942
,17020,,2003123,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,17025,,2003125,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,17025,,2003125,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,17026,,2003126,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.34,34.22,346.61,228,,,,0.18,18,62.3898,408.9998
,17026,,2003126,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,17668,,2003434,BM1G0E9,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.31,30.94,2288,1580,,,,0.18,18,411.84,2699.84
,17669,,2003435,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,17670,,2003436,BM1G0E9,Stanley Black and Decker India Pvt. Ltd.,1,15-Jan-2018,0.31,30.94,2288,1580,,,,0.18,18,411.84,2699.84
,17912,,2003574,BM0Q8Y4,No Supplier Details,1,15-Jan-2018,0.29,29.47,377.12,255,,,,0.18,18,67.8816,445.0016
,16034,,2003147,BM4K3Q0,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.05,4.62,19900,18086,,,,0.18,18,3582,23482
,16126,,2003131,BM9K9F7,Unique Industrials,3,16-Jan-2018,0.28,27.52,4192,2850,,,,0.18,18,2263.68,14839.68
,16126,,2003131,BM9L9H8,Unique Industrials,4,16-Jan-2018,-0.11,-11.1,7223,7700,,,,0.18,18,5200.56,34092.56
,16243,,2003158,BM9L9A1,K. C. Enterprises,1,16-Jan-2018,0.03,3.03,57087,52791,,,,0.28,28,15984.36,73071.36
,16550,,2003226,BM0W7M7,No Supplier Details,1,16-Jan-2018,0.15,15.49,3440,2752,,,,0.18,18,619.2,4059.2
,16550,,2003226,BM9M1D7,Local Purchase,3,16-Jan-2018,0.56,56,25,10,,,,0.18,18,13.5,88.5
,16550,,2003226,BM9M1D8,Local Purchase,3,16-Jan-2018,-0.38,-37.78,15,20,,,,0.18,18,8.1,53.1
,16550,,2003226,BM9M1E1,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.28,27.67,300,204,,,,0.18,18,54,354
,16550,,2003226,BM9M1E2,No Supplier Details,1,16-Jan-2018,0.07,7.41,270,250,,,,0.18,18,48.6,318.6
,16550,,2003226,BM9M1E4,Deluxe Electrical Corporation,1,16-Jan-2018,0.1,10.08,1200,1025,,,,0.18,18,216,1416
,16550,,2003226,BM9M1E5,Deluxe Electrical Corporation,1,16-Jan-2018,0.14,14.11,583.33,475,,,,0.18,18,104.9994,688.3294
,16550,,2003226,BM9M5B9,Valisons and Co.,1,16-Jan-2018,0.7,70,140,36,,,,0.18,18,25.2,165.2
,16566,,10300085,BM9M1V8,Key-tech Engineering Co.,3,16-Jan-2018,0.08,7.93,318662,293400,,,,0.18,18,172077.48,1128063.48
,16566,,10300085,BM9M1V9,Key-tech Engineering Co.,1,16-Jan-2018,0.14,13.89,318662,274400,,,,0.18,18,57359.16,376021.16
,16675,,10200023,BM9K6T1,LIGHTMEN,3,16-Jan-2018,0.03,2.83,4273,3960,,,,0.28,28,3589.32,16408.32
,16675,,10200023,BM9K7Y9,LIGHTMEN,3,16-Jan-2018,0.11,10.84,862.14,730,,,,0.28,28,724.1976,3310.6176
,16675,,10200023,BM9K7Z1,LIGHTMEN,3,16-Jan-2018,0.03,3.39,705.6,650,,,,0.28,28,592.704,2709.504
,16675,,10200023,BM9M3B1,Valisons and Co.,5,16-Jan-2018,0.03,2.58,310,288,,,,0.18,18,279,1829
,16797,,2003180,BM9M2Y4,Shah Electric Spare Product,4,16-Jan-2018,0.13,12.51,49920,41433,,,,0.18,18,35942.4,235622.4
,16797,,2003180,BM9M2Y5,Shah Electric Spare Product,4,16-Jan-2018,0.12,11.83,46763,39131,,,,0.18,18,33669.36,220721.36
,16825,,2003412,BM9M3V9,Nutronics India,1,16-Jan-2018,0.27,26.75,1600,1100,,,,0.18,18,288,1888
,16857,,2003243,BM9M2W1,Intek Instruments,2,16-Jan-2018,0.04,3.5,57000,52444.5,,,,0.18,18,20520,134520
,16955,,2003160,BM9M3Q9,Focus Industrial Solutions,1,16-Jan-2018,0.09,9.24,7066,6413,,,,0.18,18,1271.88,8337.88
,16970,,2003145,BM9M3N9,Parikh Sales,1,16-Jan-2018,0.06,5.66,15900,15000,,,,0.18,18,2862,18762
,17061,,2003148,BM0C7I5,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.33,33.29,700,467,,,,0.18,18,126,826
,17062,,2003150,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.13,13.47,368.64,319,,,,0.18,18,66.3552,434.9952
,17062,,2003150,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,16-Jan-2018,0.1,10.34,42.38,38,,,,0.18,18,7.6284,50.0084
