LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage bc,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate bc,tax rate,tax amount,total
,14968,,2002754,BM9K4L2,No Supplier Details,34,21-Nov-2017,0.14,14.32,16.34,14,,,,0.18,18,100.0008,655.5608
,14968,,2002754,BM9L1T8,No Supplier Details,34,21-Nov-2017,0.13,12.75,191.4,167,,,,0.18,18,1171.368,7678.968
,14971,,2002753,BM0C0S9,No Supplier Details,28,21-Nov-2017,0.13,13.33,45,39,,,,0.18,18,226.8,1486.8
,14971,,2002753,BM0C4G7,No Supplier Details,28,21-Nov-2017,0.1,10.36,121.6,109,,,,0.18,18,612.864,4017.664
,14971,,2002753,BM0C4H4,No Supplier Details,28,21-Nov-2017,0.1,10.43,27.91,25,,,,0.18,18,140.6664,922.1464
,14971,,2002753,BM0C4M0,No Supplier Details,28,21-Nov-2017,0.09,9.42,27.6,25,,,,0.18,18,139.104,911.904
,14971,,2002753,BM0C7Q4,No Supplier Details,28,21-Nov-2017,0.14,13.81,177.51,153,,,,0.18,18,894.6504,5864.9304
,14971,,2002753,BM0Q8Y1,No Supplier Details,28,21-Nov-2017,0.09,8.73,42.73,39,,,,0.18,18,215.3592,1411.7992
,14971,,2002753,BM1G0J3,No Supplier Details,28,21-Nov-2017,0.12,12.18,52.38,46,,,,0.18,18,263.9952,1730.6352
,14971,,2002753,BM1G0J4,No Supplier Details,28,21-Nov-2017,0.13,13.42,154.77,134,,,,0.18,18,780.0408,5113.6008
,14971,,2002753,BM9K1N8,No Supplier Details,28,21-Nov-2017,0.11,11.24,27.04,24,,,,0.18,18,136.2816,893.4016
,14971,,2002753,BM9K1N9,No Supplier Details,28,21-Nov-2017,0.14,13.92,565.72,487,,,,0.18,18,2851.2288,18691.3888
,14971,,2002753,BM9K4L2,No Supplier Details,28,21-Nov-2017,0.14,14.32,16.34,14,,,,0.18,18,82.3536,539.8736
,14971,,2002753,BM9L1T8,No Supplier Details,28,21-Nov-2017,0.13,12.75,191.4,167,,,,0.18,18,964.656,6323.856
,14762,,2002118,BM9K8Y6,Yash Filters,1,22-Nov-2017,0.02,2.26,37000,34500,,,,0.18,18,6660,43660
,14804,,2002139,BM9K9E3,Unique Industrials,150,22-Nov-2017,-0.08,-8.49,205.2,213.4,,,,0.18,18,5540.4,36320.4
,14804,,2002139,BM9K9E4,Unique Industrials,36,22-Nov-2017,-0.12,-11.53,131.4,140.638888888889,,,,0.18,18,851.472,5581.872
,14804,,2002139,BM9K9E5,Unique Industrials,10,22-Nov-2017,0.05,4.6,52.2,47.5,,,,0.18,18,93.96,615.96
,14804,,2002139,BM9K9E6,Unique Industrials,50,22-Nov-2017,0.08,7.54,34.2,30.08,,,,0.18,18,307.8,2017.8
,14804,,2002139,BM9K9E7,Unique Industrials,75,22-Nov-2017,0.13,13.49,82.8,67.9066666666667,,,,0.18,18,1117.8,7327.8
,14804,,2002139,BM9K9E8,Unique Industrials,2,22-Nov-2017,-0.18,-17.89,14198,16100,,,,0.18,18,5111.28,33507.28
,14804,,2002139,BM9K9E9,Unique Industrials,120,22-Nov-2017,0.15,15.1,627.3,504.4,,,,0.18,18,13549.68,88825.68
,14804,,2002139,BM9K9F1,Unique Industrials,30,22-Nov-2017,0.25,25.44,90,63.0666666666667,,,,0.18,18,486,3186
,14804,,2002139,BM9K9F2,Unique Industrials,60,22-Nov-2017,-0.08,-7.52,306,315.25,,,,0.18,18,3304.8,21664.8
,14804,,2002139,BM9K9F3,Unique Industrials,5,22-Nov-2017,0.45,45.21,3375,1697.6,,,,0.18,18,3037.5,19912.5
,14804,,2002139,BM9K9F4,Unique Industrials,30,22-Nov-2017,0.42,42.43,950.4,504.4,,,,0.18,18,5132.16,33644.16
,14804,,2002139,BM9K9F5,Unique Industrials,10,22-Nov-2017,0.28,28.11,208.8,140.7,,,,0.18,18,375.84,2463.84
,14804,,2002139,BM9K9F6,Unique Industrials,10,22-Nov-2017,0.13,12.61,561.6,465.6,,,,0.18,18,1010.88,6626.88
,14804,,2002139,BM9K9F7,Unique Industrials,1,22-Nov-2017,0.62,62.12,8537,2850,,,,0.18,18,1536.66,10073.66
,14804,,2002139,BM9K9F8,Unique Industrials,50,22-Nov-2017,0.44,43.81,65.7,33.96,,,,0.28,28,919.8,4204.8
,14804,,2002139,BM9K9F9,Unique Industrials,50,22-Nov-2017,-0.12,-12.3,67.5,72.76,,,,0.18,18,607.5,3982.5
,14804,,2002139,BM9K9G1,Unique Industrials,100,22-Nov-2017,0.24,23.65,40.5,29.1,,,,0.28,28,1134,5184
,14819,,2002109,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,2,22-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,135.7632,890.0032
,14826,,2002113,BM1G0E9,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.36,35.67,2456,1580,,,,0.18,18,442.08,2898.08
,14827,,2002114,BM1G0E9,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.36,35.67,2456,1580,,,,0.18,18,442.08,2898.08
,14828,,2002115,BM0C7H0,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.43,43.05,293.22,167,,,,0.18,18,52.7796,345.9996
,14829,,2002116,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.28,27.84,1354,977,,,,0.18,18,243.72,1597.72
,14832,,2002117,BM0C8G8,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.16,15.58,1630,1376,,,,0.18,18,293.4,1923.4
,14832,,2002117,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14850,,2002124,BM0C7E4,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.2,20.34,672.88,536,,,,0.18,18,121.1184,793.9984
,14850,,2002124,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,22-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14712,,2002122,BM9K9A8,Ablroots Blowers Pvt. Ltd.,1,23-Nov-2017,0.05,5,96501,91676,,,,0.18,18,17370.18,113871.18
,14753,,2002176,BM9K8Y4,Bosch Ltd.,1,23-Nov-2017,0.19,18.81,5476,4200,,,,0.18,18,985.68,6461.68
,14753,,2002176,BM9K8Y8,Bostan Engineering.,1,23-Nov-2017,0.18,17.84,2433,1890,,,,0.18,18,437.94,2870.94
,14753,,2002176,BM9K8Y9,Bostan Engineering.,1,23-Nov-2017,0.16,15.9,21188,16868,,,,0.18,18,3813.84,25001.84
,14753,,2002176,BM9K8Z1,Bostan Engineering.,1,23-Nov-2017,0.16,15.86,1658,1320,,,,0.18,18,298.44,1956.44
,14753,,2002176,BM9K8Z2,Bostan Engineering.,1,23-Nov-2017,0.16,15.88,2261,1800,,,,0.18,18,406.98,2667.98
,14753,,2002176,BM9K8Z3,Bostan Engineering.,1,23-Nov-2017,0.46,46,50,25,,,,0.18,18,9,59
,14815,,10610040,BM9K9D8,Shraddha Tooling Systems,1,23-Nov-2017,0.08,7.94,49140,45240,,,,0.18,18,8845.2,57985.2
,14815,,10610040,BM9K9D8,Shraddha Tooling Systems,4,23-Nov-2017,0.08,7.94,49140,45240,,,,0.18,18,35380.8,231940.8
,14815,,10610040,BM9K9D9,Shraddha Tooling Systems,5,23-Nov-2017,0.11,11.35,51030,45240,,,,0.18,18,45927,301077
,14842,,2002143,BM0C8T1,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.15,15.24,29883,25329,,,,0.18,18,5378.94,35261.94
,14852,,2002125,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.28,27.84,1354,977,,,,0.18,18,243.72,1597.72
,14853,,2002126,BM0Q8Y6,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.44,43.89,639.83,359,,,,0.18,18,115.1694,754.9994
,14853,,2002126,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14854,,2002127,BM0C7I4,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.2,19.81,872.88,700,,,,0.18,18,157.1184,1029.9984
,14854,,2002127,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14855,,2002128,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.28,27.84,1354,977,,,,0.18,18,243.72,1597.72
,14877,,2002129,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14878,,2002130,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14879,,2002131,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14880,,2002132,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.48,47.81,220.34,115,,,,0.18,18,39.6612,260.0012
,14881,,2002133,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,14882,,2002134,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14895,,2002160,BM9K9E5,Unique Industrials,100,23-Nov-2017,0.04,4.44,52.2,47.53,,,,0.18,18,939.6,6159.6
,14895,,2002160,BM9K9E6,Unique Industrials,50,23-Nov-2017,0.08,7.54,34.2,30.08,,,,0.18,18,307.8,2017.8
,14895,,2002160,BM9K9E7,Unique Industrials,100,23-Nov-2017,0.14,13.5,82.8,67.9,,,,0.18,18,1490.4,9770.4
,14895,,2002160,BM9K9E9,Unique Industrials,60,23-Nov-2017,0.15,15.1,627.3,504.4,,,,0.18,18,6774.84,44412.84
,14895,,2002160,BM9K9F1,Unique Industrials,30,23-Nov-2017,0.25,25.44,90,63.0666666666667,,,,0.18,18,486,3186
,14895,,2002160,BM9K9F2,Unique Industrials,50,23-Nov-2017,-0.08,-7.52,306,315.26,,,,0.18,18,2754,18054
,14895,,2002160,BM9K9F4,Unique Industrials,60,23-Nov-2017,0.09,9.23,950.4,820,,,,0.18,18,10264.32,67288.32
,14895,,2002160,BM9K9F5,Unique Industrials,30,23-Nov-2017,0.28,28.13,208.8,140.666666666667,,,,0.18,18,1127.52,7391.52
,14895,,2002160,BM9K9F6,Unique Industrials,50,23-Nov-2017,0.13,12.6,561.6,465.6,,,,0.18,18,5054.4,33134.4
,14895,,2002160,BM9L1W4,Unique Industrials,100,23-Nov-2017,-0.08,-8.28,121.5,126.1,,,,0.18,18,2187,14337
,14895,,2002160,BM9L1W5,Unique Industrials,50,23-Nov-2017,0.05,4.8,17.1,15.52,,,,0.18,18,153.9,1008.9
,14895,,2002160,BM9L1W6,Unique Industrials,50,23-Nov-2017,0.03,2.61,52.2,48.5,,,,0.18,18,469.8,3079.8
,14895,,2002160,BM9L1W7,Unique Industrials,90,23-Nov-2017,-0.12,-11.53,131.4,140.655555555556,,,,0.18,18,2128.68,13954.68
,14895,,2002160,BM9L1W8,Unique Industrials,90,23-Nov-2017,-0.08,-8.49,205.2,213.4,,,,0.18,18,3324.24,21792.24
,14895,,2002160,BM9L1W9,Unique Industrials,90,23-Nov-2017,-0.12,-11.93,288.9,310.4,,,,0.18,18,4680.18,30681.18
,14895,,2002160,BM9L1X1,Unique Industrials,50,23-Nov-2017,0.23,22.61,745.2,543.2,,,,0.18,18,6706.8,43966.8
,14895,,2002160,BM9L1X2,Unique Industrials,60,23-Nov-2017,0.06,5.93,346.5,310.4,,,,0.18,18,3742.2,24532.2
,14895,,2002160,BM9L1X3,Unique Industrials,10,23-Nov-2017,0.05,4.68,17.1,15.5,,,,0.18,18,30.78,201.78
,15136,,2002252,BM0C7A3,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.33,32.53,4211,2841,,,,0.18,18,757.98,4968.98
,15136,,2002252,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,23-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,12895,,2002144,BM9E7R8,Deluxe Electrical Corporation,1,24-Nov-2017,0.14,13.83,36300,29650,,,,0.18,18,6534,42834
,13503,,2002206,BM9K2A7,India Tools and Instruments Co,1,24-Nov-2017,0.13,13.44,6824,5600,,,,0.18,18,1228.32,8052.32
,13717,,2002142,BM9K3X7,Wurth Elektronik Services India Pvt. Ltd.,20,24-Nov-2017,0.04,3.92,719.57,659,,,,0.18,18,2590.452,16981.852
,14429,,2002204,BM9J8Y2,Vitronics (India),2,24-Nov-2017,-0.01,-1.13,4576,4422,,,,0.18,18,1647.36,10799.36
,14857,,2002205,BM9L1Q1,Krishan Brothers,2,24-Nov-2017,0.17,16.94,3882,3050,,,,0.18,18,1397.52,9161.52
,14902,,2002140,BM0Q8Y3,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.46,46.36,251.7,135,,,,0.18,18,45.306,297.006
,14903,,2002141,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14903,,2002141,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,14927,,2002145,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14928,,2002146,BM0Q8X7,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.48,47.81,220.34,115,,,,0.18,18,39.6612,260.0012
,14967,,2002273,BM0K8G4,Evergreen Sales,50,24-Nov-2017,0.22,22.39,33.5,26,,,,0.05,5,83.75,1758.75
,14973,,2002175,BM9L1X8,Spectra Connectronics LLP,6,24-Nov-2017,0.33,33.27,321.43,200,,,,0.18,18,347.1444,2275.7244
,14973,,2002175,BM9L1X9,Spectra Connectronics LLP,6,24-Nov-2017,0.33,32.67,350,220,,,,0.18,18,378,2478
,14984,,2002167,BM0C8H6,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.14,13.7,2438,2104,,,,0.18,18,438.84,2876.84
,14984,,2002167,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,24-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,14929,,2002147,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.3,29.67,379.66,267,,,,0.18,18,68.3388,447.9988
,14931,,2002148,BM0C8W6,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.23,22.66,1699,1314,,,,0.18,18,305.82,2004.82
,14936,,2002149,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14937,,2002150,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14938,,2002151,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14938,,2002151,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,14955,,2002157,BM0K9T2,Kohinoor Paints Mart,50,25-Nov-2017,0.28,28.37,40.4,27.12,,,,0.18,18,363.6,2383.6
,14985,,2002168,BM0Q8X8,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.09,8.82,186.44,170,,,,0.18,18,33.5592,219.9992
,14985,,2002168,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,25-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,15092,,2002230,BM1G0F0,Stanley Black and Decker India Pvt. Ltd.,2,25-Nov-2017,0.15,14.96,24553,20971,,,,0.18,18,8839.08,57945.08
,15309,,2002433,BM3X5A6,Anmol Safety Products Pvt. Ltd.,5,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,720,4720
,15309,,2002433,BM3X5A7,Anmol Safety Products Pvt. Ltd.,6,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,864,5664
,15309,,2002433,BM3X5A8,Anmol Safety Products Pvt. Ltd.,6,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,864,5664
,15309,,2002433,BM4H8M4,Anmol Safety Products Pvt. Ltd.,3,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,432,2832
,15310,,2003653,BM9J8D5,Anmol Safety Products Pvt. Ltd.,3,25-Nov-2017,-0.23,-23.38,800,975,,,,0.18,18,432,2832
,15857,,99999013,BM3X4Z4,Shreenathji Welding And Safety Pvt. Ltd.,30,25-Nov-2017,0.01,0.52,250,200,,,,0.12,12,900,8400
,15857,,99999013,BM9G8N6,Shreenathji Welding And Safety Pvt. Ltd.,50,25-Nov-2017,0.06,6,40,34,,,,0.18,18,360,2360
,16014,,2002660,BM3X5A6,Anmol Safety Products Pvt. Ltd.,2,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,288,1888
,16014,,2002660,BM3X5A7,Anmol Safety Products Pvt. Ltd.,4,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,576,3776
,16014,,2002660,BM3X5A8,Anmol Safety Products Pvt. Ltd.,1,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,144,944
,16014,,2002660,BM3X5A8,Anmol Safety Products Pvt. Ltd.,4,25-Nov-2017,-0.23,-23,800,975,,,,0.18,18,576,3776
,16014,,2002660,BM3X5A9,Anmol Safety Products Pvt. Ltd.,1,25-Nov-2017,-0.26,-26.38,800,975,,,,0.18,18,144,944
,14941,,2002153,BM0C7I7,Stanley Black and Decker India Pvt. Ltd.,1,26-Nov-2017,0.28,27.84,1354,977,,,,0.18,18,243.72,1597.72
,14942,,2002154,BM0C7H0,Stanley Black and Decker India Pvt. Ltd.,1,26-Nov-2017,0.43,43.05,293.22,167,,,,0.18,18,52.7796,345.9996
,14943,,2002155,BM0C7V1,Valisons and Co.,1,26-Nov-2017,0.36,35.57,266.95,172,,,,0.18,18,48.051,315.001
,14986,,2002170,BM0C7V0,Stanley Black and Decker India Pvt. Ltd.,1,26-Nov-2017,-0.07,-6.98,154.24,165,,,,0.18,18,27.7632,182.0032
,14986,,2002170,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,26-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,13504,,2002222,BM9K7Y4,Dhanlaxmi Engineer,2,27-Nov-2017,0.18,17.79,10299,8004,,,,0.28,28,5767.44,26365.44
,14972,,2002161,BM9G8G5,No Supplier Details,600,27-Nov-2017,0.02,1.93,7.35,7,,,,0.28,28,1234.8,5644.8
,14987,,2002172,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,14988,,2002173,BM0Q8Y3,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.46,46.36,251.7,135,,,,0.18,18,45.306,297.006
,14988,,2002173,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,14989,,2002612,BM9J2R1,Mahavir Hydraulics Pvt. Ltd.,3,27-Nov-2017,0.16,16.49,3341,2640,,,,0.18,18,1804.14,11827.14
,14989,,2002612,BM9J2R2,Mahavir Hydraulics Pvt. Ltd.,1,27-Nov-2017,0.16,16.49,3341,2640,,,,0.18,18,601.38,3942.38
,14989,,2002612,BM9J2R3,Mahavir Hydraulics Pvt. Ltd.,1,27-Nov-2017,0.16,16.49,3341,2640,,,,0.18,18,601.38,3942.38
,14989,,2002612,BM9J2R5,Mahavir Hydraulics Pvt. Ltd.,3,27-Nov-2017,0.16,16.49,3341,2640,,,,0.18,18,1804.14,11827.14
,15007,,2002184,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,15008,,2002185,BM0Q8Y4,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.32,32.38,377.12,255,,,,0.18,18,67.8816,445.0016
,15009,,2002186,BM0Q8Y3,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.46,46.36,251.7,135,,,,0.18,18,45.306,297.006
,15009,,2002186,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.1,10.34,21.19,19,,,,0.18,18,3.8142,25.0042
,15010,,2002187,BM0Q8Y3,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.46,46.36,251.7,135,,,,0.18,18,45.306,297.006
,15011,,2002188,BM0Q8Y3,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.46,46.36,251.7,135,,,,0.18,18,45.306,297.006
,15012,,2002189,BM1G0M4,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.26,25.96,432.2,320,,,,0.18,18,77.796,509.996
,15013,,2002190,BM0Q8X8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.49,49.47,336.44,170,,,,0.18,18,60.5592,396.9992
,15014,,2002191,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.3,29.67,379.66,267,,,,0.18,18,68.3388,447.9988
,15015,,2002192,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,2,27-Nov-2017,0.3,29.67,379.66,267,,,,0.18,18,136.6776,895.9976
,15016,,2002193,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.33,33.36,379.66,253,,,,0.18,18,68.3388,447.9988
,15017,,2002194,BM0C7P6,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.33,33.36,379.66,253,,,,0.18,18,68.3388,447.9988
,15017,,2002194,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,15018,,2002195,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,15019,,2002196,BM0Q8Y7,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.4,40.41,845.76,504,,,,0.18,18,152.2368,997.9968
,15020,,2002197,BM0O6H8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.18,18.02,694.07,569,,,,0.18,18,124.9326,819.0026
,15041,,2002207,BM0C8G8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.16,15.58,1630,1376,,,,0.18,18,293.4,1923.4
,15041,,2002207,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,15042,,2002208,BM0Q8Y0,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.26,25.96,950.85,704,,,,0.18,18,171.153,1122.003
,15042,,2002208,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,15043,,2002209,BM0Q8Y0,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.26,25.96,950.85,704,,,,0.18,18,171.153,1122.003
,15043,,2002209,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,15044,,2002210,BM0Q8Y6,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.44,43.89,639.83,359,,,,0.18,18,115.1694,754.9994
,15044,,2002210,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,15045,,2002211,BM0C8G8,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.16,15.58,1630,1376,,,,0.18,18,293.4,1923.4
,15045,,2002211,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,27-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,13965,,2002573,BM9K5N6,Best It World India Pvt. Ltd.,5,28-Nov-2017,0.15,15.32,692,555,,,,0.18,18,622.8,4082.8
,14352,,2002217,BM9K6X6,E-Square Alliance Pvt. Ltd.,40,28-Nov-2017,0.02,2.07,63.16,59,,,,0.18,18,454.752,2981.152
,14391,,2002462,BM9K9B2,Bits N Bytes Soft Pvt. Ltd.,4,28-Nov-2017,0.04,4.3,8391,7653,,,,0.18,18,6041.52,39605.52
,14616,,2002216,BM9K8X2,Aps Lifetech,1,28-Nov-2017,0.2,20.42,10188,7650,,,,0.18,18,1833.84,12021.84
,14653,,2002226,BM9C4L6,Werner Finley Pvt. Ltd,1,28-Nov-2017,0.17,16.67,1200,1000,,,,0.18,18,216,1416
,14653,,2002226,BM9K8G5,Werner Finley Pvt. Ltd,20,28-Nov-2017,0.05,5.26,285,270,,,,0.18,18,1026,6726
,14904,,2002221,BM9J9W4,Valisons and Co.,10,28-Nov-2017,0.25,25.49,44.29,31,,,,0.18,18,79.722,522.622
,14904,,2002221,BM9L1T4,Deluxe Electrical Corporation,3,28-Nov-2017,0.06,5.5,2572,2315,,,,0.18,18,1388.88,9104.88
,15068,,2002213,BM0C9M8,Stanley Black and Decker India Pvt. Ltd.,1,28-Nov-2017,0.36,35.64,354.24,228,,,,0.18,18,63.7632,418.0032
,15068,,2002213,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,28-Nov-2017,0.1,10.31,42.37,38,,,,0.18,18,7.6266,49.9966
,15093,,2002231,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,28-Nov-2017,0.08,7.51,513.56,475,,,,0.18,18,92.4408,606.0008
,15093,,2002231,BM99999,Stanley Black and Decker India Pvt. Ltd.,1,28-Nov-2017,0.11,11.03,106.78,95,,,,0.18,18,19.2204,126.0004
,15748,,2002574,BM9K5N6,Best It World India Pvt. Ltd.,5,28-Nov-2017,0.15,15.32,692,555,,,,0.18,18,622.8,4082.8
,13889,,2002249,BM9K4V1,Dhiren Traders,2,29-Nov-2017,0.26,25.57,2960,2070,,,,0.18,18,1065.6,6985.6
,14001,,2002246,BM9K6L5,Teknic Plastic,10,29-Nov-2017,0.2,19.78,1403,1062.5,,,,0.18,18,2525.4,16555.4
,14001,,2002246,BM9K6L6,Teknic Plastic,10,29-Nov-2017,0.2,19.78,1403,1062.5,,,,0.18,18,2525.4,16555.4
,14261,,2002251,BM9F3D7,S.P. Air Tools Pvt. Ltd.,5,29-Nov-2017,0.3,30.43,6100,3969.6,,,,0.18,18,5490,35990
,14322,,2002258,BM9K7B3,Indus Technologies,10,29-Nov-2017,0.03,3.48,1141,1050,,,,0.18,18,2053.8,13463.8
,15079,,2002228,BM0Q8U1,Stanley Black and Decker India Pvt. Ltd.,2,29-Nov-2017,0.31,31.38,651.44,447,,,,0.18,18,234.5184,1537.3984
,15094,,2002232,BM0C7U8,Stanley Black and Decker India Pvt. Ltd.,1,29-Nov-2017,0.08,7.51,513.56,475,,,,0.18,18,92.4408,606.0008
