Inquiry,Order Number,Sales Quote,Product Sku,Duplicate SKU,No Of Count,Tax Different SO,Sales Quote Row Tax Rate,Sheet Tax Rate
1401,200202,1156,BM1A6S3,Yes,2,No,,
1401,200202,1156,BM1A6S4,Yes,2,No,,
1401,200202,1156,BM1A6S5,Yes,2,No,,
1401,200202,1156,BM1A6S6,Yes,2,No,,
1401,200202,1156,BM1A6S7,Yes,2,No,,
1401,200202,1156,BM1A6S8,Yes,2,No,,
1401,200202,1156,BM1A6S9,Yes,2,No,,
1401,200202,1156,BM1A6T0,Yes,2,No,,
1401,200202,1156,BM1A6T1,Yes,2,No,,
1401,200202,1156,BM1A6T3,Yes,2,No,,
1401,200202,1156,BM1A6T4,Yes,2,No,,
1401,200202,1156,BM1A6T5,Yes,2,No,,
1401,200202,1156,BM1A6T6,Yes,2,No,,
1401,200202,1156,BM1A6T7,Yes,2,No,,
1401,200202,1156,BM1A6T8,Yes,2,No,,
1401,200202,1156,BM1A6T9,Yes,2,No,,
1401,200202,1156,BM1A6U0,Yes,2,No,,
1401,200202,1156,BM1A6U1,Yes,2,No,,
1401,200202,1156,BM1A6U2,Yes,2,No,,
1401,200202,1156,BM1A6U3,Yes,2,No,,
1401,200202,1156,BM1A6U4,Yes,2,No,,
1401,200202,1156,BM1A6U5,Yes,2,No,,
1401,200202,1156,BM1A6U6,Yes,2,No,,
1401,200202,1156,BM1A6U7,Yes,2,No,,
1401,200202,1156,BM1A6U8,Yes,2,No,,
1401,200202,1156,BM1A6U9,Yes,2,No,,
1401,200202,1156,BM1A6V0,Yes,2,No,,
1401,200202,1156,BM1A6V1,Yes,2,No,,
1401,200202,1156,BM1A6V2,Yes,2,No,,
1401,200202,1156,BM1A6V3,Yes,2,No,,
1401,200202,1156,BM1A6V5,Yes,2,No,,
1401,200202,1156,BM1A6V7,Yes,2,No,,
1401,200202,1156,BM1A6V8,Yes,2,No,,
1401,200202,1156,BM1A6V9,Yes,2,No,,
1401,200202,1156,BM1A6W0,Yes,2,No,,
1401,200202,1156,BM1A6W1,Yes,2,No,,
1401,200202,1156,BM1A6W2,Yes,2,No,,
1401,200202,1156,BM1A6W3,Yes,2,No,,
1401,200202,1156,BM1A6W4,Yes,2,No,,
1401,200202,1156,BM1A6W5,Yes,2,No,,
1401,200202,1156,BM1A6W6,Yes,2,No,,
1401,200202,1156,BM1A6W7,Yes,2,No,,
1401,200202,1156,BM1A6W8,Yes,2,No,,
1401,200202,1156,BM1A6W9,Yes,2,No,,
1401,200202,1156,BM1A6X0,Yes,2,No,,
1401,200202,1156,BM1A6X1,Yes,2,No,,
1401,200202,1156,BM1A6X2,Yes,2,No,,
1401,200202,1156,BM1A6X3,Yes,2,No,,
1401,200202,1156,BM1A6X4,Yes,2,No,,
1401,200202,1156,BM1A6X5,Yes,2,No,,
1401,200202,1156,BM1A6X6,Yes,2,No,,
1401,200202,1156,BM1A6X7,Yes,2,No,,
1401,200202,1156,BM1A6X8,Yes,2,No,,
1401,200202,1156,BM1A6Y0,Yes,2,No,,
1401,200202,1156,BM1A6Y1,Yes,2,No,,
1401,200202,1156,BM1A6Y2,Yes,2,No,,
1401,200202,1156,BM1A6Y3,Yes,2,No,,
1401,200202,1156,BM1A6Y4,Yes,2,No,,
1401,200202,1156,BM1A6Y5,Yes,2,No,,
1401,200202,1156,BM1A6Y6,Yes,2,No,,
1401,200202,1156,BM1A6Y7,Yes,2,No,,
1401,200202,1156,BM1A6Z0,Yes,2,No,,
1401,200202,1156,BM1A6Z1,Yes,2,No,,
1401,200202,1156,BM1A6Z2,Yes,2,No,,
1401,200202,1156,BM1A6Z3,Yes,2,No,,
1401,200202,1156,BM1A6Z4,Yes,2,No,,
1401,200202,1156,BM1A6Z5,Yes,2,No,,
1401,200202,1156,BM1A6Z6,Yes,2,No,,
1401,200202,1156,BM1A6Z7,Yes,2,No,,
1401,200202,1156,BM1A6Z8,Yes,2,No,,
1401,200202,1156,BM1A6Z9,Yes,2,No,,
1401,200202,1156,BM1A7A0,Yes,2,No,,
1401,200202,1156,BM1A7A1,Yes,2,No,,
1401,200202,1156,BM1A7A2,Yes,2,No,,
1401,200202,1156,BM1A7A3,Yes,2,No,,
1401,200202,1156,BM1A7B2,Yes,2,No,,
4193,200203,62,BM1B2S1,Yes,2,No,,
4193,200203,62,BM1B2S2,Yes,2,No,,
4193,200203,62,BM1B2S3,Yes,2,No,,
4277,200204,645,BM0O7H4,Yes,2,No,,
4277,200204,645,BM0O8L2,Yes,2,No,,
4277,200204,645,BM0O8L3,Yes,2,No,,
4277,200204,645,BM0O8L4,Yes,2,No,,
4277,200204,645,BM0O8L5,Yes,2,No,,
4277,200204,645,BM0O8L6,Yes,2,No,,
4277,200204,645,BM0O8L7,Yes,2,No,,
4277,200204,645,BM0O8L8,Yes,2,No,,
4277,200204,645,BM0O8L9,Yes,2,No,,
4277,200204,645,BM0O8M0,Yes,2,No,,
4277,200204,645,BM0O8M1,Yes,2,No,,
4277,200204,645,BM0O8M2,Yes,2,No,,
4277,200204,645,BM0O8M3,Yes,2,No,,
4277,200204,645,BM0O8M4,Yes,2,No,,
4277,200204,645,BM0O8M5,Yes,2,No,,
4277,200204,645,BM0O8M6,Yes,2,No,,
4277,200204,645,BM0O8M7,Yes,2,No,,
4277,200204,645,BM0O8M8,Yes,2,No,,
4277,200204,645,BM0O8M9,Yes,2,No,,
4277,200204,645,BM0O8N0,Yes,2,No,,
4277,200204,645,BM0O8N1,Yes,2,No,,
4277,200204,645,BM0O8N2,Yes,2,No,,
4277,200204,645,BM0O8N3,Yes,2,No,,
4277,200204,645,BM0O8N4,Yes,2,No,,
4277,200204,645,BM0O8N5,Yes,2,No,,
4277,200204,645,BM0O8N6,Yes,2,No,,
4277,200204,645,BM0O8N7,Yes,2,No,,
4277,200204,645,BM0O8N8,Yes,2,No,,
4277,200204,645,BM0O8O0,Yes,2,No,,
4277,200204,645,BM0O8O1,Yes,2,No,,
4277,200204,645,BM0O8O2,Yes,2,No,,
4277,200204,645,BM0O8O3,Yes,2,No,,
4277,200204,645,BM0O8O4,Yes,2,No,,
4277,200204,645,BM0O8O5,Yes,2,No,,
4316,200205,35,BM1B1L1,Yes,2,No,,
4316,200205,35,BM1B2C5,Yes,2,No,,
4316,200205,35,BM1B2C6,Yes,2,No,,
4316,200205,35,BM1B2C7,Yes,2,No,,
4316,200205,35,BM1B2H8,Yes,2,No,,
4455,200206,3,BM0O7M9,Yes,2,No,,
4455,200206,3,BM0O7N0,Yes,2,No,,
4455,200206,3,BM0O7N1,Yes,2,No,,
4455,200206,3,BM0O7N2,Yes,2,No,,
4455,200206,3,BM0O7N3,Yes,2,No,,
4455,200206,3,BM0O7N4,Yes,2,No,,
4455,200206,3,BM0O7N5,Yes,2,No,,
4455,200206,3,BM0O7N6,Yes,2,No,,
4455,200206,3,BM0O7N7,Yes,2,No,,
4455,200206,3,BM0O7N8,Yes,2,No,,
4455,200206,3,BM0O7N9,Yes,2,No,,
2065,200207,1376,BM0C0Y2,Yes,2,No,,
2065,200207,1376,BM0C1B5,Yes,2,No,,
2065,200207,1376,BM0C1D6,Yes,2,No,,
2065,200207,1376,BM0C7C6,Yes,2,No,,
2065,200207,1376,BM0C7Q2,Yes,2,No,,
2065,200207,1376,BM0C7Q3,Yes,2,No,,
2065,200207,1376,BM0C7U5,Yes,2,No,,
2065,200207,1376,BM0C8H4,Yes,2,No,,
2065,200207,1376,BM0C8H6,Yes,2,No,,
2065,200207,1376,BM0C9D2,Yes,2,No,,
2065,200207,1376,BM0C9E1,Yes,2,No,,
2065,200207,1376,BM0C9E2,Yes,2,No,,
2065,200207,1376,BM0C9E3,Yes,2,No,,
2065,200207,1376,BM0C9E4,Yes,2,No,,
2065,200207,1376,BM0L8L7,Yes,2,No,,
2065,200207,1376,BM0L8M3,Yes,2,No,,
2065,200207,1376,BM0L8N2,Yes,2,No,,
2065,200207,1376,BM0L8P2,Yes,2,No,,
2065,200207,1376,BM0L8P9,Yes,2,No,,
2065,200207,1376,BM0L8Q3,Yes,2,No,,
2065,200207,1376,BM0L8Q4,Yes,2,No,,
2065,200207,1376,BM0L8Q5,Yes,2,No,,
2065,200207,1376,BM0L8Q6,Yes,2,No,,
2065,200207,1376,BM0L8Q7,Yes,2,No,,
2065,200207,1376,BM0O4D1,Yes,2,No,,
2065,200207,1376,BM0Z1F8,Yes,2,No,,
1587,200208,1373,BM0C7B2,Yes,2,No,,
1587,200208,1373,BM0C7C1,Yes,2,No,,
1587,200208,1373,BM0C7C6,Yes,2,No,,
1587,200208,1373,BM0C7L5,Yes,2,No,,
1587,200208,1373,BM0C7M1,Yes,2,No,,
1587,200208,1373,BM0C7O7,Yes,2,No,,
1587,200208,1373,BM0C7P6,Yes,2,No,,
1587,200208,1373,BM0C7Q6,Yes,2,No,,
1587,200208,1373,BM0C7Q8,Yes,2,No,,
1587,200208,1373,BM0C7R3,Yes,2,No,,
1587,200208,1373,BM0C7R4,Yes,2,No,,
1587,200208,1373,BM0C7R5,Yes,2,No,,
1587,200208,1373,BM0C7R6,Yes,2,No,,
1587,200208,1373,BM0C7R7,Yes,2,No,,
1587,200208,1373,BM0C7S0,Yes,2,No,,
1587,200208,1373,BM0C7S1,Yes,2,No,,
1587,200208,1373,BM0C7V0,Yes,2,No,,
1587,200208,1373,BM0C8E9,Yes,2,No,,
1587,200208,1373,BM0C8F1,Yes,2,No,,
1587,200208,1373,BM0C8T9,Yes,2,No,,
1587,200208,1373,BM0C8Z1,Yes,2,No,,
1587,200208,1373,BM0C9B1,Yes,2,No,,
1587,200208,1373,BM0C9C1,Yes,2,No,,
1587,200208,1373,BM0C9D0,Yes,2,No,,
1587,200208,1373,BM0C9E2,Yes,2,No,,
1587,200208,1373,BM0C9F9,Yes,2,No,,
1587,200208,1373,BM0C9M8,Yes,2,No,,
1587,200208,1373,BM1A4B3,Yes,2,No,,
1587,200208,1373,BM1A6A0,Yes,2,No,,
1587,200208,1373,BM1A6A3,Yes,2,No,,
1587,200208,1373,BM1A7H7,Yes,2,No,,
1587,200208,1373,BM1A7I4,Yes,2,No,,
1587,200208,1373,BM1A7J9,Yes,2,No,,
1587,200208,1373,BM1A7K5,Yes,2,No,,
1587,200208,1373,BM1A7N8,Yes,2,No,,
1587,200208,1373,BM1A7Q8,Yes,2,No,,
1587,200208,1373,BM1A7W4,Yes,2,No,,
1587,200208,1373,BM1A7W7,Yes,2,No,,
1587,200208,1373,BM1A7W9,Yes,2,No,,
1587,200208,1373,BM1A7X0,Yes,2,No,,
1587,200208,1373,BM1A7X1,Yes,2,No,,
1587,200208,1373,BM1A7X4,Yes,2,No,,
1587,200208,1373,BM1A7Y2,Yes,2,No,,
1587,200208,1373,BM1A7Y4,Yes,2,No,,
1587,200208,1373,BM1A7Z3,Yes,2,No,,
1587,200208,1373,BM1A7Z7,Yes,2,No,,
1587,200208,1373,BM1A8A0,Yes,2,No,,
1587,200208,1373,BM1A8A1,Yes,2,No,,
1587,200208,1373,BM1A8A2,Yes,2,No,,
1587,200208,1373,BM1A8D9,Yes,2,No,,
1587,200208,1373,BM1A8E3,Yes,2,No,,
1587,200208,1373,BM1A8E4,Yes,2,No,,
1587,200208,1373,BM1A8E5,Yes,2,No,,
1587,200208,1373,BM1A8E6,Yes,2,No,,
1587,200208,1373,BM1A8G4,Yes,2,No,,
1587,200208,1373,BM1A8G5,Yes,2,No,,
1587,200208,1373,BM1A9A5,Yes,2,No,,
1587,200208,1373,BM1A9A6,Yes,2,No,,
2005,200209,853,BM1A8J9,Yes,2,No,,
2005,200209,853,BM1A8K0,Yes,2,No,,
2005,200209,853,BM1A8K1,Yes,2,No,,
2005,200209,853,BM1A9B2,Yes,2,No,,
2008,200210,870,BM0C7G2,Yes,2,No,,
2008,200210,870,BM0C7N8,Yes,2,No,,
2008,200210,870,BM0C7T2,Yes,2,No,,
2008,200210,870,BM0C8L7,Yes,2,No,,
2008,200210,870,BM0C8L8,Yes,2,No,,
2008,200210,870,BM0C8U4,Yes,2,No,,
2008,200210,870,BM0C8U7,Yes,2,No,,
2008,200210,870,BM0C8U8,Yes,2,No,,
2008,200210,870,BM0C8U9,Yes,2,No,,
2008,200210,870,BM0C8V0,Yes,2,No,,
2008,200210,870,BM0C8V1,Yes,2,No,,
2008,200210,870,BM0C8X3,Yes,2,No,,
2008,200210,870,BM0C8X4,Yes,2,No,,
2008,200210,870,BM0C8X5,Yes,2,No,,
2008,200210,870,BM0C8X8,Yes,2,No,,
2008,200210,870,BM0C9G5,Yes,2,No,,
1765,200212,775,BM1A8V8,Yes,2,No,,
1765,200212,775,BM1A8V9,Yes,2,No,,
1765,200212,775,BM1A8W0,Yes,2,No,,
1765,200212,775,BM1A8W1,Yes,2,No,,
1765,200212,775,BM1A8W2,Yes,2,No,,
1765,200212,775,BM1A8W3,Yes,2,No,,
1765,200212,775,BM1A8W4,Yes,2,No,,
1765,200212,775,BM1A8W5,Yes,2,No,,
1765,200212,775,BM1A8W6,Yes,2,No,,
1765,200212,775,BM1A8W7,Yes,2,No,,
1765,200212,775,BM1A8W8,Yes,2,No,,
1765,200212,775,BM1A8W9,Yes,2,No,,
2058,200213,867,BM0C7A0,Yes,2,No,,
2058,200213,867,BM0C7B0,Yes,2,No,,
2058,200213,867,BM0C7B1,Yes,2,No,,
2058,200213,867,BM0C7B2,Yes,2,No,,
2058,200213,867,BM0C7B8,Yes,2,No,,
2058,200213,867,BM0C7C9,Yes,2,No,,
2058,200213,867,BM0C7D8,Yes,2,No,,
2058,200213,867,BM0C7F8,Yes,2,No,,
2058,200213,867,BM0C7G1,Yes,2,No,,
2058,200213,867,BM0C7G7,Yes,2,No,,
2058,200213,867,BM0C7I4,Yes,2,No,,
2058,200213,867,BM0C7T5,Yes,2,No,,
2058,200213,867,BM0C7U2,Yes,2,No,,
2058,200213,867,BM0C7V4,Yes,2,No,,
2058,200213,867,BM0C8G8,Yes,2,No,,
2058,200213,867,BM0C8H6,Yes,2,No,,
2058,200213,867,BM0C8S9,Yes,2,No,,
2058,200213,867,BM0C8T7,Yes,2,No,,
2058,200213,867,BM0C8U4,Yes,2,No,,
2058,200213,867,BM0C8Y8,Yes,2,No,,
2058,200213,867,BM0C9F8,Yes,2,No,,
2058,200213,867,BM0C9G0,Yes,2,No,,
2058,200213,867,BM1A7Z0,Yes,2,No,,
2058,200213,867,BM1A8K9,Yes,2,No,,
2058,200213,867,BM1A8L0,Yes,2,No,,
2058,200213,867,BM1A8L1,Yes,2,No,,
2058,200213,867,BM1A8L3,Yes,2,No,,
2058,200213,867,BM1A8L4,Yes,2,No,,
2058,200213,867,BM1A8L5,Yes,2,No,,
2058,200213,867,BM1A8L6,Yes,2,No,,
2058,200213,867,BM1A8L7,Yes,2,No,,
2927,200214,310,BM1B0H8,Yes,2,No,,
3099,200215,785,BM1A3X8,Yes,2,No,,
3099,200215,785,BM1A3X9,Yes,2,No,,
3099,200215,785,BM1A3Y1,Yes,2,No,,
3099,200215,785,BM1A3Y2,Yes,2,No,,
3355,200216,845,BM1A5I6,Yes,2,No,,
3355,200216,845,BM1A5I8,Yes,2,No,,
3355,200216,845,BM1A5I9,Yes,2,No,,
3355,200216,845,BM1A5J0,Yes,2,No,,
3355,200216,845,BM1A5J1,Yes,2,No,,
3355,200216,845,BM1A5J2,Yes,2,No,,
3355,200216,845,BM1A5J3,Yes,2,No,,
3355,200216,845,BM1A5J8,Yes,2,No,,
3355,200216,845,BM1A5J9,Yes,2,No,,
3355,200216,845,BM1B0G7,Yes,2,No,,
3355,200216,845,BM1B0G8,Yes,2,No,,
3355,200216,845,BM1B0G9,Yes,2,No,,
3355,200216,845,BM1B0H0,Yes,2,No,,
3355,200216,845,BM1B0H1,Yes,2,No,,
3616,200217,56,BM1A5W1,Yes,2,No,,
4032,200218,106,BM1A9Q7,Yes,2,No,,
3573,200219,1370,BM0Z0Y0,Yes,2,No,,
3573,200219,1370,BM1A5T5,Yes,2,No,,
3573,200219,1370,BM1A5T6,Yes,2,No,,
3592,200221,73,BM0O8K8,Yes,2,No,,
3592,200221,73,BM1A8M9,Yes,2,No,,
3592,200221,73,BM1A8O3,Yes,2,No,,
3592,200221,73,BM1B1Z9,Yes,2,No,,
3592,200221,73,BM1B3B4,Yes,2,No,,
3592,200221,73,BM1B3B5,Yes,2,No,,
3592,200221,73,BM1B3B6,Yes,2,No,,
3592,200221,73,BM1B3B7,Yes,2,No,,
3592,200221,73,BM9A7V8,Yes,2,No,,
3592,200221,73,BM9A7V9,Yes,2,No,,
1775,200226,411,BM1A8F0,Yes,2,No,,
1775,200226,411,BM1A8F1,Yes,2,No,,
3234,200227,153,BM0P0O1,Yes,2,No,,
3234,200227,153,BM0P0O2,Yes,2,No,,
3234,200227,153,BM0P0O3,Yes,2,No,,
3234,200227,153,BM0P0O4,Yes,2,No,,
3234,200227,153,BM0P0O5,Yes,2,No,,
3234,200227,153,BM0P0O6,Yes,2,No,,
3234,200227,153,BM0P0O7,Yes,2,No,,
3234,200227,153,BM0P0O8,Yes,2,No,,
3234,200227,153,BM0P0O9,Yes,2,No,,
3234,200227,153,BM0P0P0,Yes,2,No,,
3234,200227,153,BM0P0P1,Yes,2,No,,
3234,200227,153,BM0P0P2,Yes,2,No,,
3234,200227,153,BM0P0P2,Yes,2,No,,
3234,200227,153,BM0P0P3,Yes,2,No,,
3234,200227,153,BM0P0P4,Yes,2,No,,
3234,200227,153,BM0P0P5,Yes,2,No,,
3234,200227,153,BM0P0P6,Yes,2,No,,
3234,200227,153,BM0P0P7,Yes,2,No,,
3234,200227,153,BM0P0P8,Yes,2,No,,
3234,200227,153,BM0P0P9,Yes,2,No,,
3234,200227,153,BM0P0Q0,Yes,2,No,,
3234,200227,153,BM0P0Q1,Yes,2,No,,
3234,200227,153,BM0P0Q2,Yes,2,No,,
3234,200227,153,BM0P0Q3,Yes,2,No,,
3234,200227,153,BM0P0Q4,Yes,2,No,,
3234,200227,153,BM0P0Q5,Yes,2,No,,
3234,200227,153,BM0P0Q6,Yes,2,No,,
3234,200227,153,BM0P0Q7,Yes,2,No,,
3234,200227,153,BM0P0Q8,Yes,2,No,,
3234,200227,153,BM0P0Q9,Yes,2,No,,
3234,200227,153,BM0P0R0,Yes,2,No,,
3234,200227,153,BM0P0R1,Yes,2,No,,
3234,200227,153,BM0P0R2,Yes,2,No,,
3234,200227,153,BM0P0R3,Yes,2,No,,
3234,200227,153,BM0P0R4,Yes,2,No,,
3234,200227,153,BM0P0R5,Yes,2,No,,
3234,200227,153,BM0P0R6,Yes,2,No,,
3234,200227,153,BM0P0R7,Yes,2,No,,
3234,200227,153,BM0P0R8,Yes,2,No,,
3234,200227,153,BM0P0R9,Yes,2,No,,
3234,200227,153,BM0P0S0,Yes,2,No,,
3234,200227,153,BM0P0S1,Yes,2,No,,
3234,200227,153,BM0P0S2,Yes,2,No,,
3234,200227,153,BM0P0S3,Yes,2,No,,
3234,200227,153,BM0P0S4,Yes,2,No,,
3225,200228,866,BM0C7A6,Yes,2,No,,
3225,200228,866,BM0C7B2,Yes,2,No,,
3225,200228,866,BM0C7G0,Yes,2,No,,
3225,200228,866,BM0C7G2,Yes,2,No,,
3225,200228,866,BM0C7H2,Yes,2,No,,
3225,200228,866,BM0C7I4,Yes,2,No,,
3225,200228,866,BM0C7Q3,Yes,2,No,,
3225,200228,866,BM0C7Q9,Yes,2,No,,
3225,200228,866,BM0C7R4,Yes,2,No,,
3225,200228,866,BM0C7S0,Yes,2,No,,
3225,200228,866,BM0C7U4,Yes,2,No,,
3225,200228,866,BM0C8C5,Yes,2,No,,
3225,200228,866,BM0C8D0,Yes,2,No,,
3225,200228,866,BM0C8D6,Yes,2,No,,
3225,200228,866,BM0C8T7,Yes,2,No,,
3225,200228,866,BM0C9C3,Yes,2,No,,
3225,200228,866,BM0C9D3,Yes,2,No,,
3225,200228,866,BM0C9D4,Yes,2,No,,
3225,200228,866,BM0C9D5,Yes,2,No,,
3225,200228,866,BM0C9D6,Yes,2,No,,
3225,200228,866,BM0C9D7,Yes,2,No,,
3225,200228,866,BM0C9D8,Yes,2,No,,
3225,200228,866,BM0C9D9,Yes,2,No,,
3225,200228,866,BM0C9E0,Yes,2,No,,
3225,200228,866,BM0C9E2,Yes,2,No,,
3225,200228,866,BM0C9K8,Yes,2,No,,
3225,200228,866,BM0C9L0,Yes,2,No,,
3225,200228,866,BM0C9L2,Yes,2,No,,
3225,200228,866,BM0C9L3,Yes,2,No,,
3225,200228,866,BM0C9L4,Yes,2,No,,
3225,200228,866,BM0C9L5,Yes,2,No,,
3225,200228,866,BM0C9M9,Yes,2,No,,
3225,200228,866,BM0H7G8,Yes,2,No,,
3225,200228,866,BM0L8M4,Yes,2,No,,
3225,200228,866,BM1A3W3,Yes,2,No,,
3225,200228,866,BM1A3W4,Yes,2,No,,
3225,200228,866,BM1A3W5,Yes,2,No,,
3225,200228,866,BM1A3W6,Yes,2,No,,
3225,200228,866,BM1A3W7,Yes,2,No,,
3225,200228,866,BM1A3W8,Yes,2,No,,
3225,200228,866,BM1A3W9,Yes,2,No,,
3225,200228,866,BM1A3X0,Yes,2,No,,
3225,200228,866,BM1A3X1,Yes,2,No,,
3225,200228,866,BM1A3X2,Yes,2,No,,
3225,200228,866,BM1A3X3,Yes,2,No,,
3225,200228,866,BM1A3X4,Yes,2,No,,
3225,200228,866,BM1A4R7,Yes,2,No,,
3225,200228,866,BM1A4S2,Yes,2,No,,
3225,200228,866,BM1A4S3,Yes,2,No,,
3225,200228,866,BM1A4S5,Yes,2,No,,
3225,200228,866,BM1A4S6,Yes,2,No,,
3225,200228,866,BM1A4S7,Yes,2,No,,
3225,200228,866,BM1A4S8,Yes,2,No,,
3225,200228,866,BM1A4S9,Yes,2,No,,
3225,200228,866,BM1A4T0,Yes,2,No,,
3225,200228,866,BM1A4T1,Yes,2,No,,
3225,200228,866,BM1A4T2,Yes,2,No,,
3225,200228,866,BM1A4T3,Yes,2,No,,
3225,200228,866,BM1A4T4,Yes,2,No,,
3225,200228,866,BM1A4T6,Yes,2,No,,
3225,200228,866,BM1A6Q6,Yes,2,No,,
3225,200228,866,BM1A6Q7,Yes,2,No,,
3225,200228,866,BM1A6V1,Yes,2,No,,
3225,200228,866,BM1A6V2,Yes,2,No,,
3225,200228,866,BM1A6W7,Yes,2,No,,
3225,200228,866,BM1A6W8,Yes,2,No,,
3225,200228,866,BM1A8D5,Yes,2,No,,
3225,200228,866,BM1B0I3,Yes,2,No,,
3225,200228,866,BM1B0I4,Yes,2,No,,
3225,200228,866,BM1B0I5,Yes,2,No,,
5032,200230,892,BM0C9B9,Yes,2,No,,
5108,200231,1059,BM9A9Z1,Yes,2,No,,
5108,200231,1059,BM9A9Z2,Yes,2,No,,
2514,200234,856,BM0Z1F5,Yes,2,No,,
3190,200235,789,BM1A3Z9,Yes,2,No,,
3190,200235,789,BM1A4A0,Yes,2,No,,
3190,200235,789,BM1A4A1,Yes,2,No,,
3190,200235,789,BM1A4A2,Yes,2,No,,
3190,200235,789,BM1A4A3,Yes,2,No,,
3190,200235,789,BM1A4A4,Yes,2,No,,
3190,200235,789,BM1A4A5,Yes,2,No,,
3190,200235,789,BM1A4A6,Yes,2,No,,
3190,200235,789,BM1A4A8,Yes,2,No,,
3560,200236,825,BM0Z0W2,Yes,2,No,,
3560,200236,825,BM0Z0W3,Yes,2,No,,
3560,200236,825,BM1A5O4,Yes,2,No,,
3560,200236,825,BM1A5S7,Yes,2,No,,
3560,200236,825,BM1A5S8,Yes,2,No,,
3560,200236,825,BM1A5S9,Yes,2,No,,
3560,200236,825,BM1A5T0,Yes,2,No,,
3560,200236,825,BM1A5T1,Yes,2,No,,
3560,200236,825,BM1A5T2,Yes,2,No,,
3560,200236,825,BM1A5T4,Yes,2,No,,
3033,200237,258,BM1A4U6,Yes,2,No,,
3033,200237,258,BM1A8X2,Yes,2,No,,
3577,200238,827,BM0C8U5,Yes,2,No,,
3577,200238,827,BM0C8U6,Yes,2,No,,
3577,200238,827,BM0C8U7,Yes,2,No,,
3577,200238,827,BM0C8U8,Yes,2,No,,
3577,200238,827,BM0C8U9,Yes,2,No,,
3577,200238,827,BM0C8V0,Yes,2,No,,
3577,200238,827,BM0C8V1,Yes,2,No,,
3577,200238,827,BM0C8V2,Yes,2,No,,
3577,200238,827,BM0C8V4,Yes,2,No,,
3663,200239,763,BM0O7G1,Yes,2,No,,
3663,200239,763,BM0O7G2,Yes,2,No,,
3663,200239,763,BM0O7G3,Yes,2,No,,
4062,200242,99,BMZ0A0A,Yes,2,No,,
4062,200242,99,BMZ0A0B,Yes,2,No,,
4062,200242,99,BMZ0A0C,Yes,2,No,,
4062,200242,99,BMZ0A0D,Yes,2,No,,
4062,200242,99,BMZ0A0E,Yes,2,No,,
4062,200242,99,BMZ0A0F,Yes,2,No,,
4062,200242,99,BMZ0A0G,Yes,2,No,,
4062,200242,99,BMZ0A0H,Yes,2,No,,
4062,200242,99,BMZ0A0I,Yes,2,No,,
4062,200242,99,BMZ0A0J,Yes,2,No,,
4062,200242,99,BMZ0A0K,Yes,2,No,,
4062,200242,99,BMZ0A0L,Yes,2,No,,
4062,200242,99,BMZ0A0N,Yes,2,No,,
4062,200242,99,BMZ0A0O,Yes,2,No,,
4062,200242,99,BMZ0A0P,Yes,2,No,,
4062,200242,99,BMZ0A0Q,Yes,2,No,,
4062,200242,99,BMZ0A0R,Yes,2,No,,
4062,200242,99,BMZ0A0S,Yes,2,No,,
4062,200242,99,BMZ0A0T,Yes,2,No,,
4062,200242,99,BMZ0A0U,Yes,2,No,,
4062,200242,99,BMZ0A0V,Yes,2,No,,
4062,200242,99,BMZ0A0W,Yes,2,No,,
4062,200242,99,BMZ0A0X,Yes,2,No,,
4062,200242,99,BMZ0A0Y,Yes,2,No,,
4062,200242,99,BMZ0A0Z,Yes,2,No,,
4062,200242,99,BMZ0A1A,Yes,2,No,,
4062,200242,99,BMZ0A1B,Yes,2,No,,
4062,200242,99,BMZ0A1C,Yes,2,No,,
4062,200242,99,BMZ0A1D,Yes,2,No,,
4062,200242,99,BMZ0A1E,Yes,2,No,,
4062,200242,99,BMZ0A1F,Yes,2,No,,
4062,200242,99,BMZ0A1G,Yes,2,No,,
4062,200242,99,BMZ0A1H,Yes,2,No,,
4062,200242,99,BMZ0A1I,Yes,2,No,,
4062,200242,99,BMZ0A1J,Yes,2,No,,
4062,200242,99,BMZ0A1K,Yes,2,No,,
4062,200242,99,BMZ0A1L,Yes,2,No,,
4062,200242,99,BMZ0A1M,Yes,2,No,,
4062,200242,99,BMZ0A1N,Yes,2,No,,
4062,200242,99,BMZ0A1O,Yes,2,No,,
4062,200242,99,BMZ0A1P,Yes,2,No,,
4062,200242,99,BMZ0A1Q,Yes,2,No,,
4062,200242,99,BMZ0A1T,Yes,2,No,,
4062,200242,99,BMZ0A1U,Yes,2,No,,
4062,200242,99,BMZ0A1W,Yes,2,No,,
4062,200242,99,BMZ0A1X,Yes,2,No,,
4062,200242,99,BMZ0A1Y,Yes,2,No,,
4062,200242,99,BMZ0A1Z,Yes,2,No,,
4062,200242,99,BMZ0A2A,Yes,2,No,,
4062,200242,99,BMZ0A2B,Yes,2,No,,
4062,200242,99,BMZ0A2C,Yes,2,No,,
4062,200242,99,BMZ0A2E,Yes,2,No,,
4062,200242,99,BMZ0A2F,Yes,2,No,,
4062,200242,99,BMZ0A2G,Yes,2,No,,
4062,200242,99,BMZ0A2H,Yes,2,No,,
4062,200242,99,BMZ0A2I,Yes,2,No,,
4062,200242,99,BMZ0A2J,Yes,2,No,,
4062,200242,99,BMZ0A2K,Yes,2,No,,
4062,200242,99,BMZ0A2L,Yes,2,No,,
4062,200242,99,BMZ0A2M,Yes,2,No,,
