Make,Client Description,Quantity,UOM,Unit Price,HSN Code,GST%,BM,BULK MRO Description,MFR,Lead Time,IMG_JPG,img_links,Category
FENNER,V BELT B-105,1,Nos,419.628,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2710 mm - B105",B105,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT C-93,1,Nos,540.804,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2420 mm - C93",C93,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT B-91,1,Nos,362.406,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 2350 mm - B91",B91,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT A-30,1,Nos,93.126,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 800 mm - A30",A30,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT 5V 1250,1,Nos,695.079,4010,18%,,"FENNER 5V-Section Wedge V-Belt, Width 5/8"" - 5V1250",5V1250,2-3 Weeks,FENNER-5V-Section-Wedge-V-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-5V-Section-Wedge-V-Belt.jpg,V-Belts
FENNER,V BELT B-31,1,Nos,132.957,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 830 mm - B31",B31,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT SPZ-1787,1,Nos,195.228,4010,18%,,"FENNER Poly-F Plus PB Wedge Belt, Pitch Length 1787 mm - SPZ1787",SPZ1787,2-3 Weeks,FENNER Poly-F Plus PB Wedge Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER Poly-F Plus PB Wedge Belt.jpg,V-Belts
FENNER,V BELT A-21,1,Nos,84.711,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 570 mm - A21",A21,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
FENNER,V BELT SPZ-1500,1,Nos,168.861,4010,18%,,"FENNER Wedge Belt, Width 10 mm - SPZ1500",SPZ1500,2-3 Weeks,FENNER Poly-F Plus PB Wedge Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER Poly-F Plus PB Wedge Belt.jpg,V-Belts
FENNER,V BELT C-71,1,Nos,375.309,4010,18%,,"FENNER Poly F Plus PB Classical Belt, Pitch Length 1860 mm - C71",C71,2-3 Weeks,FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,https://bulkmro.com/media/chandan-steel/FENNER-Poly-F-Plus-PB-Classical-Belt.jpg,V-Belts
SAIL,TOR STEEL/TMT 12 MM,1,KG,51.15,7214,18%,,"BULK MRO APPROVED TOR Steel and TMT Bar, Dia 12 mm",,2-3 Weeks,TOR-Steel-and-TMT-Bar.jpg,https://bulkmro.com/media/chandan-steel/TOR-Steel-and-TMT-Bar.jpg,"Stainless Steel Blanks, Flats, Bars, Plates, and Sheet Stock"
SAIL,TOR STEEL/TMT 16 MM,1,KG,51.15,7214,18%,,"BULK MRO APPROVED TOR Steel and TMT Bar, Dia 16 mm",,2-3 Weeks,TOR-Steel-and-TMT-Bar.jpg,https://bulkmro.com/media/chandan-steel/TOR-Steel-and-TMT-Bar.jpg,"Stainless Steel Blanks, Flats, Bars, Plates, and Sheet Stock"
SAIL,TOR STEEL/TMT 20 MM,1,KG,50.05,7214,18%,,"BULK MRO APPROVED TOR Steel and TMT Bar, Dia 20 mm",,2-3 Weeks,TOR-Steel-and-TMT-Bar.jpg,https://bulkmro.com/media/chandan-steel/TOR-Steel-and-TMT-Bar.jpg,"Stainless Steel Blanks, Flats, Bars, Plates, and Sheet Stock"
SAIL,TOR STEEL/TMT 25 MM,1,KG,50.05,7214,18%,,"BULK MRO APPROVED TOR Steel and TMT Bar, Dia 25 mm",,2-3 Weeks,TOR-Steel-and-TMT-Bar.jpg,https://bulkmro.com/media/chandan-steel/TOR-Steel-and-TMT-Bar.jpg,"Stainless Steel Blanks, Flats, Bars, Plates, and Sheet Stock"
SAIL,TOR STEEL/TMT 32 MM,1,KG,50.05,7214,18%,,"BULK MRO APPROVED TOR Steel and TMT Bar, Dia 32 mm",,2-3 Weeks,TOR-Steel-and-TMT-Bar.jpg,https://bulkmro.com/media/chandan-steel/TOR-Steel-and-TMT-Bar.jpg,"Stainless Steel Blanks, Flats, Bars, Plates, and Sheet Stock"
