#,Date,Customer,Document Was Closed Manually,Due Date,Document Status,Branch,Document Total,Project Code,Total Tax,Canceled,Bill to,BPL ID Assigned to Invoice,Document Type,Rejection Reason,Related Type,Tax Amount (SC)
9990110,10 Nov 16,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,10 Nov 16,Closed,Maharashtra,533450.00,OB Debtors,0,No,Land Mark : Near D Mart City: Malakapur Taluka Karad Ratnagiri Wind Power Project Pvt Ltd Survey No 140/4 & 140/5 Shivdarshan Colony Pune Bangalore Road Satara 415110 Maharashtra,0,Service,,,0
9990111,15 Nov 16,GE India Industrial Pvt. Ltd.,No,15 Nov 16,Closed,Maharashtra,29496.83,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990112,16 Nov 16,Applied Materials India Pvt. Ltd.,No,16 Nov 16,Closed,Maharashtra,89.82,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990113,18 Nov 16,Applied Materials India Pvt. Ltd.,No,18 Nov 16,Closed,Maharashtra,75.84,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990114,22 Nov 16,Applied Materials India Pvt. Ltd.,No,22 Nov 16,Closed,Maharashtra,82.11,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990115,23 Nov 16,GE India Industrial Pvt. Ltd.,No,23 Nov 16,Open,Maharashtra,6787.3,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990116,24 Nov 16,INS Garuda Indian Navy,No,24 Dec 16,Open,Maharashtra,460.03,OB Debtors,0,No,Wstf Naval Base Kochi 682004 Kerala,0,Service,,,0
9990117,25 Nov 16,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,25 Dec 16,Open,Maharashtra,5771.48,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990118,25 Nov 16,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,25 Dec 16,Open,Maharashtra,2726.27,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990119,29 Nov 16,Applied Materials India Pvt. Ltd.,No,29 Nov 16,Closed,Maharashtra,13.24,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990120,29 Nov 16,Applied Materials India Pvt. Ltd.,No,29 Nov 16,Closed,Maharashtra,554.39,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990121,29 Nov 16,Cummins Technologies India Pvt. Ltd.,No,29 Nov 16,Open,Maharashtra,62027.76,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990122,5 Dec 16,Alstom Bharat Forge Power Pvt. Ltd.,No,4 Jan 17,Open,Maharashtra,97.71,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990123,6 Dec 16,GAIL India Ltd.,No,6 Dec 16,Open,Maharashtra,13674.87,OB Debtors,0,No,Co-rporate Miller 2nd Floor No 332/1 Thimmaiah Road Vasant Nagar Thimmaiah Road Bengaluru 560052 Karnataka,0,Service,,,0
9990124,8 Dec 16,Applied Materials India Pvt. Ltd.,No,8 Dec 16,Closed,Maharashtra,48.29,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990125,9 Dec 16,Reliance Gas Pipelines Ltd.,No,8 Jan 17,Open,Maharashtra,7217,OB Debtors,0,No,C/O Reliance Compressor Station-10 Bhadbhut Kaswa Road V&PO Bhadbhut Taluka Bharuch 392012 Gujarat,0,Service,,,0
9990126,13 Dec 16,Bhushan Power and Steel Ltd.,No,12 Jan 17,Closed,Maharashtra,348315.49,OB Debtors,0,No,Vill:Thelkoloi Teh:Rengali Distt: Sambalpur Rengali 768212 Odisha,0,Service,,,0
9990127,14 Dec 16,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),No,14 Dec 16,Closed,Maharashtra,34089.31,OB Debtors,0,No,Land Mark : Near D Mart City: Malakapur Taluka Karad Ratnagiri Wind Power Project Pvt Ltd Survey No 140/4 & 140/5 Shivdarshan Colony Pune Bangalore Road Satara 415110 Maharashtra,0,Service,,,0
9990128,15 Dec 16,INS Garuda Indian Navy,No,14 Jan 17,Open,Maharashtra,396.22,OB Debtors,0,No,Wstf Naval Base Kochi 682004 Kerala,0,Service,,,0
9990129,16 Dec 16,Applied Materials India Pvt. Ltd.,No,16 Dec 16,Closed,Maharashtra,84.52,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990130,29 Dec 16,Alstom Bharat Forge Power Pvt. Ltd.,No,28 Jan 17,Open,Maharashtra,3489.76,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990131,29 Dec 16,GE India Industrial Pvt. Ltd.,No,29 Dec 16,Closed,Maharashtra,92530.4,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990132,30 Dec 16,GE India Industrial Pvt. Ltd.,No,30 Dec 16,Closed,Maharashtra,55414.56,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990133,30 Dec 16,GE India Industrial Pvt. Ltd.,No,30 Dec 16,Closed,Maharashtra,212621.82,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990134,3 Jan 17,Cummins Technologies India Pvt. Ltd.,No,3 Jan 17,Open,Maharashtra,2712.44,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990135,3 Jan 17,Taikisha Engineering India Pvt. Ltd.,No,2 Feb 17,Open,Maharashtra,22790,OB Debtors,0,No,Gat No. 321/323 Village Kondhapuri Taluka Shirur Dist. Pune 412209 Maharashtra,0,Service,,,0
9990136,6 Jan 17,GE India Industrial Pvt. Ltd.,No,6 Jan 17,Closed,Maharashtra,11350,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990137,8 Jan 17,Dr B.R. Ambedkar National Institute of Technology,No,7 Feb 17,Open,Maharashtra,1174.61,OB Debtors,0,No,Store DepartmentN.I.T. Post Office G T Road Jalandhar 144011 Punjab,0,Service,,,0
9990138,8 Jan 17,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,7 Feb 17,Open,Maharashtra,6766.76,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990139,9 Jan 17,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,8 Feb 17,Open,Maharashtra,4402.77,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990140,9 Jan 17,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,8 Feb 17,Open,Maharashtra,2374.58,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9990141,13 Jan 17,Applied Materials India Pvt. Ltd.,No,13 Jan 17,Closed,Maharashtra,59,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990142,13 Jan 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,12 Feb 17,Closed,Maharashtra,22455.02,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990143,14 Jan 17,Cummins Technologies India Pvt. Ltd.,No,14 Jan 17,Open,Maharashtra,36531.88,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990144,16 Jan 17,Applied Materials India Pvt. Ltd.,No,16 Jan 17,Closed,Maharashtra,37551.6,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990145,17 Jan 17,Cummins Generator Technologies India Pvt. Ltd.,No,17 Jan 17,Open,Maharashtra,56375.45,OB Debtors,0,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-Satara Phaltan 415522 Maharashtra,0,Service,,,0
9990146,18 Jan 17,Cummins Technologies India Pvt. Ltd.,No,18 Jan 17,Open,Maharashtra,16781.25,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990147,18 Jan 17,Alstom Bharat Forge Power Pvt. Ltd.,No,17 Feb 17,Open,Maharashtra,8089.2,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9990148,19 Jan 17,GE India Industrial Pvt. Ltd.,No,19 Jan 17,Open,Maharashtra,352265.70,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990149,23 Jan 17,GE Power India Ltd.,No,22 Feb 17,Open,Maharashtra,29674.87,OB Debtors,0,No,Plot No. Sm-37 Sanand II Industrial Estate Sanand District Ahmedabad 382110 Gujarat,0,Service,,,0
9990150,25 Jan 17,INS Garuda Indian Navy,No,24 Feb 17,Open,Maharashtra,2128.5,OB Debtors,0,No,Wstf Naval Base Kochi 682004 Kerala,0,Service,,,0
9990151,25 Jan 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,24 Feb 17,Open,Maharashtra,507.12,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990152,28 Jan 17,Cummins Generator Technologies India Pvt. Ltd.,No,28 Jan 17,Open,Maharashtra,24270.52,OB Debtors,0,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-Satara Phaltan 415522 Maharashtra,0,Service,,,0
9990153,28 Jan 17,Cummins Technologies India Pvt. Ltd.,No,28 Jan 17,Open,Maharashtra,25653.27,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9990154,17 Feb 17,Dresser-Rand India Pvt. Ltd.,No,19 Mar 17,Open,Maharashtra,736.12,OB Debtors,0,No,187 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Service,,,0
9990155,17 Feb 17,McNally Bharat Engineering Co. Ltd.,No,19 Mar 17,Open,Maharashtra,218990.70,OB Debtors,0,No,Parganas Ecospace Campus-2B 4Th Floor 11 F/12 (Old Plot No. Aa-II/Block-3) New Town Rajarhat North 24 Kolkata 700156 West Bengal,0,Service,,,0
9990156,21 Feb 17,INS Garuda Indian Navy,No,23 Mar 17,Open,Maharashtra,149.13,OB Debtors,0,No,Wstf Naval Base Kochi 682004 Kerala,0,Service,,,0
9990157,21 Feb 17,GE India Industrial Pvt. Ltd.,No,21 Feb 17,Closed,Maharashtra,31789.08,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990158,23 Feb 17,Applied Materials India Pvt. Ltd.,No,23 Feb 17,Closed,Maharashtra,520.01,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9990159,25 Feb 17,Supermarket Grocery Supplies Pvt. Ltd.,No,27 Mar 17,Open,Maharashtra,201,OB Debtors,0,No,476/1 New Ahmedabad Estate Opp Intas Pharma Moraiya Ahmedabad 382213 Gujarat,0,Service,,,0
9990160,27 Feb 17,Henkel Anand India Pvt. Ltd.,No,29 Mar 17,Open,Maharashtra,14919.91,OB Debtors,0,No,C-22 Sipcot Industrial Park Irrugattukottai  Sriperumbudur Kancheepuram Tk Chennai 602117 Tamil Nadu,0,Service,,,0
9990161,28 Feb 17,Dr B.R. Ambedkar National Institute of Technology,No,30 Mar 17,Open,Maharashtra,1089.45,OB Debtors,0,No,Store DepartmentN.I.T. Post Office G T Road Jalandhar 144011 Punjab,0,Service,,,0
9990162,1 Mar 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,31 Mar 17,Open,Maharashtra,777.12,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990163,3 Mar 17,Supermarket Grocery Supplies Pvt. Ltd.,No,2 Apr 17,Open,Maharashtra,34050,OB Debtors,0,No,476/1 New Ahmedabad Estate Opp Intas Pharma Moraiya Ahmedabad 382213 Gujarat,0,Service,,,0
9990164,4 Mar 17,GE India Industrial Pvt. Ltd.,No,4 Mar 17,Closed,Maharashtra,20157.6,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9990165,7 Mar 17,GE Power Conversion India Pvt. Ltd.,No,6 Apr 17,Closed,Maharashtra,154168.47,OB Debtors,0,No,601 6th Floor RMZ Infinity Tower B Old Madras Road Bangalore 560016 Karnataka,0,Service,,,0
9990166,11 Mar 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,10 Apr 17,Open,Maharashtra,1884.09,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9990167,30 Mar 17,Applied Materials India Pvt. Ltd.,No,30 Mar 17,Closed,Maharashtra,49445.22,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991001,6 Apr 17,Alstom Bharat Forge Power Pvt. Ltd.,No,6 May 17,Open,Maharashtra,5675,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9991002,19 Apr 17,Indian Navy,No,19 May 17,Closed,Maharashtra,402546.76,OB Debtors,0,No,Naval Base Karwar 581308 Karnataka,0,Service,,,0
9991003,20 Apr 17,INS Garuda Indian Navy,No,20 May 17,Open,Maharashtra,438.75,OB Debtors,0,No,Wstf Naval Base Kochi 682004 Kerala,0,Service,,,0
9991004,21 Apr 17,Cummins Generator Technologies India Pvt. Ltd.,No,21 Apr 17,Open,Maharashtra,2681.94,OB Debtors,0,No,Plot No. B3-1Sez Unit Village-Surwadi and Nandal Dist.-Satara Phaltan 415522 Maharashtra,0,Service,,,0
9991005,24 Apr 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,24 May 17,Open,Maharashtra,10000.49,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9991006,27 Apr 17,Voltas Ltd.,No,27 May 17,Open,Maharashtra,691.76,OB Debtors,0,No,Domestic Projects Group2Nd Floor Voltas Vouse 'B' T.B. Kadam Marg Mumbai 400033 Maharashtra,0,Service,,,0
9991007,2 May 17,Dr B.R. Ambedkar National Institute of Technology,No,1 Jun 17,Open,Maharashtra,1699.98,OB Debtors,0,No,Store DepartmentN.I.T. Post Office G T Road Jalandhar 144011 Punjab,0,Service,,,0
9991008,3 May 17,Henkel Anand India Pvt. Ltd.,No,2 Jun 17,Open,Maharashtra,15827.34,OB Debtors,0,No,C-22 Sipcot Industrial Park Irrugattukottai  Sriperumbudur Kancheepuram Tk Chennai 602117 Tamil Nadu,0,Service,,,0
9991009,3 May 17,Survival Systems India,No,2 Jun 17,Open,Maharashtra,786.84,OB Debtors,0,No,C483rd Floor Niti Bagh New Delhi 110049 Delhi,0,Service,,,0
9991010,4 May 17,Survival Systems India,No,3 Jun 17,Open,Maharashtra,6179.62,OB Debtors,0,No,C483rd Floor Niti Bagh New Delhi 110049 Delhi,0,Service,,,0
9991011,8 May 17,Dr B.R. Ambedkar National Institute of Technology,No,7 Jun 17,Open,Maharashtra,128564.12,OB Debtors,0,No,Store DepartmentN.I.T. Post Office G T Road Jalandhar 144011 Punjab,0,Service,,,0
9991012,11 May 17,Applied Materials India Pvt. Ltd.,No,11 May 17,Closed,Maharashtra,5175.6,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991013,19 May 17,Cummins Technologies India Pvt. Ltd.,No,19 May 17,Open,Maharashtra,100426.55,OB Debtors,0,No,Cummins India Office Campus Tower A 2nd 4th & 8th Floor Survey No.  21 Balewadi Pune 411045 Maharashtra,0,Service,,,0
9991014,20 May 17,Applied Materials India Pvt. Ltd.,No,20 May 17,Closed,Maharashtra,27478.95,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991015,26 May 17,Alstom Bharat Forge Power Pvt. Ltd.,No,25 Jun 17,Open,Maharashtra,105738.15,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9991016,29 May 17,Oil and Natural Gas Corporation Ltd.,No,28 Jun 17,Open,Maharashtra,33009.58,OB Debtors,0,No,Avani Bhavan Chandkheda Ahmedabad 380055 Gujarat,0,Service,,,0
9991017,29 May 17,Supermarket Grocery Supplies Pvt. Ltd.,No,28 Jun 17,Open,Maharashtra,11167.75,OB Debtors,0,No,476/1 New Ahmedabad Estate Opp Intas Pharma Moraiya Ahmedabad 382213 Gujarat,0,Service,,,0
9991018,31 May 17,Supermarket Grocery Supplies Pvt. Ltd.,No,30 Jun 17,Open,Maharashtra,1844.5,OB Debtors,0,No,476/1 New Ahmedabad Estate Opp Intas Pharma Moraiya Ahmedabad 382213 Gujarat,0,Service,,,0
9991019,2 Jun 17,Telangana State Power Generation Corporation Ltd.,No,2 Jul 17,Open,Maharashtra,107543.48,OB Debtors,0,No,Kakatiya Thermal Power ProjectChelpur(V)Ghanpur(M) Mandal Warangal Jangaon 506170 Andhra Pradesh,0,Service,,,0
9991020,7 Jun 17,Dresser-Rand India Pvt. Ltd.,No,7 Jul 17,Open,Maharashtra,2310.4,OB Debtors,0,No,187 GIDC Estate Naroda Ahmedabad 382330 Gujarat,0,Service,,,0
9991021,9 Jun 17,Alstom Bharat Forge Power Pvt. Ltd.,No,9 Jul 17,Open,Maharashtra,27241.2,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9991022,14 Jun 17,GE India Industrial Pvt. Ltd.,No,14 Jun 17,Closed,Maharashtra,29202.7,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9991023,16 Jun 17,Indian Navy,No,16 Jul 17,Open,Maharashtra,1207640.28,OB Debtors,0,No,Naval Base Karwar 581308 Karnataka,0,Service,,,0
9991024,19 Jun 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,19 Jul 17,Open,Maharashtra,38304,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9991025,19 Jun 17,Indian Institute of Technology Bombay,No,19 Jul 17,Closed,Maharashtra,20024.81,OB Debtors,0,No,IC Engineer Lab Mechanical Engg. Dept.Main Gate Road Powai Mumbai 400076 Maharashtra,0,Service,,,0
9991026,20 Jun 17,Applied Materials India Pvt. Ltd.,No,20 Jun 17,Closed,Maharashtra,6869.71,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991027,21 Jun 17,Galiakotwala Engineering Co. Pvt. Ltd.,No,21 Jul 17,Open,Maharashtra,0.07,OB Debtors,0,No,7308 GIDC Industrial Estate Ankleshwar 393002 Gujarat,0,Service,,,0
9991028,22 Jun 17,Indian Institute of Technology Bombay,No,22 Jul 17,Closed,Maharashtra,2031.65,OB Debtors,0,No,IC Engineer Lab Mechanical Engg. Dept.Main Gate Road Powai Mumbai 400076 Maharashtra,0,Service,,,0
9991029,22 Jun 17,Indian Institute of Technology Bombay,No,22 Jul 17,Closed,Maharashtra,21462.85,OB Debtors,0,No,IC Engineer Lab Mechanical Engg. Dept.Main Gate Road Powai Mumbai 400076 Maharashtra,0,Service,,,0
9991030,22 Jun 17,Alstom Bharat Forge Power Pvt. Ltd.,No,22 Jul 17,Open,Maharashtra,24989.5,OB Debtors,0,No,Plot No.SM-37 Sanand-II Industrial Estate Sanand Ahmedabad 382110 Gujarat,0,Service,,,0
9991031,26 Jun 17,Galiakotwala Engineering Co. Pvt. Ltd.,No,26 Jul 17,Open,Maharashtra,0.17,OB Debtors,0,No,7308 GIDC Industrial Estate Ankleshwar 393002 Gujarat,0,Service,,,0
9991032,26 Jun 17,GE India Industrial Pvt. Ltd.,No,26 Jun 17,Closed,Maharashtra,6407.08,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9991033,26 Jun 17,Henkel Adhesive Technologies India Pvt. Ltd.,No,26 Jul 17,Open,Maharashtra,13972.5,OB Debtors,0,No,D-73/2 D-74/2 D-74/6 & D-73/3 TTC Ind. area Turbhe Naka Navi Mumbai 400705 Maharashtra,0,Service,,,0
9991034,26 Jun 17,Metal Home Engineering,No,26 Jul 17,Open,Maharashtra,444481.38,OB Debtors,0,No,Gala No.2 Umer Compound Behind Dipesh Lodge   Nr. Kalyan-Phata Mumbra-Panvel Highway Thane 400612 Maharashtra,0,Service,,,0
9991035,27 Jun 17,Applied Materials India Pvt. Ltd.,No,27 Jun 17,Closed,Maharashtra,4389.46,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991036,27 Jun 17,Applied Materials India Pvt. Ltd.,No,27 Jun 17,Closed,Maharashtra,5221,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991037,27 Jun 17,GE India Industrial Pvt. Ltd.,No,27 Jun 17,Closed,Maharashtra,2980.4,OB Debtors,0,No,C/O Shrinath Gouda  1 St Floor H No- 21/143 Sai Baba Nagar Near Mehboobiya Talkies Adoni 600060 Andhra Pradesh,0,Service,,,0
9991038,27 Jun 17,Indian Institute of Technology Bombay,No,27 Jul 17,Closed,Maharashtra,3332.12,OB Debtors,0,No,IC Engineer Lab Mechanical Engg. Dept.Main Gate Road Powai Mumbai 400076 Maharashtra,0,Service,,,0
9991039,27 Jun 17,Southern Spars International Pvt. Ltd.,No,27 Jul 17,Open,Maharashtra,3818.99,OB Debtors,0,No,Lot 51 Bepz Phases 01  11670 WALGAMA SRI LANKA,0,Service,,,0
9991040,29 Jun 17,Applied Materials India Pvt. Ltd.,No,29 Jun 17,Closed,Maharashtra,7620.5,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
9991041,29 Jun 17,Indian Institute of Technology Bombay,No,29 Jul 17,Closed,Maharashtra,21764.77,OB Debtors,0,No,IC Engineer Lab Mechanical Engg. Dept.Main Gate Road Powai Mumbai 400076 Maharashtra,0,Service,,,0
9991042,29 Jun 17,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,29 Jul 17,Open,Maharashtra,3738.55,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9991043,29 Jun 17,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,29 Jul 17,Open,Maharashtra,7556.97,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9991044,29 Jun 17,Ingersoll Rand Technologies and Services Pvt. Ltd.,No,29 Jul 17,Open,Maharashtra,1794.66,OB Debtors,0,No,8Th and 9Th Floor Tower C and D IBC Knowledge Park No. 4/1 Bannerghatta Main Road Bangalore 560029 Karnataka,0,Service,,,0
9991045,30 Jun 17,Applied Materials India Pvt. Ltd.,No,30 Jun 17,Closed,Maharashtra,6691.96,OB Debtors,0,No,Level 2 Explorer Building International Tech Park White Field Road Bangalore 560066 Karnataka,0,Service,,,0
