Order Number,Sales Order Row ID,SKU,Old Margin,New Margin,Unit Cost Price with Freight,Unit Selling Price
2002277,38780,BM99999,11.0,11.03,95.0,106.78
2002278,38782,BM99999,11.0,11.03,95.0,106.78
2002279,38785,BM99999,11.0,11.03,95.0,106.78
2002280,38787,BM99999,11.0,11.03,95.0,106.78
2002281,38788,BM0C7H1,29.0,29.2,183.0,258.48
2002281,38789,BM99999,11.0,11.03,95.0,106.78
2002282,38791,BM99999,11.0,11.03,95.0,106.78
2002283,38793,BM99999,11.0,11.03,95.0,106.78
2002265,38799,BM99999,11.0,11.03,95.0,106.78
2002284,38801,BM99999,10.0,10.31,38.0,42.37
2002290,38805,BM99999,10.0,10.31,38.0,42.37
2002291,38806,BM0O6H8,18.0,18.02,569.0,694.07
2002297,38810,BM99999,10.0,10.34,38.0,42.38
2002299,38813,BM99999,10.0,10.31,38.0,42.37
2002439,38817,BM99999,11.0,11.03,95.0,106.78
2002440,38819,BM99999,11.0,11.03,95.0,106.78
2002441,38821,BM99999,11.0,11.03,95.0,106.78
2002469,38823,BM99999,11.0,11.03,95.0,106.78
2002470,38825,BM99999,11.0,11.03,95.0,106.78
2002307,38832,BM0O6H8,18.0,18.02,569.0,694.07
2002309,38834,BM0C7H0,43.0,43.05,167.0,293.22
2002320,38845,BM0O6H8,18.0,18.02,569.0,694.06
2002321,38846,BM0O6H8,18.0,18.02,569.0,694.07
2002324,38850,BM99999,11.0,11.03,95.0,106.78
2002330,38856,BM0O6H8,18.0,18.02,569.0,694.06
2002331,38857,BM0O6H8,18.0,18.02,569.0,694.07
2002333,38859,BM0C7B2,36.0,36.05,168.0,262.71
2002336,38863,BM99999,10.0,10.31,38.0,42.37
2002339,38866,BM0O6H8,18.0,18.02,569.0,694.06
2002342,38870,BM99999,10.0,10.31,38.0,42.37
2002373,38899,BM0O6H8,18.0,18.02,569.0,694.06
2002374,38900,BM0O6H8,18.0,18.02,569.0,694.06
2002380,38907,BM99999,10.0,10.31,38.0,42.37
2002386,38913,BM0O6H8,18.0,18.02,569.0,694.07
2002389,38916,BM0O6H8,18.0,18.02,569.0,694.07
2002391,38918,BM0O6H8,18.0,18.02,569.0,694.07
2002395,38923,BM99999,10.0,10.31,38.0,42.37
2002399,38927,BM0O6H8,18.0,18.02,569.0,694.07
2002401,38929,BM0O6H8,18.0,18.02,569.0,694.06
2002405,38934,BM99999,10.0,10.34,38.0,42.38
2002410,38940,BM99999,10.0,10.31,38.0,42.37
2002411,38941,BM0O6H8,18.0,18.02,569.0,694.07
2002418,38948,BM99999,10.0,10.31,38.0,42.37
2002421,38951,BM0C7V0,-7.0,-6.98,165.0,154.24
2002421,38952,BM99999,11.0,11.03,95.0,106.78
2002422,38954,BM99999,10.0,10.31,38.0,42.37
2002425,38957,BM0O6H8,18.0,18.02,569.0,694.07
2002427,38958,BM0O6H8,18.0,18.02,569.0,694.07
2002428,38959,BM0O6H8,18.0,18.02,569.0,694.07
2002442,38961,BM99999,11.0,11.03,95.0,106.78
2002443,38962,BM0C8Z1,10.0,9.73,153.0,169.5
2002443,38963,BM99999,11.0,11.03,95.0,106.78
2002444,38965,BM99999,11.0,11.03,95.0,106.78
2002446,38969,BM99999,11.0,11.03,95.0,106.78
2002447,38971,BM99999,11.0,11.03,95.0,106.78
2002448,38973,BM99999,11.0,11.03,95.0,106.78
2002449,38975,BM99999,11.0,11.03,95.0,106.78
2002498,38976,BM0O6H8,18.0,18.02,569.0,694.07
2002431,38982,BM0C8Z1,20.0,19.76,153.0,190.68
2002431,38983,BM99999,11.0,11.03,95.0,106.78
2002432,38984,BM0C8Z1,20.0,19.76,153.0,190.68
2002432,38985,BM99999,11.0,11.03,95.0,106.78
2002450,38986,BM0C8Y9,-3.0,-3.25,126.0,122.03
2002450,38987,BM99999,11.0,11.03,95.0,106.78
2002451,38989,BM99999,11.0,11.03,95.0,106.78
2002452,38991,BM99999,11.0,11.03,95.0,106.78
2002453,38993,BM99999,11.0,11.03,95.0,106.78
2002505,38998,BM99999,10.0,10.29,19.0,21.18
2002522,39001,BM0C8Z1,20.0,19.76,153.0,190.68
2002522,39002,BM99999,11.0,11.03,95.0,106.78
2002471,39006,BM99999,11.0,11.03,95.0,106.78
2002472,39007,BM0C7H1,29.0,29.2,183.0,258.47
2002472,39008,BM99999,11.0,11.03,95.0,106.78
2002508,39010,BM99999,10.0,10.34,19.0,21.19
2002467,39013,BM99999,11.0,11.03,95.0,106.78
2002468,39015,BM99999,11.0,11.03,95.0,106.78
2002473,39017,BM99999,10.0,10.31,38.0,42.37
2002486,39022,BM99999,11.0,11.03,95.0,106.78
2002487,39023,BM0C7H1,29.0,29.2,183.0,258.47
2002488,39026,BM99999,11.0,11.03,95.0,106.78
2002510,39028,BM99999,10.0,10.34,38.0,42.38
2002523,39036,BM0C8Z1,20.0,19.76,153.0,190.68
2002523,39037,BM99999,11.0,11.03,95.0,106.78
2002489,39038,BM0C7H1,29.0,29.2,183.0,258.47
2002489,39039,BM99999,11.0,11.03,95.0,106.78
2002490,39040,BM0C7H1,29.0,29.2,183.0,258.47
2002490,39041,BM99999,11.0,11.03,95.0,106.78
2002524,39044,BM99999,11.0,11.03,95.0,106.78
2002525,39045,BM0C7V0,-7.0,-6.98,165.0,154.24
2002525,39046,BM99999,11.0,11.03,95.0,106.78
2002526,39048,BM99999,11.0,11.03,95.0,106.78
2002527,39050,BM99999,11.0,11.03,95.0,106.78
2002528,39052,BM99999,11.0,11.03,95.0,106.78
2002541,39056,BM99999,11.0,11.03,95.0,106.78
2002542,39057,BM0C7H1,29.0,29.2,183.0,258.47
2002542,39058,BM99999,11.0,11.03,95.0,106.78
2002552,39060,BM99999,11.0,11.03,95.0,106.78
2002543,39061,BM0C7H1,29.0,29.2,183.0,258.47
2002543,39062,BM99999,11.0,11.03,95.0,106.78
2002548,39066,BM99999,11.0,11.03,95.0,106.78
2002557,39072,BM99999,10.0,10.31,38.0,42.37
2002561,39077,BM99999,10.0,10.31,38.0,42.37
2002575,39079,BM99999,11.0,11.03,95.0,106.78
2002564,39083,BM99999,10.0,10.31,38.0,42.37
2002576,39086,BM99999,11.0,11.03,95.0,106.78
2002577,39088,BM99999,11.0,11.03,95.0,106.78
2002578,39089,BM99999,11.0,11.03,95.0,106.78
2002579,39091,BM0C7H1,29.0,29.2,183.0,258.47
2002579,39092,BM99999,11.0,11.03,95.0,106.78
2002566,39093,BM0O6H8,18.0,18.02,569.0,694.07
2002580,39099,BM99999,11.0,11.03,95.0,106.78
2002581,39100,BM1G0E9,35.0,35.01,1580.0,2431.0
2002592,39105,BM0Q8Y6,44.0,43.97,358.5,639.83
2002604,39107,BM99999,11.0,11.03,95.0,106.78
2002615,39112,BM0C7H1,29.0,29.2,183.0,258.47
2002615,39113,BM99999,11.0,11.03,95.0,106.78
2002616,39114,BM0C8Y9,-3.0,-3.25,126.0,122.03
2002616,39115,BM99999,11.0,11.03,95.0,106.78
2002617,39117,BM99999,11.0,11.03,95.0,106.78
2002621,39121,BM99999,10.0,10.31,38.0,42.37
2002624,39123,BM99999,11.0,11.03,95.0,106.78
2002625,39125,BM99999,11.0,11.03,95.0,106.78
2002626,39127,BM99999,11.0,11.03,95.0,106.78
2002627,39129,BM99999,11.0,11.03,95.0,106.78
2002628,39131,BM99999,11.0,11.03,95.0,106.78
2002629,39132,BM0O6H8,18.0,18.02,569.0,694.07
2002645,39136,BM99999,11.0,11.03,95.0,106.78
2002646,39138,BM99999,11.0,11.03,95.0,106.78
2002648,39140,BM0O6H8,18.0,18.02,569.0,694.07
2002661,39145,BM99999,11.0,11.03,95.0,106.78
2002668,39147,BM0C8Y9,-3.0,-3.25,126.0,122.03
2002668,39148,BM99999,11.0,11.03,95.0,106.78
2002669,39150,BM99999,11.0,11.03,95.0,106.78
2002670,39152,BM99999,11.0,11.03,95.0,106.78
2002671,39153,BM0C8Z1,20.0,19.76,153.0,190.68
2002671,39154,BM99999,11.0,11.03,95.0,106.78
2002672,39156,BM99999,11.0,11.03,95.0,106.78
2002673,39158,BM99999,11.0,11.03,95.0,106.78
2002681,39164,BM99999,11.0,11.03,95.0,106.78
2002690,39166,BM99999,11.0,11.03,95.0,106.78
2002694,39168,BM0C7Q0,17.0,17.01,1864.0,2246.0
2002695,39170,BM99999,11.0,11.03,95.0,106.78
2002701,39173,BM99999,10.0,10.34,38.0,42.38
2002711,39176,BM99999,10.0,10.31,38.0,42.37
2002727,39178,BM99999,11.0,11.03,95.0,106.78
2002728,39180,BM99999,11.0,11.03,95.0,106.78
2002729,39182,BM99999,11.0,11.03,95.0,106.78
2002730,39184,BM99999,11.0,11.03,95.0,106.78
2002731,39186,BM99999,11.0,11.03,95.0,106.78
2002732,39188,BM99999,11.0,11.03,95.0,106.78
2002735,39190,BM0O6H8,18.0,18.02,569.0,694.06
2002736,39192,BM99999,11.0,11.03,95.0,106.78
2002744,39197,BM0C8Y9,-3.0,-3.25,126.0,122.03
2002744,39198,BM99999,11.0,11.03,95.0,106.78
2002745,39200,BM99999,10.0,10.31,38.0,42.37
2002746,39201,BM0O6H8,18.0,18.02,569.0,694.07
2002779,39203,BM99999,11.0,11.03,95.0,106.78
2002814,39205,BM99999,11.0,11.03,95.0,106.78
2002815,39207,BM99999,11.0,11.03,95.0,106.78
2002780,39211,BM99999,11.0,11.03,95.0,106.78
2002781,39213,BM99999,11.0,11.03,95.0,106.78
2002782,39215,BM99999,11.0,11.03,95.0,106.78
2002783,39217,BM99999,11.0,11.03,95.0,106.78
2002784,39219,BM99999,11.0,11.03,95.0,106.78
2002785,39221,BM99999,11.0,11.03,95.0,106.78
2002786,39223,BM99999,11.0,11.03,95.0,106.78
2002787,39226,BM99999,11.0,11.03,95.0,106.78
2002788,39227,BM0C8Y9,-3.0,-3.24,126.0,122.04
2002788,39228,BM99999,11.0,11.03,95.0,106.78
2002789,39230,BM99999,11.0,11.03,95.0,106.78
2002790,39231,BM0C8Y9,-3.0,-3.25,126.0,122.03
2002790,39232,BM99999,11.0,11.03,95.0,106.78
2002791,39233,BM0C8Y9,-3.0,-3.24,126.0,122.04
2002791,39234,BM99999,11.0,11.03,95.0,106.78
2002792,39236,BM99999,11.0,11.03,95.0,106.78
2002759,39238,BM99999,10.0,10.29,19.0,21.18
2002760,39240,BM99999,10.0,10.34,19.0,21.19
2002762,39242,BM0O6H8,18.0,18.02,569.0,694.07
2002765,39245,BM0O6H8,18.0,18.02,569.0,694.07
2002793,39247,BM99999,11.0,11.03,95.0,106.78
2002794,39249,BM99999,11.0,11.03,95.0,106.78
2002816,39252,BM99999,10.0,10.31,38.0,42.37
2002834,39256,BM99999,11.0,11.03,95.0,106.78
2002837,39261,BM99999,10.0,10.31,38.0,42.37
2002838,39263,BM99999,10.0,10.31,38.0,42.37
2002844,39264,BM0C8Y9,-3.0,-3.25,126.0,122.03
2002844,39265,BM99999,11.0,11.03,95.0,106.78
2002865,39271,BM99999,11.0,11.03,95.0,106.78
2002857,39278,BM0C7Q5,-13.0,-13.09,161.0,142.37
2002857,39279,BM99999,11.0,11.03,95.0,106.78
2002868,39282,BM99999,10.0,10.31,38.0,42.37
2002869,39284,BM99999,10.0,10.34,38.0,42.38
2002873,39285,BM0O6H8,18.0,18.02,569.0,694.07
2002874,39286,BM1G0M4,26.0,25.96,320.0,432.2
2002880,39292,BM99999,10.0,10.31,38.0,42.37
2002884,39296,BM0O6H8,18.0,18.02,569.0,694.06
2002885,39297,BM0O6H8,18.0,18.02,569.0,694.07
2002887,39299,BM0O6H8,18.0,18.02,569.0,694.07
2002892,39304,BM0O6H8,18.0,18.02,569.0,694.07
2002894,39306,BM0O6H8,18.0,18.02,569.0,694.07
2002904,39316,BM0C7Q0,17.0,17.01,1864.0,2246.0
2002905,39317,BM0O6H8,18.0,18.02,569.0,694.07
2002908,39320,BM0O6H8,18.0,18.02,569.0,694.06
2002909,39321,BM1G0M4,26.0,25.96,320.0,432.2
2002911,39323,BM1G0M4,26.0,25.96,320.0,432.2
2002913,39325,BM0C7H0,43.0,43.05,167.0,293.22
2002913,39326,BM99999,10.0,10.31,38.0,42.37
2002914,39328,BM99999,10.0,10.31,38.0,42.37
2002917,39331,BM0O6H8,18.0,18.02,569.0,694.07
2002919,39333,BM0O6H8,18.0,18.02,569.0,694.07
2002923,39338,BM1G0M4,26.0,25.96,320.0,432.2
2002923,39339,BM99999,10.0,10.31,38.0,42.37
2002948,39342,BM99999,11.0,11.03,95.0,106.78
2002956,39344,BM99999,11.0,11.03,95.0,106.78
2002960,39345,BM99999,11.0,11.03,95.0,106.78
2002971,39348,BM99999,11.0,11.03,95.0,106.78
2002995,39351,BM0C7V0,-7.0,-6.98,165.0,154.24
2002995,39352,BM99999,11.0,11.03,95.0,106.78
2002997,39353,BM0O6H8,18.0,18.02,569.0,694.06
2002998,39358,BM0O6H8,18.0,18.02,569.0,694.07
2003098,39360,BM99999,11.0,11.03,95.0,106.78
2003139,39361,BM99999,11.0,11.03,95.0,106.78
2003139,39362,BM9B1Q7,-263.0,-262.76,581.0,160.16
2003140,39363,BM99999,11.0,11.03,95.0,106.78
2003140,39364,BM9B1Q7,-263.0,-262.74,581.0,160.17
2003141,39365,BM99999,11.0,11.03,95.0,106.78
2003141,39366,BM9B1Q7,-263.0,-262.74,581.0,160.17
2003501,39368,BM99999,11.0,11.03,285.0,320.34
2003011,39372,BM0O6H8,18.0,18.02,569.0,694.06
2002942,39373,BM0O6H8,18.0,18.02,569.0,694.07
2002981,39374,BM0C7J6,14.0,13.81,197.2,228.81
2002981,39375,BM99999,11.0,11.03,475.0,533.9
2003028,39380,BM99999,11.0,11.03,95.0,106.78
2003571,39382,BM99999,11.0,11.03,95.0,106.78
2002974,39384,BM0O6H8,18.0,18.02,569.0,694.07
2002977,39386,BM0O6H8,18.0,18.02,569.0,694.07
2002982,39388,BM99999,11.0,11.03,95.0,106.78
2003017,39391,BM0O6H8,18.0,18.02,569.0,694.07
2003020,39395,BM0O6H8,18.0,18.02,569.0,694.07
2003029,39397,BM99999,11.0,11.03,95.0,106.78
2003030,39399,BM99999,11.0,11.03,95.0,106.78
2002983,39403,BM99999,11.0,11.03,95.0,106.78
2002986,39404,BM1F9Z5,39.0,39.12,178.0,292.37
2002987,39405,BM0O6H8,18.0,18.02,569.0,694.06
2002988,39406,BM0O6H8,18.0,18.02,569.0,694.06
210210035,39408,BM99999,11.0,11.03,95.0,106.78
2002990,39409,BM0O6H8,18.0,18.02,569.0,694.07
2003031,39411,BM0Q8X8,22.0,21.95,170.0,217.8
2003031,39412,BM99999,11.0,11.03,95.0,106.78
2003032,39414,BM99999,11.0,11.03,95.0,106.78
2003033,39416,BM99999,11.0,11.03,95.0,106.78
2003048,39421,BM99999,11.0,11.03,95.0,106.78
2003049,39423,BM99999,11.0,11.03,95.0,106.78
2003050,39425,BM99999,11.0,11.03,95.0,106.78
2003051,39427,BM99999,11.0,11.03,95.0,106.78
2003053,39431,BM99999,11.0,11.03,95.0,106.78
2003069,39434,BM99999,11.0,11.03,95.0,106.78
2003070,39436,BM99999,10.0,10.31,38.0,42.37
2003099,39440,BM99999,11.0,11.03,95.0,106.78
2003100,39441,BM0C8Y9,-3.0,-3.25,126.0,122.03
2003100,39442,BM99999,11.0,11.03,95.0,106.78
2003429,39444,BM99999,10.0,10.31,38.0,42.37
2003431,39447,BM99999,10.0,10.34,38.0,42.38
2003432,39448,BM0O6H8,18.0,18.02,569.0,694.07
2003101,39450,BM99999,10.0,10.31,38.0,42.37
2003103,39453,BM99999,10.0,10.34,38.0,42.38
2003110,39455,BM99999,10.0,10.31,38.0,42.37
2003137,39462,BM99999,11.0,11.03,95.0,106.78
2003142,39463,BM0C8Y9,-3.0,-3.25,126.0,122.03
2003142,39464,BM99999,11.0,11.03,95.0,106.78
2003117,39470,BM99999,10.0,10.31,38.0,42.37
2003122,39471,BM0O6H8,18.0,18.02,569.0,694.07
2003123,39473,BM99999,11.0,11.03,95.0,106.78
2003125,39475,BM99999,10.0,10.31,38.0,42.37
2003126,39477,BM99999,10.0,10.31,38.0,42.37
2003435,39479,BM0O6H8,18.0,18.02,569.0,694.07
2003150,39484,BM99999,10.0,10.34,38.0,42.38
2003152,39485,BM0O6H8,18.0,18.02,569.0,694.07
2003153,39486,BM0O6H8,18.0,18.02,569.0,694.06
2003154,39487,BM0O6H8,18.0,18.02,569.0,694.07
2003211,39491,BM99999,11.0,11.03,95.0,106.78
2003212,39493,BM99999,11.0,11.03,95.0,106.78
2003438,39495,BM0O6H8,18.0,18.02,569.0,694.07
2003440,39498,BM99999,10.0,10.31,38.0,42.37
2003193,39503,BM99999,11.0,11.03,95.0,106.78
2003193,39504,BM9B1Q7,-273.0,-272.6,581.0,155.93
2003203,39508,BM99999,10.0,10.31,38.0,42.37
2003213,39510,BM99999,11.0,11.03,95.0,106.78
2003214,39511,BM99999,11.0,11.03,95.0,106.78
2003214,39512,BM9B1Q7,-273.0,-272.58,581.0,155.94
2003303,39514,BM99999,11.0,11.03,95.0,106.78
2003220,39518,BM0O6H8,18.0,18.02,569.0,694.07
2003221,39519,BM0O6H8,18.0,18.02,569.0,694.07
2003223,39520,BM0O6H8,18.0,18.02,569.0,694.07
2003245,39526,BM99999,11.0,11.03,95.0,106.78
2003258,39528,BM99999,11.0,11.03,95.0,106.78
2003249,39534,BM0O6H8,18.0,18.02,569.0,694.06
2003259,39536,BM99999,11.0,11.03,95.0,106.78
2003282,39538,BM99999,11.0,11.03,95.0,106.78
2003446,39542,BM0O6H8,18.0,18.02,569.0,694.07
2003250,39543,BM0O6H8,18.0,18.02,569.0,694.07
2003251,39544,BM99999,11.0,11.03,475.0,533.9
2003251,39545,BM9B1Q7,-272.0,-272.47,580.8,155.93
2003260,39547,BM99999,11.0,11.03,95.0,106.78
2003261,39549,BM99999,11.0,11.03,95.0,106.78
2003262,39550,BM0C8Y9,-3.0,-3.24,126.0,122.04
2003262,39551,BM99999,11.0,11.03,95.0,106.78
2003263,39553,BM99999,11.0,11.03,95.0,106.78
2003264,39555,BM99999,11.0,11.03,95.0,106.78
2003265,39557,BM99999,11.0,11.03,95.0,106.78
2003266,39559,BM99999,11.0,11.03,95.0,106.78
2003304,39561,BM99999,11.0,11.03,95.0,106.78
2003267,39566,BM99999,10.0,10.31,38.0,42.37
2003268,39567,BM0O6H8,18.0,18.02,569.0,694.07
2003272,39569,BM99999,10.0,10.29,19.0,21.18
2003283,39571,BM99999,11.0,11.03,95.0,106.78
2003451,39574,BM99999,10.0,10.31,38.0,42.37
2003284,39576,BM0C8Y9,-3.0,-3.25,126.0,122.03
2003284,39577,BM99999,11.0,11.03,95.0,106.78
2003305,39582,BM99999,11.0,11.03,95.0,106.78
2003306,39584,BM99999,11.0,11.03,95.0,106.78
2003307,39585,BM0C8Y9,-3.0,-3.24,126.0,122.04
2003307,39586,BM99999,11.0,11.03,95.0,106.78
2003454,39589,BM99999,10.0,10.34,38.0,42.38
2003316,39592,BM0C8Y9,-3.0,-3.25,126.0,122.03
2003316,39593,BM99999,11.0,11.03,95.0,106.78
2003336,39595,BM99999,11.0,11.03,95.0,106.78
2003364,39596,BM0C7F6,-10.0,-9.96,451.0,410.16
2003364,39597,BM99999,11.0,11.03,95.0,106.78
2003389,39598,BM0Q8X8,22.0,21.95,170.0,217.8
2003389,39599,BM99999,11.0,11.03,95.0,106.78
2003576,39600,BM0C7F6,-10.0,-9.96,451.0,410.16
2003576,39601,BM99999,11.0,11.03,95.0,106.78
2003338,39606,BM99999,11.0,11.03,95.0,106.78
2003390,39609,BM0Q8X8,22.0,21.95,170.0,217.8
2003390,39610,BM99999,11.0,11.03,95.0,106.78
2003405,39612,BM99999,11.0,11.03,95.0,106.78
2003406,39614,BM99999,11.0,11.03,95.0,106.78
2003339,39621,BM99999,11.0,11.03,95.0,106.78
2003341,39623,BM99999,11.0,11.03,95.0,106.78
2003407,39625,BM99999,11.0,11.03,95.0,106.78
2003459,39627,BM99999,10.0,10.31,38.0,42.37
2003540,39628,BM0Y9N2,63.0,62.84,40.0,107.63
2003540,39629,BM99999,11.0,11.03,95.0,106.78
2003577,39631,BM99999,10.0,10.31,38.0,42.37
2003323,39633,BM99999,10.0,10.34,38.0,42.38
2003342,39636,BM99999,11.0,11.03,95.0,106.78
2003391,39637,BM0Q8X8,22.0,21.95,170.0,217.8
2003391,39638,BM99999,11.0,11.03,95.0,106.78
2003392,39640,BM99999,11.0,11.03,95.0,106.78
2003408,39642,BM99999,11.0,11.03,95.0,106.78
2003348,39648,BM99999,10.0,10.31,38.0,42.37
2003349,39650,BM99999,10.0,10.31,38.0,42.37
2003579,39657,BM99999,11.0,11.03,95.0,106.78
2003374,39659,BM99999,10.0,10.31,38.0,42.37
2003377,39662,BM99999,10.0,10.31,38.0,42.37
2003393,39664,BM99999,11.0,11.03,95.0,106.78
2003466,39668,BM99999,10.0,10.31,38.0,42.37
2003416,39678,BM99999,11.0,11.03,95.0,106.78
2003417,39680,BM99999,11.0,11.03,95.0,106.78
2003418,39682,BM99999,11.0,11.03,95.0,106.78
210200238,39683,BM99999,0.0,-0.21,107.0,106.78
2003420,39689,BM99999,11.0,11.03,95.0,106.78
2003427,39692,BM99999,11.0,11.03,95.0,106.78
210200243,39694,BM99999,1.0,0.87,42.0,42.37
2003485,39701,BM99999,11.0,11.03,95.0,106.78
2003582,39703,BM99999,10.0,10.34,38.0,42.38
210200245,39705,BM99999,1.0,0.87,42.0,42.37
2003498,39710,BM0Y9N2,63.0,62.84,40.0,107.63
2003498,39711,BM99999,11.0,11.03,95.0,106.78
2003499,39713,BM99999,11.0,11.03,95.0,106.78
2003500,39714,BM0Q8X8,22.0,21.95,170.0,217.8
2003500,39715,BM99999,11.0,11.03,95.0,106.78
2003542,39717,BM99999,11.0,11.03,95.0,106.78
2003543,39718,BM99999,11.0,11.03,95.0,106.78
2003544,39720,BM99999,11.0,11.03,95.0,106.78
210200248,39722,BM0O6H8,18.0,18.02,569.0,694.07
2003502,39726,BM0Q8X8,22.0,21.95,170.0,217.8
2003502,39727,BM99999,11.0,11.03,95.0,106.78
2003521,39729,BM0Y9N2,63.0,62.84,40.0,107.63
2003521,39730,BM99999,11.0,11.03,95.0,106.78
2003523,39733,BM0Q8X8,22.0,21.95,170.0,217.8
2003523,39734,BM99999,11.0,11.03,95.0,106.78
2003545,39736,BM99999,11.0,11.03,95.0,106.78
2003584,39738,BM99999,10.0,10.31,38.0,42.37
2003524,39741,BM99999,11.0,11.03,95.0,106.78
2003525,39743,BM0O6H8,18.0,18.02,569.0,694.07
2003531,39745,BM99999,12.0,11.5,60.0,67.8
2003534,39749,BM99999,10.0,10.31,38.0,42.37
2003546,39751,BM99999,11.0,11.03,95.0,106.78
2003547,39753,BM99999,11.0,11.03,95.0,106.78
2003548,39755,BM99999,11.0,11.03,95.0,106.78
2003587,39758,BM99999,10.0,10.34,19.0,21.19
2003554,39760,BM99999,10.0,10.31,38.0,42.37
2003556,39762,BM0O6H8,18.0,18.02,569.0,694.07
2003557,39763,BM0O6H8,18.0,18.02,569.0,694.07
2003566,39765,BM99999,11.0,11.03,95.0,106.78
2003567,39767,BM99999,11.0,11.03,95.0,106.78
2003588,39769,BM99999,11.0,11.03,95.0,106.78
2003589,39770,BM0Y9N2,63.0,62.84,40.0,107.63
2003589,39771,BM99999,11.0,11.03,95.0,106.78
210200253,39774,BM0O6H8,18.0,18.02,569.0,694.07
210200256,39777,BM0O6H8,18.0,18.02,569.0,694.06
210200239,39779,BM0K9O5,-273.0,-272.6,581.0,155.93
210200239,39780,BM99999,0.0,-0.21,107.0,106.78
210200260,39785,BM99999,0.0,-0.21,107.0,106.78
210200263,39788,BM0O6H8,18.0,18.02,569.0,694.07
210200264,39789,BM0O6H8,18.0,18.02,569.0,694.07
210200265,39790,BM0O6H8,18.0,18.02,569.0,694.07
210200267,39793,BM99999,1.0,0.87,42.0,42.37
210200268,39795,BM99999,-4.0,-3.77,11.0,10.6
210200269,39796,BM0O6H8,18.0,18.02,569.0,694.07
210200271,39798,BM0C7P6,32.0,31.99,253.0,372.03
210200273,39801,BM99999,0.0,-0.21,107.0,106.78
210200274,39802,BM0K9O5,-273.0,-272.6,581.0,155.93
210200274,39803,BM99999,0.0,-0.21,107.0,106.78
210200275,39804,BM0C9A8,6.0,5.6,144.0,152.54
210200275,39805,BM99999,0.0,-0.21,107.0,106.78
210200276,39807,BM99999,0.0,-0.21,107.0,106.78
210200277,39808,BM0C7P6,32.0,31.99,253.0,372.03
210200279,39810,BM99999,1.0,0.87,42.0,42.37
210200280,39811,BM0C7H7,24.0,24.01,369.0,485.59
210200280,39812,BM99999,0.0,-0.21,107.0,106.78
210200281,39813,BM0O6H8,18.0,18.02,569.0,694.07
210200282,39814,BM99999,0.0,-0.21,107.0,106.78
210200284,39816,BM0C7P6,32.0,31.99,253.0,372.03
210200285,39817,BM0Y9N2,63.0,62.84,40.0,107.63
210200285,39818,BM99999,0.0,-0.21,107.0,106.78
210200286,39819,BM0C7P6,32.0,31.99,253.0,372.03
210200287,39821,BM99999,0.0,-0.21,107.0,106.78
210200288,39823,BM99999,0.0,-0.21,107.0,106.78
210200290,39825,BM0O6H8,18.0,18.02,569.0,694.06
210200291,39827,BM99999,0.0,-0.21,107.0,106.78
210200293,39830,BM99999,1.0,0.87,42.0,42.37
210200294,39832,BM99999,0.0,-0.21,107.0,106.78
210200295,39834,BM99999,0.0,-0.21,107.0,106.78
210200296,39836,BM99999,0.0,-0.21,107.0,106.78
210200297,39838,BM99999,0.0,-0.21,107.0,106.78
210200299,39841,BM99999,0.0,-0.21,107.0,106.78
210200300,39843,BM99999,0.0,-0.21,214.0,213.56
210200302,39846,BM99999,0.0,-0.21,107.0,106.78
210200303,39848,BM99999,0.0,-0.21,107.0,106.78
210200305,39850,BM0O6H8,18.0,18.02,569.0,694.06
210200306,39852,BM99999,0.0,-0.21,107.0,106.78
210200307,39854,BM99999,0.0,-0.21,107.0,106.78
210200308,39856,BM99999,0.0,-0.21,107.0,106.78
210200309,39858,BM99999,0.0,-0.21,107.0,106.78
210200310,39860,BM99999,0.0,-0.21,107.0,106.78
210200311,39862,BM99999,1.0,0.87,42.0,42.37
210200312,39863,BM99999,0.0,-0.21,107.0,106.78
210200313,39866,BM99999,0.0,-0.21,107.0,106.78
210200314,39868,BM99999,0.0,-0.21,107.0,106.78
210200315,39870,BM99999,1.0,0.87,42.0,42.37
210200318,39874,BM99999,0.0,-0.21,107.0,106.78
210200319,39875,BM0Y9N2,63.0,62.84,40.0,107.63
210200319,39876,BM99999,0.0,-0.21,107.0,106.78
210200320,39878,BM99999,0.0,-0.21,107.0,106.78
210200322,39880,BM0Y9N2,63.0,62.84,40.0,107.63
210200322,39881,BM99999,0.0,-0.21,107.0,106.78
210200323,39883,BM99999,0.0,-0.21,107.0,106.78
210200324,39884,BM0C7U8,-7.0,-6.97,475.0,444.07
210200324,39885,BM99999,0.0,-0.21,107.0,106.78
210200325,39886,BM0C7U8,-7.0,-6.97,475.0,444.06
210200325,39887,BM99999,0.0,-0.21,107.0,106.78
210200326,39889,BM99999,1.0,0.87,42.0,42.37
210200327,39890,BM0Y9N2,63.0,62.84,40.0,107.63
210200327,39891,BM99999,0.0,-0.21,107.0,106.78
210200332,39896,BM0C7U8,-7.0,-6.97,475.0,444.07
210200332,39897,BM99999,0.0,-0.21,107.0,106.78
210200333,39899,BM99999,1.0,0.87,42.0,42.37
210200335,39901,BM99999,0.0,-0.21,107.0,106.78
210200339,39906,BM99999,0.0,-0.21,107.0,106.78
210200340,39908,BM99999,0.0,-0.21,107.0,106.78
210200341,39910,BM99999,0.0,-0.21,214.0,213.56
210200342,39912,BM99999,0.0,-0.21,107.0,106.78
