LookUp,quote number,order number,inquiry number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total,%,minus,divide,selling price is not consistent with margin,ORDER NUMBER is a NUMBER
,,100000778-1,3601,BM1A9T0,Twelve South,12,23-Mar-16,25,2667.46,1501.83,,,,6.00%,1921,33930.09,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S9,Twelve South,12,23-Mar-16,25,2667.46,1501.83,,,,6.00%,1921,33930.09,,,,FALSE,FALSE
,,2000387-1,10486,BM9G9K6,Active Power,1,04-Aug-17,5,1583,1504,,,,28.00%,443,2026.24,,,,FALSE,FALSE
,,201932-3,9630,BM9F3G6,Willy Sales Agency,10,13-Jun-17,0,1590,1515,,,,5.00%,795,16695,,,,FALSE,FALSE
,,200306-1,5951,BM9B7B8,Impex Tools,2,11-Sep-16,1,1651.91,1519,,,,14.00%,463,3766.35,,,,FALSE,FALSE
,,200066-1,3260,BM9A7Q2,Deluxe Electrical Corporation,1,05-Jul-16,30,2415,1530,,,,2.00%,48,2463.3,,,,FALSE,FALSE
,,100000926-1,4693,BM0Y9N4,Stanley Black and Decker India Pvt. Ltd.,1,30-May-16,12,1814,1537,,,,6.00%,114,1922.84,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1K8,Stanley Black and Decker India Pvt. Ltd.,2,08-Aug-17,17,2000,1558.5,,,,18.00%,720,4720,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A2,Volga Agency,1,05-Oct-16,22,2190.59,1562,,,,14.00%,307,2497.27,,,,FALSE,FALSE
,,2000161-1,9879,BM9G4B9,Bostan Engineering.,1,07-Jul-17,13,1915,1580,,,,18.00%,345,2259.7,,,,FALSE,FALSE
,,200837-1,6405,BM1D2O6,Jinharsh Industrial Solutions Pvt. Ltd.,5,15-Jan-17,32,2627.56,1594,,,,14.00%,1839,14977.09,,,,FALSE,FALSE
,,100001068-1,4685,BM9A1J8,Paras Petroleum (Guj),1,20-Jun-16,3,1777.78,1600,,,,5.00%,89,1866.67,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,1693,1609,,,,18.00%,305,1997.74,,,,FALSE,FALSE
,,200831-1,7053,BM9A5J1,Swan Machine Tools Pvt. Ltd.,2,29-Nov-16,38,2964.71,1624,,,,5.00%,296,6225.89,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1K9,Stanley Black and Decker India Pvt. Ltd.,2,08-Aug-17,17,2087,1626,,,,18.00%,751,4925.32,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,1854.62,1650,,,,15.00%,278,2132.81,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,1854.62,1650,,,,15.00%,278,2132.81,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X7,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,7,1854.62,1650,,,,15.00%,556,4265.63,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X7,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,7,1854.62,1650,,,,15.00%,556,4265.63,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,1854.62,1650,,,,15.00%,278,2132.81,,,,FALSE,FALSE
,,200739-2,5678,BM9B5X7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,1854.62,1650,,,,15.00%,278,2132.81,,,,FALSE,FALSE
,,100000590-1,4525,BM0P0J9,Turbonet Systems Pvt. Ltd.,3,02-Jun-16,10,2000,1650,,,,13.00%,780,6780,,,,FALSE,FALSE
,,200189-1,5064,BM9A5C6,Just Mobile Ltd- Taiwan,10,31-Jul-16,16,2737.04,1657.6,,,,6.00%,1642,29012.62,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S8,Twelve South,12,23-Mar-16,17,2667.46,1668.08,,,,6.00%,1921,33930.09,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S4,Twelve South,66,23-Mar-16,25,2962.66,1668.09,,,,6.00%,11732,207267.69,,,,FALSE,FALSE
,,201790-1,9186,BM9F1T2,Adinath Equipments Pvt. Ltd.,1,20-May-17,10,1995,1700,,,,5.00%,100,2094.75,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A3,Volga Agency,1,05-Oct-16,20,2394.12,1735,,,,14.00%,335,2729.3,,,,FALSE,FALSE
,,2000179-1,8698,BM9E5J6,R.K. Infosys,6,14-Jul-17,10,2046,1750,,,,18.00%,2210,14485.68,,,,FALSE,FALSE
,,Not Booked,8968,BM9E5J6,No Supplier Details,6,14-Jul-17,14,2046,1750,,,,18.00%,2210,14485.68,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P1,Deluxe Electrical Corporation,2,01-Dec-16,7,2069.05,1785,,,,15.00%,621,4758.82,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P1,Deluxe Electrical Corporation,2,01-Dec-16,7,2069.05,1785,,,,15.00%,621,4758.82,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P1,Deluxe Electrical Corporation,4,01-Dec-16,10,2069.05,1785,,,,15.00%,1241,9517.63,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P1,Deluxe Electrical Corporation,4,01-Dec-16,10,2069.05,1785,,,,15.00%,1241,9517.63,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P1,Deluxe Electrical Corporation,2,01-Dec-16,7,2069.05,1785,,,,15.00%,621,4758.82,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P1,Deluxe Electrical Corporation,2,01-Dec-16,7,2069.05,1785,,,,15.00%,621,4758.82,,,,FALSE,FALSE
,,200643-1,6103,BM9C3A3,International Tools Syndicate,1,11-Nov-16,25,2637.65,1789,,,,14.00%,369,3006.92,,,,FALSE,FALSE
,,200306-1,5951,BM9B7B4,Krishan Brothers,2,11-Sep-16,-46,1300,1810,,,,14.00%,364,2964,,,,FALSE,FALSE
,,2000161-1,9879,BM9G4C1,Bostan Engineering.,2,07-Jul-17,13,2205,1820,,,,18.00%,794,5203.8,,,,FALSE,FALSE
,,2000093-1,9464,BM9F3Y4,Royal Tools & Hardware Mart,2,07-Jul-17,14,2265,1850,,,,28.00%,1268,5798.4,,,,FALSE,FALSE
,,Order1,O-0001,BM0C8W6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,1858,1864,,,,18.00%,343,2192.44,,,,FALSE,FALSE
,,200609-1,6673,BM9C4K3,Cameron,3,01-Dec-16,25,2811,1878.33,,,,2.00%,170,8601.66,,,,FALSE,FALSE
,,200609-1,6673,BM9C4K4,Cameron,3,01-Dec-16,25,2811.12,1878.33,,,,2.00%,170,8602.03,,,,FALSE,FALSE
,,200609-1,6673,BM9C4K5,Cameron,3,01-Dec-16,25,2811.12,1878.33,,,,2.00%,170,8602.03,,,,FALSE,FALSE
,,Order2,O-0002,BM0C8W6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,1854,1881,,,,18.00%,345,2187.72,,,,FALSE,FALSE
,,Order2,O-0002,BM0C8W6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,1854,1881,,,,18.00%,345,2187.72,,,,FALSE,FALSE
,,Order2,O-0002,BM0C8W6,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,1854,1881,,,,18.00%,345,2187.72,,,,FALSE,FALSE
,,Order4,O-0004,BM0C8W6,No Supplier Details,1,30-Apr-18,2,1854,1881,,,,18.00%,345,2187.72,,,,FALSE,FALSE
,,Order4,O-0004,BM0C8W6,No Supplier Details,1,30-Apr-18,2,1854,1881,,,,18.00%,345,2187.72,,,,FALSE,FALSE
,,100000357-1,1639,BM1A8J3,Unique Industries,10,19-Oct-15,16,2312.2,1890,,,,2.00%,482,23584.44,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,2003,1903,,,,18.00%,361,2363.54,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A7,Volga Agency,2,05-Oct-16,38,3525.59,1940,,,,14.00%,987,8038.35,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P2,Deluxe Electrical Corporation,2,01-Dec-16,7,2289.27,1975,,,,15.00%,687,5265.32,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P2,Deluxe Electrical Corporation,2,01-Dec-16,7,2289.27,1975,,,,15.00%,687,5265.32,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P2,Deluxe Electrical Corporation,4,01-Dec-16,10,2289.27,1975,,,,15.00%,1374,10530.64,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P2,Deluxe Electrical Corporation,4,01-Dec-16,10,2289.27,1975,,,,15.00%,1374,10530.64,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P2,Deluxe Electrical Corporation,2,01-Dec-16,7,2289.27,1975,,,,15.00%,687,5265.32,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P2,Deluxe Electrical Corporation,2,01-Dec-16,7,2289.27,1975,,,,15.00%,687,5265.32,,,,FALSE,FALSE
,,201771-1,8904,BM9E7X7,Patankar Industries,15,16-May-17,22,2698,1989,,,,0.00%,-,40470,,,,FALSE,FALSE
,,200696-1,6884,BM1A9N3,Trans-O-Sonic,1,21-Jun-16,33,3333,2000,,,,0.00%,-,3333,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9T1,Twelve South,12,23-Mar-16,25,3555.42,2001.83,,,,6.00%,2560,45224.94,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S5,Twelve South,12,23-Mar-16,25,3555.42,2001.83,,,,6.00%,2560,45224.94,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S3,Twelve South,12,23-Mar-16,25,3555.42,2001.83,,,,6.00%,2560,45224.94,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S2,Twelve South,12,23-Mar-16,25,3555.42,2001.83,,,,6.00%,2560,45224.94,,,,FALSE,FALSE
,,200367-1,5616,BM9B4B4,P.P. Enterprises,8,01-Aug-16,5,2292,2019,,,,2.00%,367,18702.72,,,,FALSE,FALSE
,,200614-3,6313,BM9B4B4,P.P. Enterprises,8,01-Dec-16,11,2292,2019,,,,14.00%,2567,20903.04,,,,FALSE,FALSE
,,200614-3,6313,BM9B4B4,P.P. Enterprises,2,01-Dec-16,8,2292,2019,,,,14.00%,642,5225.76,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Y5,Kiran Diamond Tools,2,01-Jan-17,45,4223.75,2039,,,,14.00%,1183,9630.15,,,,FALSE,FALSE
,,200904-1,6910,BM9C6S2,Extreme Adventure Sports,5,16-Dec-16,19,2777.81,2065.8,,,,14.00%,1944,15833.52,,,,FALSE,FALSE
,,100000902-1,4211,BM1B1A6,Surgi Chem Pharma,2,19-May-16,42,4075,2080,,,,13.00%,1060,9209.5,,,,FALSE,FALSE
,,201729-2,8541,BM0C7T6,Valisons and Co.,1,09-May-17,-29,1614,2083,,,,14.00%,226,1839.96,,,,FALSE,FALSE
,,200184-1,3351,BM1Z9R4,Summit Engineering Technology Pvt Ltd,5,25-Feb-16,29,3060,2098,,,,13.00%,2067,17289,,,,FALSE,FALSE
,,200837-1,6405,BM0H7G9,Raj Machine Tools,1,15-Jan-17,47,4534.46,2100,,,,14.00%,635,5169.28,,,,FALSE,FALSE
,,201512-1,8510,BM9E3T5,Navkar Enterprise,1,03-Apr-17,6,2338,2102,,,,5.00%,117,2454.9,,,,FALSE,FALSE
,,100001128-1,5246,BM9A8S8,The Bombay Seeds Supply Co,1,13-Jul-16,-8,2940.74,2147,,,,14.00%,412,3352.44,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N8,Valisons and Co.,1,01-Dec-16,-826,235.14,2160,,,,15.00%,35,270.41,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N8,Valisons and Co.,1,01-Dec-16,-826,235.14,2160,,,,15.00%,35,270.41,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N8,Valisons and Co.,2,01-Dec-16,-822,235.14,2160,,,,15.00%,71,540.82,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N8,Valisons and Co.,2,01-Dec-16,-822,235.14,2160,,,,15.00%,71,540.82,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N8,Valisons and Co.,1,01-Dec-16,-826,235.14,2160,,,,15.00%,35,270.41,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N8,Valisons and Co.,1,01-Dec-16,-826,235.14,2160,,,,15.00%,35,270.41,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Y6,Kiran Diamond Tools,1,01-Jan-17,45,4507.5,2163,,,,14.00%,631,5138.55,,,,FALSE,FALSE
,,200677-1,6785,BM9C5F6,Remi Sales and Engineering Ltd.,1,01-Dec-16,7,2366,2200,,,,15.00%,355,2720.9,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A1,Volga Agency,2,05-Oct-16,13,2794.12,2225,,,,14.00%,782,6370.59,,,,FALSE,FALSE
,,200066-1,3260,BM9A7Q5,Lift Arts,1,05-Jul-16,55,5930,2250,,,,2.00%,119,6048.6,,,,FALSE,FALSE
,,201936-1,9621,BM9F6H6,Chirag Traders,10,14-Jun-17,12,2713,2260.5,,,,5.00%,1357,28486.5,,,,FALSE,FALSE
,,200906-2,7037,BM9C8N2,E-Square Alliance Pvt. Ltd.,5,14-Dec-16,-35,1780,2280,,,,14.00%,1246,10146,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Y7,Kiran Diamond Tools,1,01-Jan-17,44,4805,2341,,,,14.00%,673,5477.7,,,,FALSE,FALSE
,,200614-3,6313,BM9B4C4,Deluxe Electrical Corporation,5,01-Dec-16,16,2899,2400,,,,14.00%,2029,16524.3,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P3,Deluxe Electrical Corporation,1,01-Dec-16,21,3362,2400,,,,15.00%,504,3866.3,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P3,Deluxe Electrical Corporation,1,01-Dec-16,21,3362,2400,,,,15.00%,504,3866.3,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P3,Deluxe Electrical Corporation,2,01-Dec-16,25,3362,2400,,,,15.00%,1009,7732.6,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P3,Deluxe Electrical Corporation,2,01-Dec-16,25,3362,2400,,,,15.00%,1009,7732.6,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P3,Deluxe Electrical Corporation,1,01-Dec-16,21,3362,2400,,,,15.00%,504,3866.3,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P3,Deluxe Electrical Corporation,1,01-Dec-16,21,3362,2400,,,,15.00%,504,3866.3,,,,FALSE,FALSE
,,201936-1,9621,BM9F6J1,Smith Engineering Co.,2,14-Jun-17,0,2534,2413,,,,5.00%,253,5321.4,,,,FALSE,FALSE
,,Order2,O-0002,BM0C8I0,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,2393,2487,,,,18.00%,457,2823.74,,,,FALSE,FALSE
,,100001027-2,5005,BM9A4B9,No Supplier Details,1,17-Jul-16,3,2776,2499,,,,13.00%,361,3136.88,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Y9,Valisons and Co.,1,01-Jan-17,-34,1968.75,2500,,,,14.00%,276,2244.38,,,,FALSE,FALSE
,,201150-1,7119,BM1B0F3,Shree Satguru InfoCom Pvt. Ltd.,1,31-Jan-16,-7,2500,2500,,,,15.00%,375,2875,,,,FALSE,FALSE
,,200614-3,6313,BM9B4R1,Deluxe Electrical Corporation,5,01-Dec-16,3,2601,2500,,,,14.00%,1821,14825.7,,,,FALSE,FALSE
,,201804-2,9006,BM9G2Y3,B.K.Enterprises,1,23-May-17,9,3000,2600,,,,15.00%,450,3450,,,,FALSE,FALSE
,,200837-1,6405,BM9B4C4,Deluxe Electrical Corporation,1,15-Jan-17,10,3148.74,2600,,,,14.00%,441,3589.56,,,,FALSE,FALSE
,,200367-1,5616,BM9B4A7,P.P. Enterprises,10,01-Aug-16,1,2873,2637,,,,2.00%,575,29304.6,,,,FALSE,FALSE
,,200614-3,6313,BM9B4A7,P.P. Enterprises,10,01-Dec-16,7,2873,2637,,,,14.00%,4022,32752.2,,,,FALSE,FALSE
,,200904-1,6910,BM9C6S3,Extreme Adventure Sports,4,16-Dec-16,18,3533.79,2654,,,,14.00%,1979,16114.08,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9R7,Twelve South,12,23-Mar-16,25,4740.97,2669.33,,,,6.00%,3413,60305.14,,,,FALSE,FALSE
,,200609-1,6673,BM9C4K1,Cameron,3,01-Dec-16,25,4010.86,2680.33,,,,2.00%,243,12273.23,,,,FALSE,FALSE
,,100000590-1,4525,BM0O8W9,Turbonet Systems Pvt. Ltd.,3,02-Jun-16,25,4000,2700,,,,13.00%,1560,13560,,,,FALSE,FALSE
,,200614-3,6313,BM9B4C3,Deluxe Electrical Corporation,5,01-Dec-16,1,2764,2708,,,,14.00%,1935,15754.8,,,,FALSE,FALSE
,,201729-2,8541,BM0W7N5,Hadeed Corporation,1,09-May-17,22,3529,2750,,,,14.00%,494,4023.06,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,2967,2819,,,,18.00%,534,3501.06,,,,FALSE,FALSE
,,200739-2,5678,BM9C6V8,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3222.62,2877,,,,15.00%,483,3706.01,,,,FALSE,FALSE
,,200739-2,5678,BM9C6V8,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3222.62,2877,,,,15.00%,483,3706.01,,,,FALSE,FALSE
,,200739-2,5678,BM9C6V8,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,7,3222.62,2877,,,,15.00%,967,7412.03,,,,FALSE,FALSE
,,200739-2,5678,BM9C6V8,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,7,3222.62,2877,,,,15.00%,967,7412.03,,,,FALSE,FALSE
,,200739-2,5678,BM9C6V8,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3222.62,2877,,,,15.00%,483,3706.01,,,,FALSE,FALSE
,,200739-2,5678,BM9C6V8,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3222.62,2877,,,,15.00%,483,3706.01,,,,FALSE,FALSE
,,201385-1,8089,BM9D9V1,Marck Engineers,2,09-Mar-17,10,3119.04,2888,,,,5.00%,348,6549.98,,,,FALSE,FALSE
,,100000549-1,3426,BM0O8J6,SWIT,100,07-May-16,10,3564,2958,,,,2.00%,7128,363528,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B5,Al Technologies,5,10-Jun-16,4,3120,3000,,,,6.00%,936,16536,,,,FALSE,FALSE
,,201676-2,8928,BM9E7S2,Alpha Linear,1,28-Apr-17,5,3158,3000,,,,15.00%,474,3631.7,,,,FALSE,FALSE
,,2000458-1,10293,BM9C4L6,No Supplier Details,1,22-Aug-17,6,3191,3000,,,,18.00%,574,3765.38,,,,FALSE,FALSE
,,100000896-1,3630,BM1A5W6,Mahadev Computers,1,29-Mar-16,12,3692.6,3000,,,,13.00%,480,4172.64,,,,FALSE,FALSE
,,201618-1,8359,BM9E2T1,Staubli Tec Systems India Pvt. Ltd.,1,12-Apr-17,21,4127,3002,,,,0.00%,-,4127,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3419.36,3050,,,,15.00%,513,3932.26,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3419.36,3050,,,,15.00%,513,3932.26,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N7,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,7,3419.36,3050,,,,15.00%,1026,7864.53,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N7,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,7,3419.36,3050,,,,15.00%,1026,7864.53,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3419.36,3050,,,,15.00%,513,3932.26,,,,FALSE,FALSE
,,200739-2,5678,BM9C6N7,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,3419.36,3050,,,,15.00%,513,3932.26,,,,FALSE,FALSE
,,201840-1,9406,BM9F3H9,Shree Hari Paints,10,30-May-17,0,3225,3064,,,,5.00%,1613,33862.5,,,,FALSE,FALSE
,,200421-1,6344,BM9C1P4,No Supplier Details,4,01-Oct-16,18,4123,3080,,,,2.00%,330,16821.84,,,,FALSE,FALSE
,,200614-3,6313,BM9C1B9,No Supplier Details,5,01-Dec-16,24,4123,3080,,,,14.00%,2886,23501.1,,,,FALSE,FALSE
,,200421-1,6344,BM9B4X5,P.P. Enterprises,15,01-Oct-16,34,5192,3080,,,,2.00%,1558,79437.6,,,,FALSE,FALSE
,,200614-3,6313,BM9B4X5,P.P. Enterprises,12,01-Dec-16,40,5192,3080,,,,14.00%,8723,71026.56,,,,FALSE,FALSE
,,200614-3,6313,BM9B4X5,P.P. Enterprises,3,01-Dec-16,38,5192,3080,,,,14.00%,2181,17756.64,,,,FALSE,FALSE
,,100000352-1,4434,BM0Y9N6,M.P. Tools,5,27-May-16,-2,3263.16,3100,,,,5.00%,816,17131.59,,,,FALSE,FALSE
,,100000352-1,4434,BM0Y9N6,M.P. Tools,5,14-Jun-16,-2,3263.16,3100,,,,5.00%,816,17131.59,,,,FALSE,FALSE
,,100000778-1,3601,BM1A9S0,Twelve South,6,23-Mar-16,30,5926.5,3141.33,,,,13.00%,4623,40181.67,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,3333,3166,,,,18.00%,600,3932.94,,,,FALSE,FALSE
,,201668-1,8923,BM9E7W4,P.P. Enterprises,7,01-May-17,39,5192,3182,,,,14.00%,5088,41432.16,,,,FALSE,FALSE
,,201255-1,6517,BM9A4C2,Alpines Technoquip Pvt. Ltd.,20,18-Oct-16,-3,3447.81,3199,,,,15.00%,10343,79299.63,,,,FALSE,FALSE
,,2000808-3,11553,BM9A4C2,Alpines Technoquip Pvt. Ltd.,41,19-Sep-17,7,3448,3199,,,,18.00%,25446,166814.24,,,,FALSE,FALSE
,,2000808-3,11553,BM9A4C2,Alpines Technoquip Pvt. Ltd.,9,19-Sep-17,7,3448,3199,,,,18.00%,5586,36617.76,,,,FALSE,FALSE
,,200837-1,6405,BM1A4T6,Raj Machine Tools,1,15-Jan-17,-9,3141.36,3200,,,,14.00%,440,3581.15,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1L8,Stanley Black and Decker India Pvt. Ltd.,1,08-Aug-17,18,4194,3220,,,,18.00%,755,4948.92,,,,FALSE,FALSE
,,201907-2,9593,BM9D9V1,Marck Engineers,2,08-Jun-17,3,3119,3249,,,,5.00%,348,6549.9,,,,FALSE,FALSE
,,2000161-1,9879,BM9G4B2,Bostan Engineering.,2,07-Jul-17,13,3938,3250,,,,18.00%,1418,9293.68,,,,FALSE,FALSE
,,201840-1,9406,BM9F3H8,Shree Hari Paints,24,30-May-17,1,3453,3280,,,,5.00%,4144,87015.6,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,3460,3287,,,,18.00%,623,4082.8,,,,FALSE,FALSE
,,201875-1,9316,BM9F2J4,Hydint Controls and Pneumatic,1,01-Jun-17,32,5214,3322,,,,14.00%,730,5943.96,,,,FALSE,FALSE
,,200283-1,5279,BM9B3B3,SITEC -SIEBER ENGINEERING AG(Switzerland),2,01-Oct-16,51,8770.59,3379.5,,,,14.00%,2456,19996.95,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3C1,Al Technologies,1,10-Jun-16,4,3536,3400,,,,6.00%,212,3748.16,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y8,Valisons and Co.,2,01-Dec-16,-1286,252.37,3480,,,,15.00%,76,580.45,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y8,Valisons and Co.,2,01-Dec-16,-1286,252.37,3480,,,,15.00%,76,580.45,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y8,Valisons and Co.,4,01-Dec-16,-1282,252.37,3480,,,,15.00%,151,1160.9,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y8,Valisons and Co.,4,01-Dec-16,-1282,252.37,3480,,,,15.00%,151,1160.9,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y8,Valisons and Co.,2,01-Dec-16,-1286,252.37,3480,,,,15.00%,76,580.45,,,,FALSE,FALSE
,,200739-2,5678,BM9B5Y8,Valisons and Co.,2,01-Dec-16,-1286,252.37,3480,,,,15.00%,76,580.45,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9M7,Al Technologies,11,04-Aug-17,5,3668,3485,,,,28.00%,11297,51645.44,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9M8,Al Technologies,10,04-Aug-17,5,3668,3485,,,,28.00%,10270,46950.4,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1A2,Bagadia Industrial Fasteners,2,12-May-16,-2429,138.81,3500,,,,2.00%,6,283.17,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B1,Bagadia Industrial Fasteners,1,12-May-16,-374,750,3500,,,,2.00%,15,765,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B7,Bagadia Industrial Fasteners,2,12-May-16,-7,3500,3500,,,,2.00%,140,7140,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3C3,Al Technologies,1,10-Jun-16,4,3640,3500,,,,6.00%,218,3858.4,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3C5,Al Technologies,1,10-Jun-16,4,3640,3500,,,,6.00%,218,3858.4,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3E1,Al Technologies,1,10-Jun-16,4,3640,3500,,,,6.00%,218,3858.4,,,,FALSE,FALSE
,,200367-1,5616,BM9B4B7,P.P. Enterprises,19,01-Aug-16,3,3903,3508,,,,2.00%,1483,75640.14,,,,FALSE,FALSE
,,200614-3,6313,BM9C1B7,P.P. Enterprises,20,01-Dec-16,9,3903,3508,,,,14.00%,10928,88988.4,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,3716,3530,,,,18.00%,669,4384.88,,,,FALSE,FALSE
,,2000331-1,10543,BM0A6A4,Chandra Electricals,2,03-Aug-17,37,6043,3534.5,,,,5.00%,604,12690.3,,,,FALSE,FALSE
,,2000330-1,10314,BM0A6A4,Chandra Electricals,4,05-Aug-17,37,6043,3534.75,,,,5.00%,1209,25380.6,,,,FALSE,FALSE
,,200837-1,6405,BM9A6Z4,Valisons and Co.,1,15-Jan-17,-39,2750.3,3628,,,,14.00%,385,3135.34,,,,FALSE,FALSE
,,2000387-1,10486,BM9G9K3,Active Power,1,04-Aug-17,5,3860,3667,,,,18.00%,695,4554.8,,,,FALSE,FALSE
,,200614-3,6313,BM9B4B8,Gaurav Tools and Traders,5,01-Dec-16,58,9035,3734,,,,14.00%,6325,51499.5,,,,FALSE,FALSE
,,100000896-1,3630,BM1A5W8,Mahadev Computers,1,29-Mar-16,11,4586.61,3750,,,,13.00%,596,5182.87,,,,FALSE,FALSE
,,100001114-1,5094,BM9A6U9,Micron Engineering Corporation (Guj),8,28-Jun-16,12,4200,3800,,,,15.00%,5610,38640,,,,FALSE,FALSE
