LookUp,quote number,order number,inquiry number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total,%,minus,divide,selling price is not consistent with margin,ORDER NUMBER is a NUMBER
,,200698-1,6887,BM1B2I7,Tool Max,2,21-Jun-16,5,4333,3800,,,,13.00%,1127,9792.58,,,,FALSE,FALSE
,,200589-1,5728,BM9B6X2,Nupros Inc .,1,02-Oct-16,32,6000,3800,,,,15.00%,930,6900,,,,FALSE,FALSE
,,201512-1,8510,BM9E3T8,Utkal Engineers,1,03-Apr-17,16,4760,3808,,,,5.00%,238,4998,,,,FALSE,FALSE
,,200460-1,5944,BM9B7A9,Zoro,1,05-Oct-16,76,21957.12,3812,,,,14.00%,3074,25031.12,,,,FALSE,FALSE
,,201936-1,9621,BM9F6J4,Smith Engineering Co.,4,14-Jun-17,0,4030,3838,,,,5.00%,806,16926,,,,FALSE,FALSE
,,201385-1,8089,BM9D9V2,Marck Engineers,2,09-Mar-17,10,4165.56,3857,,,,5.00%,465,8747.68,,,,FALSE,FALSE
,,200739-2,5678,BM9C6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,36,6844,3872,,,,15.00%,1027,7870.6,,,,FALSE,FALSE
,,200739-2,5678,BM9C6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,36,6844,3872,,,,15.00%,1027,7870.6,,,,FALSE,FALSE
,,200739-2,5678,BM9C6Q3,Stanley Black and Decker India Pvt. Ltd.,2,01-Dec-16,40,6844,3872,,,,15.00%,2053,15741.2,,,,FALSE,FALSE
,,200739-2,5678,BM9C6Q3,Stanley Black and Decker India Pvt. Ltd.,2,01-Dec-16,40,6844,3872,,,,15.00%,2053,15741.2,,,,FALSE,FALSE
,,200739-2,5678,BM9C6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,36,6844,3872,,,,15.00%,1027,7870.6,,,,FALSE,FALSE
,,200739-2,5678,BM9C6Q3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,36,6844,3872,,,,15.00%,1027,7870.6,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9N1,Al Technologies,14,04-Aug-17,5,4077,3873,,,,28.00%,15982,73059.84,,,,FALSE,FALSE
,,200338-1,5970,BM1G1I5,Al Technologies,86,19-Sep-16,5,4072.6,3878.67,,,,6.00%,21015,371258.22,,,,FALSE,FALSE
,,100000530-1,66,BM1A7A4,W. W. Grainger Inc.,1,27-Feb-15,36,6550,3900,,,,13.00%,852,7401.5,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q1,Shree Hari Paints,10,13-Jun-17,1,4384,4165,,,,15.00%,6576,50416,,,,FALSE,FALSE
,,200367-1,5616,BM9B4A6,P.P. Enterprises,16,01-Aug-16,5,4770,4169,,,,2.00%,1526,77846.4,,,,FALSE,FALSE
,,200614-3,6313,BM9B4A6,P.P. Enterprises,20,01-Dec-16,12,4770,4169,,,,14.00%,13356,108756,,,,FALSE,FALSE
,,201497-1,8452,BM9E2N1,Shree Marutinandan Enterprise,1,28-Feb-17,49,8226,4200,,,,2.00%,165,8390.52,,,,FALSE,FALSE
,,2000315-1,10514,BM9A3C4,Al Technologies,20,04-Aug-17,5,4489,4265,,,,18.00%,16160,105940.4,,,,FALSE,FALSE
,,201933-1,9643,BM9F6P1,Shree Hari Paints,10,13-Jun-17,0,4526,4300,,,,15.00%,6789,52049,,,,FALSE,FALSE
,,201668-1,8923,BM9E7W7,P.P. Enterprises,7,01-May-17,10,4770,4307,,,,14.00%,4675,38064.6,,,,FALSE,FALSE
,,201907-2,9593,BM9D9V2,Marck Engineers,2,08-Jun-17,3,4166,4339,,,,5.00%,465,8748.6,,,,FALSE,FALSE
,,200739-2,5678,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-816,484,4400,,,,15.00%,73,556.6,,,,FALSE,FALSE
,,200739-2,5678,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-816,484,4400,,,,15.00%,73,556.6,,,,FALSE,FALSE
,,200739-2,5678,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,2,01-Dec-16,-813,484,4400,,,,15.00%,145,1113.2,,,,FALSE,FALSE
,,200739-2,5678,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,2,01-Dec-16,-813,484,4400,,,,15.00%,145,1113.2,,,,FALSE,FALSE
,,200739-2,5678,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-816,484,4400,,,,15.00%,73,556.6,,,,FALSE,FALSE
,,200739-2,5678,BM0C7B3,Stanley Black and Decker India Pvt. Ltd.,1,01-Dec-16,-816,484,4400,,,,15.00%,73,556.6,,,,FALSE,FALSE
,,201497-1,8452,BM9E2M7,Shree Marutinandan Enterprise,3,28-Feb-17,26,6075,4500,,,,2.00%,365,18589.5,,,,FALSE,FALSE
,,2000161-1,9879,BM9G4B4,Bostan Engineering.,1,07-Jul-17,13,5550,4580,,,,18.00%,999,6549,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q8,Shree Hari Paints,6,13-Jun-17,1,4842,4600,,,,15.00%,4358,33409.8,,,,FALSE,FALSE
,,201618-1,8359,BM9E2S9,Staubli Tec Systems India Pvt. Ltd.,1,12-Apr-17,21,6325,4651,,,,0.00%,-,6325,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1B9,Bagadia Industrial Fasteners,1,12-May-16,-7,4700,4700,,,,2.00%,94,4794,,,,FALSE,FALSE
,,2000065-1,9047,BM9F2R4,Rikutec Richter Kunststofftechnik Gmbh and CoKg,6,31-May-17,14,6328,4743,,,,28.00%,10631,48599.04,,,,FALSE,FALSE
,,201385-1,8089,BM9D9V3,Marck Engineers,2,09-Mar-17,6,4883.76,4760,,,,5.00%,545,10255.9,,,,FALSE,FALSE
,,201875-1,9316,BM9F2J3,Aayushi Enterprises,2,01-Jun-17,19,6268,4764,,,,6.00%,752,13288.16,,,,FALSE,FALSE
,,200367-1,5616,BM9B4B9,Asim Navigation India Pvt. Ltd.,4,01-Aug-16,21,6667,4790,,,,2.00%,533,27201.36,,,,FALSE,FALSE
,,200614-3,6313,BM9B4B9,Asim Navigation India Pvt. Ltd.,5,01-Dec-16,27,6667,4790,,,,14.00%,4667,38001.9,,,,FALSE,FALSE
,,200837-1,6405,BM9A6Z2,Jinharsh Industrial Solutions Pvt. Ltd.,1,15-Jan-17,32,8151.3,4949,,,,14.00%,1141,9292.48,,,,FALSE,FALSE
,,Not Booked,3120,BM1A3Z0,Gauges Bourdon (I) Pvt. Ltd.,3,19-Jan-16,24,7219,5000,,,,13.00%,2815,24472.41,,,,FALSE,FALSE
,,201936-1,9621,BM9F6H8,Smith Engineering Co.,2,14-Jun-17,0,5258,5007.5,,,,5.00%,526,11041.8,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1K4,Kiran Diamond Tools,1,08-Aug-17,9,5919,5031,,,,18.00%,1065,6984.42,,,,FALSE,FALSE
,,2000153-1,9626,BM9F9H3,Fms Manufacturing Equipment Dmcc,10,19-Jul-17,48,10788,5296.7,,,,18.00%,19418,127298.4,,,,FALSE,FALSE
,,200614-3,6313,BME3X5J,"Harini Shah
",5,01-Dec-16,61,13582,5301.4,,,,14.00%,9507,77417.4,,,,FALSE,FALSE
,,100000340-1,4883,BM9A2Z6,Prestige Agencies,1,16-Jun-16,25,7155.3,5362,,,,13.00%,930,8085.49,,,,FALSE,FALSE
,,200349-1,6116,BM9B8S5,Bitsy Infotech Pvt. Ltd.,1,20-Sep-16,4,6052.63,5400,,,,6.00%,363,6415.79,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Z4,No Supplier Details,2,01-Jan-17,-199,2000,5449,,,,14.00%,560,4560,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Z4,No Supplier Details,1,01-Jan-17,57,15000,5449,,,,14.00%,2100,17100,,,,FALSE,FALSE
,,201936-1,9621,BM9F6J3,Smith Engineering Co.,2,14-Jun-17,0,5732,5459.5,,,,5.00%,573,12037.2,,,,FALSE,FALSE
,,201638-1,8867,BM9E6M1,Remi Sales and Engineering Ltd.,1,08-May-17,5,5789,5500,,,,14.00%,810,6599.46,,,,FALSE,FALSE
,,201512-1,8510,BM9E3T7,Navkar Enterprise,1,03-Apr-17,6,6206,5580,,,,5.00%,310,6516.3,,,,FALSE,FALSE
,,2000161-1,9879,BM9G4B5,Bostan Engineering.,1,07-Jul-17,8,6432,5620,,,,18.00%,1158,7589.76,,,,FALSE,FALSE
,,200614-3,6313,BM9B4R2,Krishan Brothers,5,01-Dec-16,45,10302,5625,,,,14.00%,7211,58721.4,,,,FALSE,FALSE
,,201618-1,8359,BM9E2S7,Staubli Tec Systems India Pvt. Ltd.,1,12-Apr-17,23,8099,5795,,,,0.00%,-,8099,,,,FALSE,FALSE
,,201790-1,9186,BM9F1T1,Adinath Equipments Pvt. Ltd.,3,20-May-17,8,6650,5800,,,,5.00%,998,20947.5,,,,FALSE,FALSE
,,200338-1,5970,BM1G1I6,Al Technologies,57,19-Sep-16,5,6093.14,5802.98,,,,6.00%,20839,368147.52,,,,FALSE,FALSE
,,100001128-1,5246,BM9A8S7,Refteck Solutions Ltd.,1,13-Jul-16,73,32010,5804,,,,14.00%,4481,36491.4,,,,FALSE,FALSE
,,100001128-1,5246,BMG4Z2U,Refteck Solutions Usa Inc.,1,13-Jul-16,66,25245.15,5849,,,,14.00%,3534,28779.47,,,,FALSE,FALSE
,,2000387-1,10486,BM9G9K5,Active Power,1,04-Aug-17,5,6204,5894,,,,28.00%,1737,7941.12,,,,FALSE,FALSE
,,200696-1,6884,BM1B0V0,Sarvam Safety Equipment,2,21-Jun-16,-4,6186,6000,,,,0.00%,-,12372,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3C2,Al Technologies,4,10-Jun-16,4,6240,6000,,,,6.00%,1498,26457.6,,,,FALSE,FALSE
,,100000411-2,1221,BM1A6K1,W. W. Grainger Inc.,15,08-Sep-15,47,25396.33,6075,,,,2.00%,8004,388563.85,,,,FALSE,FALSE
,,201846-1,9387,BM9F3E5,Electrica Energy Products,3,30-May-17,14,7500,6128.67,,,,5.00%,1125,23625,,,,FALSE,FALSE
,,201936-1,9621,BM9F6H9,Smith Engineering Co.,2,14-Jun-17,0,6568,6255,,,,5.00%,657,13792.8,,,,FALSE,FALSE
,,100000571-1,3456,BM1A5P6,Deluxe Electrical Corporation,2,29-Mar-16,18,8391,6300,,,,13.00%,2182,18963.66,,,,FALSE,FALSE
,,200384-1,6282,BM9B9U6,Jayantilal J Gandhi Chemicals Pvt. Ltd.,45,27-Sep-16,8,7445.88,6329,,,,14.00%,46909,381973.64,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,6791,6452,,,,18.00%,1222,8013.38,,,,FALSE,FALSE
,,201638-1,8867,BM9E6M2,Remi Sales and Engineering Ltd.,1,08-May-17,5,6842,6500,,,,15.00%,1026,7868.3,,,,FALSE,FALSE
,,100000705-1,4245,BM1B1L9,Teknofabs,1,26-Apr-16,40,8944,6500,,,,13.00%,1397,10106.72,,,,FALSE,FALSE
,,100000705-1,4245,BM1B1L9,Teknofabs,1,26-Apr-16,40,8944,6500,,,,13.00%,1397,10106.72,,,,FALSE,FALSE
,,100000906-1,4228,BM1B2B3,Think Health Solution Pvt Ltd,3,18-May-16,15,8422,6600,,,,13.00%,3285,28550.58,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,6966,6618,,,,18.00%,1254,8219.88,,,,FALSE,FALSE
,,201907-2,9593,BM9D9V4,Marck Engineers,2,08-Jun-17,3,6361,6626.5,,,,5.00%,710,13358.1,,,,FALSE,FALSE
,,2000001-1,9898,BM9G2N4,Saibaba Electricals,1,07-Jul-17,36,11175,6667,,,,12.00%,1341,12516,,,,FALSE,FALSE
,,100000360-2,1546,BM1A7V4,ITEC Measures Pvt Ltd,20,03-Sep-15,22,9160.7,6750,,,,2.00%,3738,186878.28,,,,FALSE,FALSE
,,200858-1,7103,BM9C8V3,Amazon.com,1,06-Dec-16,11,8353,6851,,,,14.00%,1169,9522.42,,,,FALSE,FALSE
,,200614-3,6313,BM9B4X4,Sai Arc India Pvt. Ltd.,5,01-Dec-16,30,10000,6900,,,,14.00%,7000,57000,,,,FALSE,FALSE
,,201512-1,8510,BM9E3U6,Stanley Black and Decker India Pvt. Ltd.,1,03-Apr-17,2,7398,6946,,,,5.00%,370,7767.9,,,,FALSE,FALSE
,,100000571-1,3456,BM1A5P7,Deluxe Electrical Corporation,1,29-Mar-16,14,8888,7000,,,,13.00%,1155,10043.44,,,,FALSE,FALSE
,,100000386-1,4247,BM9A4A4,No Supplier Details,2,27-Apr-16,23,9125,7000,,,,13.00%,2373,20622.5,,,,FALSE,FALSE
,,Order1,O-0001,BM9J8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,7199,7084,,,,18.00%,1301,8494.82,,,,FALSE,FALSE
,,Order1,O-0001,BM9J8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,15,8298,7084,,,,18.00%,1502,9791.64,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D3,Al Technologies,11,10-Jun-16,4,7368.36,7085,,,,6.00%,4863,85915.08,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B3,Al Technologies,8,10-Jun-16,4,7462,7175,,,,6.00%,3582,63277.76,,,,FALSE,FALSE
,,201936-1,9621,BM9F6H7,Smith Engineering Co.,2,14-Jun-17,0,7610,7247.5,,,,5.00%,761,15981,,,,FALSE,FALSE
,,Not Booked,2915,BM1A3U6,Uptech Engineering,3,25-Feb-16,58,19012.67,7437,,,,13.00%,7415,64452.95,,,,FALSE,FALSE
,,200837-1,6405,BM1D2C2,Jinharsh Industrial Solutions Pvt. Ltd.,1,15-Jan-17,32,12258.08,7442,,,,14.00%,1716,13974.21,,,,FALSE,FALSE
,,200794-1,6962,BM9C6T9,Valisons and Co.,1,22-Nov-16,-68,4458.79,7489,,,,6.00%,268,4726.32,,,,FALSE,FALSE
,,201819-3,9256,BM9F1H1,Indo Vacuum Technologies Pvt. Ltd.,2,24-May-17,14,8262,7500,,,,15.00%,2760,19002.6,,,,FALSE,FALSE
,,201478-1,4791,BM9A9Z3,Shreeji Traders,3,23-Mar-17,10,8333,7500,,,,5.00%,1250,26248.95,,,,FALSE,FALSE
,,201478-1,4791,BM9A9Z3,Shreeji Traders,1,23-Mar-17,10,8333.33,7500,,,,5.00%,417,8750,,,,FALSE,FALSE
,,200384-1,6282,BM9B9U7,Jayantilal J Gandhi Chemicals Pvt. Ltd.,4,27-Sep-16,8,8823.53,7500,,,,14.00%,4941,40235.3,,,,FALSE,FALSE
,,201157-1,5989,BM9B8P7,Epe Process Filters and Accumulators Pvt. Ltd.,2,02-Feb-17,37,13356,7500,,,,2.00%,534,27246.24,,,,FALSE,FALSE
,,200614-3,6313,BM9B4C8,Bombay Tools Supplying Agency,5,01-Dec-16,-3,7467,7600,,,,14.00%,5227,42561.9,,,,FALSE,FALSE
,,201790-1,9186,BM9F1T3,Adinath Equipments Pvt. Ltd.,1,20-May-17,9,8979,7800,,,,5.00%,449,9427.95,,,,FALSE,FALSE
,,200698-1,6887,BM1B0E1,Astek Electric Co.Pvt Ltd,1,21-Jun-16,3,8824,7911,,,,13.00%,1147,9971.12,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3C4,Al Technologies,6,10-Jun-16,4,8320,8000,,,,6.00%,2995,52915.2,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P4,Bearing Tool Centre,1,01-Dec-16,15,10227.28,8000,,,,15.00%,1534,11761.37,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P4,Bearing Tool Centre,1,01-Dec-16,15,10227.28,8000,,,,15.00%,1534,11761.37,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P4,Bearing Tool Centre,2,01-Dec-16,18,10227.28,8000,,,,15.00%,3068,23522.74,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P4,Bearing Tool Centre,2,01-Dec-16,18,10227.28,8000,,,,15.00%,3068,23522.74,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P4,Bearing Tool Centre,1,01-Dec-16,15,10227.28,8000,,,,15.00%,1534,11761.37,,,,FALSE,FALSE
,,200739-2,5678,BM9C6P4,Bearing Tool Centre,1,01-Dec-16,15,10227.28,8000,,,,15.00%,1534,11761.37,,,,FALSE,FALSE
,,Order2,O-0002,BM9J8U1,Stanley Black and Decker India Pvt. Ltd.,1,31-Mar-18,2,8298,8176,,,,18.00%,1502,9791.64,,,,FALSE,FALSE
,,Order4,O-0004,BM9J8U1,No Supplier Details,1,30-Apr-18,2,8298,8176,,,,18.00%,1502,9791.64,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B6,Al Technologies,1,10-Jun-16,4,8528,8200,,,,6.00%,512,9039.68,,,,FALSE,FALSE
,,200421-1,6344,BM9B4B8,Gaurav Tools and Traders,3,01-Oct-16,1,9035,8259,,,,2.00%,542,27647.1,,,,FALSE,FALSE
,,100000906-1,4228,BM1B2B0,Think Health Solution Pvt Ltd,3,18-May-16,6,9588,8300,,,,13.00%,3739,32503.32,,,,FALSE,FALSE
,,200306-1,5951,BM9B7B5,Krishan Brothers,1,11-Sep-16,8,9800,8324,,,,14.00%,1372,11172,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9N4,Al Technologies,8,04-Aug-17,5,8786,8347,,,,28.00%,19681,89968.64,,,,FALSE,FALSE
,,2000161-1,9879,BM9G4B6,Bostan Engineering.,1,07-Jul-17,13,10130,8360,,,,18.00%,1823,11953.4,,,,FALSE,FALSE
,,2000380-2,8730,BM9F1L1,No Supplier Details,1,08-Aug-17,15,9842,8366,,,,18.00%,1772,11613.56,,,,FALSE,FALSE
,,200367-1,5616,BM9B4A8,P.P. Enterprises,6,01-Aug-16,1,9224,8461,,,,2.00%,1107,56450.88,,,,FALSE,FALSE
,,200614-3,6313,BM9B4A8,P.P. Enterprises,5,01-Dec-16,7,9224,8461,,,,14.00%,6457,52576.8,,,,FALSE,FALSE
,,100000930-1,4498,BM0O8K7,Deluxe Electrical Corporation,2,19-May-16,31,13750,8500,,,,13.00%,3575,31075,,,,FALSE,FALSE
,,100000966-1,5047,BM9A5Y9,Skanda Retail Pvt. Ltd.,10,01-Jun-16,-5,8720.13,8549.7,,,,13.00%,11336,98537.47,,,,FALSE,FALSE
,,Not Booked,4501,BM9A8F3,Applied Analytics,2,31-Mar-17,-127,3926,8625,,,,0.00%,-,7852,,,,FALSE,FALSE
,,201936-1,9621,BM9F6J2,Smith Engineering Co.,2,14-Jun-17,0,9318,8874.5,,,,5.00%,932,19567.8,,,,FALSE,FALSE
,,200922-1,7249,BM9C9Z3,Shakti Inc,2,01-Jan-17,13,11156.25,8925,,,,14.00%,3124,25436.25,,,,FALSE,FALSE
,,Not Booked,2915,BM1A3U4,Patani Brothers,1,25-Feb-16,24,12747,8983,,,,13.00%,1657,14404.11,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1C1,Bagadia Industrial Fasteners,2,12-May-16,-7,9000,9000,,,,2.00%,360,18360,,,,FALSE,FALSE
,,200614-3,6313,BM9B4C5,PV Lumens LLP,10,01-Dec-16,11,10264,9000,,,,14.00%,14370,117009.6,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9M9,Al Technologies,5,04-Aug-17,5,9532,9055,,,,18.00%,8579,56238.8,,,,FALSE,FALSE
,,200675-1,6789,BM9C5H5,Bhairav Tarpaulins,1,01-Dec-16,-2,9725.1,9235,,,,14.00%,1362,11086.61,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3E3,Al Technologies,3,10-Jun-16,4,9672,9300,,,,6.00%,1741,30756.96,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3E5,Al Technologies,2,10-Jun-16,4,9672,9300,,,,6.00%,1161,20504.64,,,,FALSE,FALSE
,,200675-1,6789,BM9C5J6,Bhairav Tarpaulins,1,01-Dec-16,-2,9914.55,9420,,,,14.00%,1388,11302.59,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B9,Al Technologies,1,10-Jun-16,4,9880,9500,,,,6.00%,593,10472.8,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D5,Al Technologies,8,10-Jun-16,4,9880,9500,,,,6.00%,4742,83782.4,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D6,Al Technologies,7,10-Jun-16,4,9880,9500,,,,6.00%,4150,73309.6,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D7,Al Technologies,10,10-Jun-16,4,9880,9500,,,,6.00%,5928,104728,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3E2,Al Technologies,20,10-Jun-16,4,9880,9500,,,,6.00%,11856,209456,,,,FALSE,FALSE
,,200287-1,4465,BM9B3M9,Aatous International Pvt Ltd,64,26-Aug-16,-22,8370.83,9650,,,,13.00%,69645,605378.43,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q6,Shree Hari Paints,1,13-Jun-17,1,10316,9800,,,,15.00%,1547,11863.4,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A5,Al Technologies,2,10-Jun-16,4,10348,9950,,,,6.00%,1242,21937.76,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A6,Al Technologies,2,10-Jun-16,4,10348,9950,,,,6.00%,1242,21937.76,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A7,Al Technologies,2,10-Jun-16,4,10348,9950,,,,6.00%,1242,21937.76,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A8,Al Technologies,2,10-Jun-16,4,10348,9950,,,,6.00%,1242,21937.76,,,,FALSE,FALSE
,,AMAZON_1,AMAZON_1,BM99999,No Supplier Details,1,31-May-18,5,10499,9974,,,,18.00%,1890,12388.82,,,,FALSE,FALSE
,,201580-1,8563,BM9E4B3,Pilz India Pvt. Ltd.,1,12-Apr-17,20,13288,9994,,,,0.00%,-,13288,,,,FALSE,FALSE
,,201898-2,9487,BM1B0F3,Gandhi Automations Pvt. Ltd.,1,08-Jun-17,18,12150,10000,,,,15.00%,1823,13972.5,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B4,Al Technologies,13,10-Jun-16,4,10660,10250,,,,6.00%,8315,146894.8,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3E4,Al Technologies,10,10-Jun-16,4,10691.2,10280,,,,6.00%,6415,113326.72,,,,FALSE,FALSE
,,201936-1,9621,BM9F6J5,Smith Engineering Co.,2,14-Jun-17,0,10968,10446,,,,5.00%,1097,23032.8,,,,FALSE,FALSE
,,200283-1,5279,BM9B3B2,SITEC -SIEBER ENGINEERING AG(Switzerland),4,01-Oct-16,40,22502.94,10446,,,,14.00%,12602,102613.41,,,,FALSE,FALSE
,,200359-1,6039,BM9B7R8,Rohm India Pvt Ltd,2,22-Sep-16,6,12080.43,10500,,,,0.00%,-,24160.86,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D4,Al Technologies,4,10-Jun-16,4,11232,10800,,,,6.00%,2696,47623.68,,,,FALSE,FALSE
,,201933-1,9643,BM9F6Q9,Shree Hari Paints,5,13-Jun-17,1,11368,10800,,,,15.00%,8526,65366,,,,FALSE,FALSE
,,200959-1,7357,BM9D2E1,SAFETY SOLUTION DELHI,1,27-Dec-16,4,12129,10800,,,,2.00%,243,12371.58,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3C6,Al Technologies,4,10-Jun-16,4,11284,10850,,,,6.00%,2708,47844.16,,,,FALSE,FALSE
,,200691-1,6773,BM9C5F3,Chemtek Scientific Co.,1,01-Dec-16,6,11702.13,11000,,,,14.00%,1638,13340.43,,,,FALSE,FALSE
,,Order6,O-0006,BM9J9H7,No Supplier Details,1,31-May-18,2,11239,11014,,,,18.00%,2023,13262.02,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B8,Al Technologies,16,10-Jun-16,4,11819.63,11365,,,,6.00%,11347,200460.92,,,,FALSE,FALSE
,,201256-1,7968,BM1B0F3,Gandhi Automations Pvt. Ltd.,1,25-Feb-17,5,12150,11500,,,,15.00%,1823,13972.5,,,,FALSE,FALSE
,,2000315-1,10514,BM9G9N5,Al Technologies,5,04-Aug-17,5,12253,11640,,,,18.00%,11028,72292.7,,,,FALSE,FALSE
,,100000906-1,4228,BM1B2B1,Think Health Solution Pvt Ltd,1,18-May-16,15,14969,11700,,,,13.00%,1946,16914.97,,,,FALSE,FALSE
,,200701-2,6888,BM0O9E7,Ruchit Enterprise,1,21-Jun-16,31,19133,11869,,,,14.00%,2679,21811.62,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3B7,Al Technologies,17,10-Jun-16,4,12480,12000,,,,6.00%,12730,224889.6,,,,FALSE,FALSE
,,200698-1,6887,BM1B0U8,Union Co,1,21-Jun-16,5,13594,12000,,,,13.00%,1767,15361.22,,,,FALSE,FALSE
,,Not Booked,2915,BM1A3U5,Uptech Engineering,3,25-Feb-16,-8,12186,12198,,,,13.00%,4753,41310.54,,,,FALSE,FALSE
,,2000106-1,10140,BM9G4S8,Festo India Pvt. Ltd.,1,07-Jul-17,9,13704,12507,,,,18.00%,2467,16170.72,,,,FALSE,FALSE
,,2000009-1,9904,BM9G2S3,CONTROLS INDIA PVT LTD,1,29-Jun-17,5,13545,12900,,,,18.00%,2438,15983.1,,,,FALSE,FALSE
,,2000150-2,10200,BM9E1L9,Aristoplast Products Pvt. Ltd.,2,18-Jul-17,1,13770,12968,,,,18.00%,4957,32497.2,,,,FALSE,FALSE
,,200150-1,4986,BM9A6S3,Charmi Enterprises,12,01-Oct-16,30,21124.5,13200,,,,14.00%,35489,288983.16,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D2,Al Technologies,10,10-Jun-16,4,13936,13400,,,,6.00%,8362,147721.6,,,,FALSE,FALSE
,,201618-1,8359,BM9E2S8,Staubli Tec Systems India Pvt. Ltd.,1,12-Apr-17,20,18568,13805,,,,0.00%,-,18568,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A1,Al Technologies,2,10-Jun-16,4,14404,13850,,,,6.00%,1728,30536.48,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A2,Al Technologies,2,10-Jun-16,4,14404,13850,,,,6.00%,1728,30536.48,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3A3,Al Technologies,2,10-Jun-16,4,14404,13850,,,,6.00%,1728,30536.48,,,,FALSE,FALSE
,,100001006-1,3648,BM9A2X7,Belimo Actuators India Pvt. Ltd.,1,31-May-16,26,19034,14023,,,,12.00%,2284,21318.08,,,,FALSE,FALSE
,,2001035-1,11270,BM9H9X2,Alps Trading Co.,1,03-Oct-17,21,19296,14472,,,,18.00%,3473,22769.28,,,,FALSE,FALSE
,,200614-3,6313,BM9B4C7,Mohnot Instruments,5,01-Dec-16,5,15474,14590,,,,14.00%,10832,88201.8,,,,FALSE,FALSE
,,200701-2,6888,BM0O9E5,Ruchit Enterprise,1,21-Jun-16,23,21235,14750,,,,14.00%,2973,24207.9,,,,FALSE,FALSE
,,200701-2,6888,BM1B2I5,Stanley Black and Decker India Pvt. Ltd.,1,21-Jun-16,-3,15461,14797,,,,14.00%,2165,17625.54,,,,FALSE,FALSE
,,200837-1,6405,BM9C3C6,Inder Industries,1,15-Jan-17,36,26285.9,14819,,,,14.00%,3680,29965.93,,,,FALSE,FALSE
,,100000121-1,4893,BM9A3D8,Al Technologies,10,10-Jun-16,4,15444,14850,,,,6.00%,9266,163706.4,,,,FALSE,FALSE
