role_name,model,action,permission
Inside Sales Manager,po_request,amended,Yes
Inside Sales Manager,po_request,under_amend,Yes
Inside Sales Manager,po_request,cancelled,Yes
Inside Sales Manager,po_request,pending_and_rejected,Yes
Inside Sales Manager,po_request,resolve,Yes
Inside Sales Manager,po_request,can_reject_stock_po,Yes
Inside Sales Manager,po_request,edit_payment_request,Yes
Inside Sales Manager,po_request,sending_po_to_supplier_new_email_message,Yes
Inside Sales Manager,po_request,new_payment_request,Yes
Inside Sales Manager,po_request,show_payment_request,Yes
Inside Sales Manager,po_request_comment,edit,No
Inside Sales Manager,po_request_comment,new,No
Inside Sales Manager,po_request_comment,destroy,No
Inside Sales Manager,po_request_comment,update,No
Inside Sales Manager,po_request_comment,create,No
Inside Sales Manager,po_request_comment,show,No
Inside Sales Manager,po_request_comment,index,No
Inside Sales Manager,po_request_row,new,No
Inside Sales Manager,po_request_row,edit,No
Inside Sales Manager,po_request_row,show,No
Inside Sales Manager,po_request_row,create,No
Inside Sales Manager,po_request_row,update,No
Inside Sales Manager,po_request_row,destroy,No
Inside Sales Manager,po_request_row,index,No
Inside Sales Manager,product,resync,Yes
Inside Sales Manager,product,resync_inventory,Yes
Inside Sales Manager,product,index,Yes
Inside Sales Manager,product,new,No
Inside Sales Manager,product,edit,No
Inside Sales Manager,product,create,No
Inside Sales Manager,product,update,No
Inside Sales Manager,product,destroy,No
Inside Sales Manager,product,show,Yes
Inside Sales Manager,product,best_prices_and_supplier_bp_catalog,Yes
Inside Sales Manager,product,sku_purchase_history,Yes
Inside Sales Manager,product,approve,No
Inside Sales Manager,product,pending,No
Inside Sales Manager,product,comments,Yes
Inside Sales Manager,product,suggestion,Yes
Inside Sales Manager,product,get_product_details,Yes
Inside Sales Manager,product,autocomplete_suppliers,Yes
Inside Sales Manager,product,non_kit_autocomplete,Yes
Inside Sales Manager,product,autocomplete_mpn,Yes
Inside Sales Manager,product,service_autocomplete,Yes
Inside Sales Manager,product,export_all,No
Inside Sales Manager,product,customer_bp_catalog,Yes
Inside Sales Manager,product,merge,No
Inside Sales Manager,product,reject,No
Inside Sales Manager,product_approval,destroy,No
Inside Sales Manager,product_approval,index,Yes
Inside Sales Manager,product_approval,new,No
Inside Sales Manager,product_approval,edit,No
Inside Sales Manager,product_approval,create,No
Inside Sales Manager,product_approval,update,No
Inside Sales Manager,product_approval,show,Yes
Inside Sales Manager,product_comment,edit,No
Inside Sales Manager,product_comment,new,No
Inside Sales Manager,product_comment,create,No
Inside Sales Manager,product_comment,update,No
Inside Sales Manager,product_comment,destroy,No
Inside Sales Manager,product_comment,show,No
Inside Sales Manager,product_comment,index,No
Inside Sales Manager,product_rejection,new,No
Inside Sales Manager,product_rejection,create,No
Inside Sales Manager,product_rejection,update,No
Inside Sales Manager,product_rejection,destroy,No
Inside Sales Manager,product_rejection,show,Yes
Inside Sales Manager,product_rejection,index,Yes
Inside Sales Manager,product_rejection,edit,No
Inside Sales Manager,product_supplier,destroy,Yes
Inside Sales Manager,product_supplier,index,Yes
Inside Sales Manager,product_supplier,new,No
Inside Sales Manager,product_supplier,edit,No
Inside Sales Manager,product_supplier,create,Yes
Inside Sales Manager,product_supplier,update,Yes
Inside Sales Manager,product_supplier,show,Yes
Inside Sales Manager,profile,edit,No
Inside Sales Manager,profile,update,No
Inside Sales Manager,profile,show,No
Inside Sales Manager,profile,index,No
Inside Sales Manager,profile,new,No
Inside Sales Manager,profile,create,No
Inside Sales Manager,purchase_order,autocomplete_without_po_requests,No
Inside Sales Manager,purchase_order,show,No
Inside Sales Manager,purchase_order,autocomplete,No
Inside Sales Manager,purchase_order,get_relationship_map_json,No
Inside Sales Manager,purchase_order,relationship_map,No
Inside Sales Manager,purchase_order,search_or_create,No
Inside Sales Manager,purchase_order,update_logistics_owner_for_inward_dispatches,No
Inside Sales Manager,purchase_order,update_logistics_owner,No
Inside Sales Manager,purchase_order,create_email_message,Yes
Inside Sales Manager,purchase_order,new_email_message,Yes
Inside Sales Manager,purchase_order,inward_dispatch_delivered_queue,Yes
Inside Sales Manager,purchase_order,inward_dispatch_pickup_queue,Yes
Inside Sales Manager,purchase_order,new_inward_dispatch,No
Inside Sales Manager,purchase_order,material_readiness_queue,Yes
Inside Sales Manager,purchase_order,update_material_followup,No
Inside Sales Manager,purchase_order,edit_material_followup,No
Inside Sales Manager,purchase_order,can_request_invoice,No
Inside Sales Manager,purchase_order,show_document,Yes
Inside Sales Manager,purchase_order,destroy,No
Inside Sales Manager,purchase_order,export_all,Yes
Inside Sales Manager,purchase_order,update,No
Inside Sales Manager,purchase_order,create,No
Inside Sales Manager,purchase_order,edit,No
Inside Sales Manager,purchase_order,new,No
Inside Sales Manager,purchase_order,index,Yes
Inside Sales Manager,purchase_order_row,index,No
Inside Sales Manager,purchase_order_row,show,No
Inside Sales Manager,purchase_order_row,destroy,No
Inside Sales Manager,purchase_order_row,update,No
Inside Sales Manager,purchase_order_row,create,No
Inside Sales Manager,purchase_order_row,edit,No
Inside Sales Manager,purchase_order_row,new,No
Inside Sales Manager,rate,index,No
Inside Sales Manager,rate,show,No
Inside Sales Manager,rate,destroy,No
Inside Sales Manager,rate,update,No
Inside Sales Manager,rate,create,No
Inside Sales Manager,rate,edit,No
Inside Sales Manager,rate,new,No
Inside Sales Manager,rating_cache,show,No
Inside Sales Manager,rating_cache,index,No
Inside Sales Manager,rating_cache,new,No
Inside Sales Manager,rating_cache,edit,No
Inside Sales Manager,rating_cache,create,No
Inside Sales Manager,rating_cache,update,No
Inside Sales Manager,rating_cache,destroy,No
Inside Sales Manager,remote_request,show,No
Inside Sales Manager,remote_request,update,No
Inside Sales Manager,remote_request,destroy,No
Inside Sales Manager,remote_request,resend_failed_requests,No
Inside Sales Manager,remote_request,index,No
Inside Sales Manager,remote_request,new,No
Inside Sales Manager,remote_request,edit,No
Inside Sales Manager,remote_request,create,No
Inside Sales Manager,report,destroy,No
Inside Sales Manager,report,create,Yes
Inside Sales Manager,report,edit,No
Inside Sales Manager,report,new,No
Inside Sales Manager,report,index,Yes
Inside Sales Manager,report,update,Yes
Inside Sales Manager,report,show,Yes
Inside Sales Manager,resync_remote_request,all_requests,No
Inside Sales Manager,resync_remote_request,index,No
Inside Sales Manager,resync_remote_request,new,No
Inside Sales Manager,resync_remote_request,edit,No
Inside Sales Manager,resync_remote_request,create,No
Inside Sales Manager,resync_remote_request,update,No
Inside Sales Manager,resync_remote_request,destroy,No
Inside Sales Manager,resync_remote_request,show,No
Inside Sales Manager,resync_remote_request,resend_failed_request,No
Inside Sales Manager,resync_request,index,No
Inside Sales Manager,resync_request,new,No
Inside Sales Manager,resync_request,edit,No
Inside Sales Manager,resync_request,create,No
Inside Sales Manager,resync_request,update,No
Inside Sales Manager,resync_request,destroy,No
Inside Sales Manager,resync_request,show,No
Inside Sales Manager,review_question,update,No
Inside Sales Manager,review_question,show,No
Inside Sales Manager,review_question,destroy,No
Inside Sales Manager,review_question,create,No
Inside Sales Manager,review_question,edit,No
Inside Sales Manager,review_question,new,No
Inside Sales Manager,review_question,index,No
Inside Sales Manager,sales_invoice,show_pending_ap_invoice_queue,Yes
Inside Sales Manager,sales_invoice,create,No
Inside Sales Manager,sales_invoice,edit,No
Inside Sales Manager,sales_invoice,new,No
Inside Sales Manager,sales_invoice,index,No
Inside Sales Manager,sales_invoice,search_or_create,No
Inside Sales Manager,sales_invoice,relationship_map,Yes
Inside Sales Manager,sales_invoice,get_relationship_map_json,No
Inside Sales Manager,sales_invoice,edit_mis_date,No
Inside Sales Manager,sales_invoice,update_mis_date,No
Inside Sales Manager,sales_invoice,show_original_invoice,Yes
Inside Sales Manager,sales_invoice,make_zip,Yes
Inside Sales Manager,sales_invoice,export_all,Yes
Inside Sales Manager,sales_invoice,export_rows,Yes
Inside Sales Manager,sales_invoice,export_for_logistics,Yes
Inside Sales Manager,sales_invoice,edit_pod,No
Inside Sales Manager,sales_invoice,update_pod,Yes
Inside Sales Manager,sales_invoice,show,Yes
Inside Sales Manager,sales_invoice,destroy,No
Inside Sales Manager,sales_invoice,update,No
Inside Sales Manager,sales_invoice_row,index,No
Inside Sales Manager,sales_invoice_row,new,No
Inside Sales Manager,sales_invoice_row,show,No
Inside Sales Manager,sales_invoice_row,destroy,No
Inside Sales Manager,sales_invoice_row,update,No
Inside Sales Manager,sales_invoice_row,create,No
Inside Sales Manager,sales_invoice_row,edit,No
Inside Sales Manager,sales_order,not_invoiced,Yes
Inside Sales Manager,sales_order,cancelled,Yes
Inside Sales Manager,sales_order,destroy,No
Inside Sales Manager,sales_order,show,Yes
Inside Sales Manager,sales_order,relationship_map,Yes
Inside Sales Manager,sales_order,create_stock_po,No
Inside Sales Manager,sales_order,debugging,No
Inside Sales Manager,sales_order,material_delivered_to_customer_create_email_msg,No
Inside Sales Manager,sales_order,material_delivered_to_customer_new_email_msg,No
Inside Sales Manager,sales_order,material_dispatched_to_customer_create_email_msg,No
Inside Sales Manager,sales_order,material_dispatched_to_customer_new_email_msg,No
Inside Sales Manager,sales_order,fetch_order_data,Yes
Inside Sales Manager,sales_order,create_purchase_orders_requests,Yes
Inside Sales Manager,sales_order,preview_purchase_orders_requests,Yes
Inside Sales Manager,sales_order,new_purchase_orders_requests,Yes
Inside Sales Manager,sales_order,resync,No
Inside Sales Manager,sales_order,reject,Yes
Inside Sales Manager,sales_order,approve_low_margin,No
Inside Sales Manager,sales_order,approve,Yes
Inside Sales Manager,sales_order,can_request_invoice,Yes
Inside Sales Manager,sales_order,can_request_po,Yes
Inside Sales Manager,sales_order,go_to_inquiry,Yes
Inside Sales Manager,sales_order,drafts_pending,Yes
Inside Sales Manager,sales_order,export_for_sap,Yes
Inside Sales Manager,sales_order,export_for_logistics,Yes
Inside Sales Manager,sales_order,export_rows,Yes
Inside Sales Manager,sales_order,export_for_reco,Yes
Inside Sales Manager,sales_order,export_all,Yes
Inside Sales Manager,sales_order,pending,Yes
Inside Sales Manager,sales_order,comments,Yes
Inside Sales Manager,sales_order,new_revision,Yes
Inside Sales Manager,sales_order,create_confirmation,Yes
Inside Sales Manager,sales_order,new_confirmation,Yes
Inside Sales Manager,sales_order,show_serialized,Yes
Inside Sales Manager,sales_order,show_pdf,Yes
Inside Sales Manager,sales_order,update_mis_date,No
Inside Sales Manager,sales_order,edit_mis_date,No
Inside Sales Manager,sales_order,autocomplete,Yes
Inside Sales Manager,sales_order,company_converted_orders,Yes
Inside Sales Manager,sales_order,index,Yes
Inside Sales Manager,sales_order,new,No
Inside Sales Manager,sales_order,edit,No
Inside Sales Manager,sales_order,create,Yes
Inside Sales Manager,sales_order,update,Yes
Inside Sales Manager,sales_order,resolve,No
Inside Sales Manager,sales_order,get_relationship_map_json,No
Inside Sales Manager,sales_order_approval,destroy,No
Inside Sales Manager,sales_order_approval,new,No
Inside Sales Manager,sales_order_approval,edit,No
Inside Sales Manager,sales_order_approval,index,Yes
Inside Sales Manager,sales_order_approval,create,Yes
Inside Sales Manager,sales_order_approval,update,Yes
Inside Sales Manager,sales_order_approval,show,Yes
Inside Sales Manager,sales_order_comment,update,No
Inside Sales Manager,sales_order_comment,new,No
Inside Sales Manager,sales_order_comment,create,No
Inside Sales Manager,sales_order_comment,show,No
Inside Sales Manager,sales_order_comment,destroy,No
Inside Sales Manager,sales_order_comment,edit,No
Inside Sales Manager,sales_order_comment,index,No
Inside Sales Manager,sales_order_confirmation,destroy,No
Inside Sales Manager,sales_order_confirmation,show,No
Inside Sales Manager,sales_order_confirmation,update,No
Inside Sales Manager,sales_order_confirmation,create,No
Inside Sales Manager,sales_order_confirmation,edit,No
Inside Sales Manager,sales_order_confirmation,new,No
Inside Sales Manager,sales_order_confirmation,index,No
Inside Sales Manager,sales_order_rejection,show,Yes
Inside Sales Manager,sales_order_rejection,edit,No
Inside Sales Manager,sales_order_rejection,index,Yes
Inside Sales Manager,sales_order_rejection,new,Yes
Inside Sales Manager,sales_order_rejection,destroy,Yes
Inside Sales Manager,sales_order_rejection,create,Yes
Inside Sales Manager,sales_order_rejection,update,No
Inside Sales Manager,sales_order_row,create,No
Inside Sales Manager,sales_order_row,show,No
Inside Sales Manager,sales_order_row,update,No
Inside Sales Manager,sales_order_row,destroy,No
Inside Sales Manager,sales_order_row,edit,No
Inside Sales Manager,sales_order_row,new,No
Inside Sales Manager,sales_order_row,index,No
Inside Sales Manager,sales_purchase_order,edit,No
Inside Sales Manager,sales_purchase_order,new,No
Inside Sales Manager,sales_purchase_order,destroy,No
Inside Sales Manager,sales_purchase_order,show,Yes
Inside Sales Manager,sales_purchase_order,index,Yes
Inside Sales Manager,sales_purchase_order,update,No
Inside Sales Manager,sales_purchase_order,create,No
Inside Sales Manager,sales_quote,new_freight_request,Yes
Inside Sales Manager,sales_quote,new_email_message,Yes
Inside Sales Manager,sales_quote,create_email_message,Yes
Inside Sales Manager,sales_quote,new_revision,Yes
Inside Sales Manager,sales_quote,display_revision_button,Yes
Inside Sales Manager,sales_quote,new_sales_order,Yes
Inside Sales Manager,sales_quote,reset_quote,Yes
Inside Sales Manager,sales_quote,preview,Yes
Inside Sales Manager,sales_quote,relationship_map,Yes
Inside Sales Manager,sales_quote,get_relationship_map_json,No
Inside Sales Manager,sales_quote,show,Yes
Inside Sales Manager,sales_quote,destroy,Yes
Inside Sales Manager,sales_quote,update,Yes
